,2013-12-31,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-03-28,2015-06-27,2015-09-26,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-29,2018-12-31,2019-03-30,2019-06-29,2019-09-28,2019-12-31,2020-03-28,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,Current
Market Capitalization,"40,286","46,606","47,249","48,532","49,840","53,182","52,672","48,937","56,669","56,469","58,782","62,781","55,678","60,058","68,043","74,961","76,142","82,997","83,435","98,261","89,964","109,488","117,612","115,247","129,623","108,913","138,625","167,227","184,915","179,782","201,735","225,652","262,893","232,197","214,922","198,818","215,320","222,479","201,396","195,382","211,670"
Market Cap Growth,76.39%,70.15%,55.08%,44.46%,23.72%,14.11%,11.48%,0.84%,13.70%,6.18%,11.60%,28.29%,-1.75%,6.36%,15.76%,19.40%,36.75%,38.20%,22.62%,31.08%,18.15%,31.92%,40.96%,17.29%,44.08%,-0.53%,17.87%,45.10%,42.66%,65.07%,45.53%,34.94%,42.17%,29.15%,6.54%,-11.89%,-18.10%,-4.19%,-6.29%,-1.73%,-
Enterprise Value,"44,948","62,471","62,241","62,475","63,061","67,174","65,928","61,746","68,744","70,678","72,266","79,723","71,520","76,415","84,228","96,213","95,815","102,983","101,918","115,937","106,851","126,530","134,364","131,027","144,976","125,901","154,120","180,780","196,325","192,844","213,489","235,332","293,286","262,700","243,294","225,059","241,284","254,254","232,271","224,515","238,510"
PE Ratio,29.44,21.45,42.41,25.73,20.73,34.52,25.74,25.70,23.51,35.10,28.45,33.15,22.11,27.23,27.81,35.10,36.05,35.84,27.74,34.65,25.05,33.59,26.28,37.91,32.34,34.55,29.98,21.63,18.51,19.23,27.59,29.66,39.64,26.21,32.29,33.25,34.16,43.15,36.99,28.48,35.46
PS Ratio,2.92,3.13,2.98,2.87,2.95,3.16,3.13,2.88,3.27,3.21,3.27,3.44,2.97,3.13,3.43,3.58,3.46,3.59,3.49,4.03,3.65,4.40,4.66,4.51,5.05,4.15,4.86,5.19,5.15,4.70,5.16,5.75,6.39,5.42,4.87,4.43,4.92,5.11,4.64,4.56,4.94
PB Ratio,2.39,2.28,2.29,2.37,2.43,2.67,2.55,2.35,2.65,2.70,2.76,2.90,2.58,2.76,3.04,3.03,3.00,3.18,3.16,3.65,3.26,3.95,4.09,3.93,4.37,3.81,4.64,5.25,5.36,5.13,5.47,5.83,6.44,5.67,5.07,4.56,4.89,5.26,4.60,4.31,4.53
P/FCF Ratio,26.99,24.62,23.29,22.14,22.88,26.14,25.17,20.44,21.92,20.99,21.47,23.15,19.84,21.51,23.32,21.44,23.88,22.50,21.29,25.96,21.05,26.80,29.85,28.48,35.01,25.66,24.38,24.54,22.94,22.11,25.48,32.14,36.35,35.36,36.86,28.77,38.31,38.00,30.77,32.91,35.66
P/OCF Ratio,22.21,20.96,19.73,18.53,19.18,21.49,20.72,17.37,18.73,17.92,18.49,19.89,17.24,18.84,20.35,18.72,20.46,19.23,18.10,21.63,17.59,22.06,24.19,23.17,27.70,20.66,20.20,20.17,18.66,17.54,19.79,23.65,26.92,25.61,25.72,21.72,28.03,28.92,24.65,26.35,28.55
Debt / Equity Ratio,0.62,0.85,0.75,0.71,0.71,0.75,0.68,0.64,0.59,0.72,0.67,0.87,0.77,0.78,0.75,0.89,0.83,0.80,0.73,0.70,0.69,0.66,0.66,0.58,0.60,0.70,0.71,0.66,0.63,0.53,0.51,0.56,0.85,0.81,0.71,0.67,0.78,0.83,0.78,0.78,0.78
Quick Ratio,1.23,0.78,0.52,0.49,0.72,0.50,0.56,0.53,0.73,0.55,0.61,0.92,0.80,0.72,0.76,0.63,0.75,0.70,0.81,0.95,1.00,0.89,0.85,0.97,1.09,1.36,1.71,2.04,1.56,1.59,1.80,2.27,0.93,0.88,0.88,0.95,0.98,0.72,0.79,1.03,1.03
