,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"36,747","45,974","49,588","88,493","122,468","149,837","228,840","293,345","158,777","278,858","247,090"
Market Cap Growth,29.47%,25.11%,7.86%,78.46%,38.39%,22.35%,52.73%,28.19%,-45.87%,75.63%,-
Enterprise Value,"34,522","43,893","46,719","84,555","123,364","149,798","227,556","292,220","157,314","275,096","243,328"
PE Ratio,136.91,73.03,42.43,52.24,47.27,50.78,43.51,60.84,33.39,51.37,46.25
PS Ratio,8.86,9.59,8.47,12.12,13.56,13.41,17.78,18.58,9.02,14.37,12.73
PB Ratio,5.42,6.57,6.68,10.46,13.08,14.23,17.25,19.83,11.30,16.88,14.96
P/FCF Ratio,32.26,34.25,24.84,32.36,32.55,37.21,43.11,42.62,21.47,40.17,35.59
P/OCF Ratio,28.54,31.29,22.54,30.38,30.40,33.88,39.96,40.57,20.26,38.19,33.84
EV/Sales Ratio,8.32,9.15,7.98,11.58,13.66,13.41,17.68,18.51,8.94,14.17,12.54
EV/EBITDA Ratio,46.99,34.36,25.43,33.31,38.20,36.37,44.31,43.75,22.29,35.02,30.97
EV/EBIT Ratio,81.98,46.80,31.03,38.22,42.79,44.56,53.02,50.23,25.70,39.80,35.20
EV/FCF Ratio,30.30,32.70,23.41,30.92,32.79,37.20,42.87,42.46,21.27,39.63,35.05
Debt / Equity Ratio,0.22,0.27,0.25,0.22,0.44,0.39,0.35,0.32,0.33,0.25,0.25
Debt / EBITDA Ratio,2.06,1.49,1.03,0.74,1.28,1.00,0.92,0.70,0.66,0.52,0.52
Debt / FCF Ratio,1.33,1.42,0.95,0.69,1.10,1.03,0.89,0.68,0.63,0.59,0.59
Quick Ratio,1.74,2.11,1.99,2.00,1.06,0.70,1.34,1.11,1.00,1.22,1.22
Current Ratio,1.85,2.18,2.08,2.06,1.13,0.79,1.48,1.25,1.11,1.34,1.34
Asset Turnover,0.40,0.42,0.48,0.53,0.56,0.56,0.57,0.61,0.66,0.69,0.69
Interest Coverage,7.05,14.61,21.37,29.73,32.39,21.41,37.00,51.49,54.64,61.17,61.17
Return on Equity (ROE),4.00%,9.30%,16.10%,21.20%,29.10%,29.10%,45.40%,34.10%,33.90%,35.40%,35.40%
Return on Assets (ROA),2.60%,5.50%,9.50%,12.40%,16.10%,14.80%,23.50%,18.60%,17.90%,19.20%,19.20%
Return on Capital (ROIC),3.70%,7.30%,13.06%,16.61%,19.53%,20.51%,29.70%,25.19%,25.84%,25.77%,25.77%
Earnings Yield,0.73%,1.37%,2.36%,1.91%,2.12%,1.97%,2.30%,1.64%,3.00%,1.95%,2.20%
FCF Yield,3.10%,2.92%,4.02%,3.09%,3.07%,2.69%,2.32%,2.35%,4.66%,2.49%,2.81%
Buyback Yield / Dilution,0.97%,0.26%,0.56%,0.63%,0.62%,1.20%,1.42%,0.82%,2.08%,2.55%,2.55%
Total Shareholder Return,0.97%,0.26%,0.56%,0.63%,0.62%,1.20%,1.42%,0.82%,2.08%,2.55%,2.55%
