,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"4,147","4,796","5,854","7,302","9,030","11,171","12,868","15,785","17,606","19,409"
Revenue Growth (YoY),2.26%,15.64%,22.08%,24.72%,23.67%,23.71%,15.19%,22.67%,11.54%,10.24%
Cost of Revenue,622.08,744.32,819.91,"1,010","1,195","1,673","1,722","1,865","2,165","2,354"
Gross Profit,"3,525","4,051","5,035","6,291","7,835","9,498","11,146","13,920","15,441","17,055"
"Selling, General & Admin","2,196","2,217","2,486","2,822","3,366","4,125","4,559","5,406","6,187","6,764"
Research & Development,844.35,862.73,975.99,"1,224","1,538","1,930","2,188","2,540","2,987","3,473"
Other Operating Expenses,72.31,68.65,78.53,76.56,91,175,162,172,169,168
Operating Expenses,"3,112","3,148","3,541","4,123","4,995","6,230","6,909","8,118","9,343","10,405"
Operating Income,412.69,903.1,"1,494","2,168","2,840","3,268","4,237","5,802","6,098","6,650"
Interest Expense / Income,59.73,64.18,70.44,74.4,89,157,116,113,112,113
Other Expense / Income,-8.42,-34.87,-11.98,-43.95,-43,-94,-55,-16,-22,-262
Pretax Income,361.38,873.78,"1,435","2,138","2,794","3,205","4,176","5,705","6,008","6,799"
Income Tax,92.98,244.23,266.36,443.69,203,254,"-1,084",883,"1,252","1,371"
Net Income,268.4,629.55,"1,169","1,694","2,591","2,951","5,260","4,822","4,756","5,428"
Net Income Growth,-7.45%,134.56%,85.65%,44.93%,52.96%,13.89%,78.24%,-8.33%,-1.37%,14.13%
Shares Outstanding (Basic),498,499,498,494,491,486,481,477,470,457
Shares Outstanding (Diluted),508,507,504,501,498,492,485,481,471,459
Shares Change,-0.97%,-0.26%,-0.56%,-0.63%,-0.62%,-1.20%,-1.42%,-0.82%,-2.08%,-2.55%
EPS (Basic),0.54,1.26,2.35,3.43,5.28,6.07,10.94,10.10,10.13,11.87
EPS (Diluted),0.53,1.24,2.32,3.38,5.20,6.00,10.83,10.02,10.10,11.82
EPS Growth,-5.36%,133.96%,87.10%,45.69%,53.85%,15.38%,80.50%,-7.48%,0.80%,17.03%
Free Cash Flow,"1,139","1,342","1,996","2,735","3,762","4,027","5,308","6,882","7,396","6,942"
Free Cash Flow Per Share,2.29,2.69,4.00,5.54,7.66,8.29,11.04,14.43,15.74,15.19
Gross Margin,85.00%,84.48%,86.00%,86.16%,86.77%,85.02%,86.62%,88.18%,87.70%,87.87%
Operating Margin,9.95%,18.83%,25.51%,29.69%,31.45%,29.25%,32.93%,36.76%,34.64%,34.26%
Profit Margin,6.47%,13.13%,19.96%,23.20%,28.69%,26.42%,40.88%,30.55%,27.01%,27.97%
Free Cash Flow Margin,27.47%,27.99%,34.09%,37.45%,41.66%,36.05%,41.25%,43.60%,42.01%,35.77%
Effective Tax Rate,25.73%,27.95%,18.56%,20.76%,7.27%,7.93%,-25.96%,15.48%,20.84%,20.16%
EBITDA,734.7,"1,277","1,837","2,538","3,229","4,119","5,136","6,679","7,059","7,856"
EBITDA Margin,17.72%,26.64%,31.38%,34.76%,35.76%,36.87%,39.91%,42.31%,40.09%,40.48%
Depreciation & Amortization,313.59,339.47,331.54,326,346,757,844,861,939,944
EBIT,421.11,937.97,"1,506","2,212","2,883","3,362","4,292","5,818","6,120","6,912"
EBIT Margin,10.15%,19.56%,25.72%,30.30%,31.93%,30.10%,33.35%,36.86%,34.76%,35.61%
