,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"15,915","16,872","15,077","16,828","17,927","17,847","13,472","14,433","15,927","16,395","17,528","19,385","21,103","23,398","22,620","22,286","21,368","22,250","25,095","22,411","26,142","30,548","29,765","31,847","19,690","21,285","29,022","34,857","39,474","44,037","41,023","47,990","35,661","30,371","33,555","38,712","42,145","43,617","46,344","55,501","61,802"
Market Cap Growth,-2.37%,1.67%,-20.23%,-5.17%,12.64%,5.78%,-10.64%,-14.23%,-11.16%,-8.14%,30.11%,34.31%,32.50%,42.71%,29.05%,14.96%,1.25%,-4.91%,10.94%,0.56%,22.34%,37.29%,18.61%,42.10%,-24.68%,-30.32%,-2.50%,9.45%,100.48%,106.89%,41.35%,37.68%,-9.66%,-31.03%,-18.20%,-19.33%,18.18%,43.61%,38.11%,43.37%,-
Enterprise Value,"18,543","19,504","17,668","19,347","21,737","21,462","17,392","17,914","19,787","19,552","20,094","21,741","23,853","26,154","25,423","24,800","24,544","25,619","28,163","25,599","29,836","35,422","34,506","36,142","22,616","24,186","31,101","36,839","41,608","46,089","43,125","50,673","39,156","34,118","37,312","42,328","46,282","47,980","50,209","59,186","65,487"
PE Ratio,26.10,28.19,20.82,18.06,19.83,26.36,19.62,21.72,20.80,11.43,11.60,13.13,14.65,22.24,21.72,17.11,16.36,15.95,16.26,16.76,18.45,21.44,21.75,22.57,16.66,22.07,32.02,40.77,35.27,32.74,30.38,33.72,24.62,20.34,20.52,22.04,23.37,23.20,23.66,27.42,31.03
PS Ratio,1.28,1.34,1.18,1.31,1.37,1.36,1.02,1.09,1.20,1.22,1.30,1.44,1.55,1.69,1.62,1.57,1.47,1.48,1.63,1.82,2.22,2.77,2.85,2.44,1.53,1.71,2.33,2.80,3.08,3.26,2.98,3.40,2.46,2.05,2.17,2.42,2.59,2.59,2.68,3.14,3.50
PB Ratio,2.53,2.64,2.40,2.81,3.13,3.06,2.35,2.48,2.75,2.56,2.59,2.92,3.21,3.48,3.34,3.12,3.02,3.28,3.43,3.19,3.80,4.28,4.11,4.38,3.41,3.59,4.56,5.44,6.27,6.82,6.34,7.67,5.95,5.31,5.73,6.36,6.98,6.97,6.94,7.93,8.83
P/FCF Ratio,20.47,27.50,29.37,22.32,24.08,23.09,27.21,21.96,20.25,17.36,11.28,14.37,16.01,17.63,20.94,17.09,16.92,18.67,20.46,19.78,22.73,25.06,21.44,18.56,13.53,17.25,18.92,27.04,21.14,20.54,25.49,34.77,39.57,38.11,38.06,31.68,29.76,28.49,24.16,26.45,29.46
P/OCF Ratio,16.28,21.25,21.32,17.29,18.48,17.64,18.49,16.25,15.83,14.30,10.00,12.74,14.20,15.61,17.69,14.63,14.24,14.88,16.21,15.92,18.39,21.45,19.04,16.59,11.97,15.17,17.33,24.29,19.52,19.08,22.94,30.21,31.28,28.35,28.66,25.74,24.78,24.19,20.92,23.23,25.86
Debt / Equity Ratio,0.56,0.56,0.56,0.71,0.79,0.75,0.80,0.73,0.77,0.64,0.60,0.61,0.62,0.60,0.60,0.57,0.61,0.64,0.56,0.58,0.81,0.81,0.77,0.77,0.97,0.89,0.83,0.82,0.79,0.77,0.75,0.77,0.81,0.85,0.83,0.79,0.80,0.80,0.72,0.68,0.68
Quick Ratio,0.88,0.79,0.78,1.04,0.74,0.73,0.66,0.79,0.70,0.91,1.04,1.10,1.00,1.00,0.79,0.83,0.85,0.82,0.87,0.83,1.03,0.77,0.80,0.66,1.12,1.22,1.32,1.27,1.20,1.21,1.20,0.97,0.82,0.68,0.71,0.70,0.68,0.69,0.79,0.67,0.67
