,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,1.06,-0.59,2.69,2.51,6,5.95,3.85,5.16,18.59,10.42,6.2,35.21,33.69,20.02,20.91,48.87,41.16,35.72,28.77,31.41,47.28,48.76,39.15,45.38,63.02,28.59,27.48,24.37,64.62,52.28,30.38,48.69,91.93,57.36,52.15,79.95,119.3,64.52,75.22,81.76
Depreciation & Amortization,1.72,1.68,1.8,1.96,2.13,2.29,2.4,2.6,2.91,3.21,3.55,3.96,4.29,4.71,4.91,5.5,6.07,6.71,8.13,8.75,9.35,10.33,10.97,11.57,12.22,13.08,13.78,14.3,14.92,16.02,17.32,18.97,21.66,22.57,23.56,24.92,26.27,27.74,28.95,30.99
Share-Based Compensation,0.09,0.18,0.09,0.35,0.25,0.04,1.52,1.41,1.22,3.59,13.93,1.98,3.34,12.96,13.36,6.41,23.22,3.7,4.59,5.07,31.07,5.6,4.45,6.15,15.81,21.22,19.5,33.58,23.58,23.79,28.99,21.14,22.06,24.27,24.49,24.08,27.82,35.37,33.2,33.42
Other Operating Activities,-1.14,2.89,2.83,4.22,4.75,1.38,3.58,-0.33,7.23,7.38,-3.8,-16.77,-1.1,-22.62,-2.42,-22.68,-12.96,-3.76,4.5,-6.26,-7.27,-22.35,-0.92,-15.25,-9.01,-37.4,6.05,-19.37,-13.66,-35.1,6.5,0.93,-18.41,-52.46,-32.52,-0.49,-27.28,-21.73,-38.79,-11.7
Operating Cash Flow,1.73,4.16,7.41,9.04,13.14,9.64,11.35,8.84,29.95,24.61,19.88,24.38,40.23,15.07,36.76,38.1,57.49,42.38,45.99,38.97,80.43,42.34,53.65,47.84,82.03,25.48,66.82,52.88,89.46,56.99,83.19,89.73,117.23,51.73,67.69,128.46,146.1,105.89,98.58,134.47
Operating Cash Flow Growth,-61.74%,-5.02%,132.23%,84.86%,658.87%,131.69%,53.21%,-2.14%,127.98%,155.17%,75.16%,175.73%,34.32%,-38.76%,84.88%,56.26%,42.91%,181.24%,25.11%,2.28%,39.90%,-0.08%,16.67%,22.78%,1.99%,-39.82%,24.54%,10.52%,9.05%,123.63%,24.51%,69.68%,31.05%,-9.23%,-18.64%,43.17%,24.63%,104.71%,45.63%,4.68%
Capital Expenditures,-5.16,-4.12,-2.67,-2.32,-2.5,-2.42,-5.23,-6.4,-8.36,-15.98,-7.79,-11.38,-9.14,-12.77,-21.02,-16.46,-18.71,-13.17,-12.39,-15.64,-14.89,-19.82,-36.38,-21.85,-25.73,-26.73,-21.04,-20.6,-25.33,-37.4,-23.99,-33.97,-34.47,-33.25,-24.32,-40.64,-40.62,-42.76,-52.26,-56.83
Change in Investments,0,0,0,0,0,0,0,0,0,0,0,-97.66,0,0,65.88,9.09,-45.13,15.73,-12.71,52.6,-2.3,-9.93,5.16,-119.54,-157.9,20.37,13.27,100.49,32.79,-19.84,11.29,-155.72,-33.15,78.36,14.8,53.5,0,0,0,0
Other Investing Activities,46.56,93.59,-78,-266.93,69.37,48.76,-73.09,-80.81,-428.92,91.31,441.27,-167.41,-92.74,163.97,-71.23,-,39.35,-39.35,-,-,-,-,-,-,-,-,-,-,-,-,-1.5,-4,-,-,-,-4.12,-,-,-,-4.24
Investing Cash Flow,41.4,89.47,-80.67,-269.25,66.86,46.34,-78.32,-87.21,-437.28,75.33,433.48,-276.45,-101.87,151.19,-26.37,-7.37,-24.49,-36.79,-25.1,36.96,-17.19,-29.74,-31.22,-141.4,-183.63,-6.36,-7.77,79.89,7.46,-57.24,-14.2,-193.69,-67.63,45.12,-9.52,8.74,-40.62,-42.76,-52.26,-61.07
Dividends Paid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.73,-21.64,-21.47
Share Issuance / Repurchase,0,62.2,0.65,-0,0,0,0,0,0,-3.49,-4.89,-27.18,0,-15.19,-4.2,-37.49,-5,-36.69,-1.17,-62.33,0,0,0,0,-8,-44.04,0,0,0,0,0,0,0,-94.65,0,0,0,0,-74.99,-211.62
Debt Issued / Paid,4.29,-62.95,-0.24,-0.22,-0.48,-0.23,-0.24,-0.28,-0.22,3.68,0.8,-0.29,1.67,3.07,-0.28,-0.02,-0.04,-0.01,-0.45,-0.44,-0.44,-0.46,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-1.14,-5.14,0,0,0,-0.65,-29
Other Financing Activities,-47.66,-92.03,77.36,267.11,-68.99,-48.76,73.09,80.81,428.92,-91.31,-455.67,265.2,92.74,-178.94,-7.41,291.72,-5.91,-201.19,0.53,64.91,418.01,-297.42,-294.69,826.56,-270.57,-381.92,485.97,54.43,685.81,-306.29,905.81,"-1,117.83","2,099",-525.11,"-1,671.7",453.46,183,-395.62,-106.06,425.13
Financing Cash Flow,-43.37,-92.79,77.77,266.88,-69.47,-48.99,72.85,80.53,428.69,-91.12,-459.76,237.73,94.4,-191.06,-11.9,254.22,-10.95,-237.89,-1.08,2.13,417.57,-297.88,-295.13,826.12,-279.01,-426.41,485.53,53.98,685.37,-306.73,905.36,"-1,118.28","2,099",-620.9,"-1,676.84",453.46,183,-417.35,-203.34,163.03
Net Cash Flow,-0.24,0.84,4.51,6.67,10.53,6.99,5.88,2.17,21.36,8.82,-6.4,-14.34,32.76,-24.8,-1.51,284.94,22.04,-232.3,19.8,78.06,480.8,-285.28,-272.7,732.56,-380.61,-407.29,544.57,186.75,782.28,-306.99,974.36,"-1,222.24","2,148",-524.05,"-1,618.67",590.66,288.49,-354.23,-157.03,236.43
Free Cash Flow,-3.43,0.04,4.74,6.71,10.63,7.22,6.12,2.44,21.59,8.63,12.09,13,31.09,2.3,15.74,21.64,38.78,29.21,33.59,23.33,65.54,22.53,17.28,25.99,56.3,-1.25,45.77,32.28,64.13,19.58,59.21,55.75,82.76,18.48,43.37,87.82,105.49,63.13,46.31,77.64
Free Cash Flow Growth,-,-98.41%,-,-,-,16315.91%,29.21%,-63.60%,102.98%,19.47%,97.50%,432.04%,44.03%,-73.40%,30.17%,66.40%,24.74%,1172.85%,113.44%,7.81%,69.00%,-22.89%,-48.57%,11.42%,-14.09%,-,164.95%,24.20%,13.89%,-,29.35%,72.72%,29.05%,-5.64%,-26.75%,57.52%,27.46%,241.60%,6.79%,-11.59%
Free Cash Flow Margin,-9.27%,0.13%,12.95%,15.25%,19.26%,14.75%,11.06%,3.75%,23.95%,11.68%,15.64%,14.81%,26.01%,2.34%,15.54%,18.98%,25.19%,22.68%,25.20%,15.52%,32.78%,13.30%,9.87%,13.44%,23.23%,-0.69%,23.29%,14.61%,23.56%,8.09%,23.11%,19.56%,23.41%,5.83%,12.98%,23.70%,23.36%,15.74%,11.40%,17.87%
Free Cash Flow Per Share,-0.07,0.00,0.09,0.13,0.19,0.13,0.11,0.04,0.38,0.15,0.21,0.23,0.54,0.04,0.27,0.37,0.67,0.51,0.58,0.41,1.14,0.39,0.30,0.45,0.98,-0.02,0.80,0.56,1.11,0.34,1.02,0.96,1.43,0.32,0.75,1.52,1.82,1.09,0.80,1.36
