,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,-,-,-,-,-,-,"1,571","1,532",926,980,"1,084","1,624","1,361","1,234","1,748","1,996","2,489","3,409","5,041","6,153","5,730","8,037","7,376","6,806","5,249","4,534","12,607","14,514","22,433","25,420","26,163","26,323","27,757","15,788","9,306","12,677","15,055","13,877","10,437","7,944","9,169"
Market Cap Growth,-,-,-,-,-,-,-,-,-,-,-30.96%,6.03%,47.03%,25.90%,61.18%,22.90%,82.83%,176.18%,188.41%,208.23%,130.22%,135.74%,46.32%,10.61%,-8.40%,-43.59%,70.93%,113.25%,327.37%,460.67%,107.52%,81.36%,23.74%,-37.89%,-64.43%,-51.84%,-45.76%,-12.10%,12.15%,-37.34%,-
Enterprise Value,-54,-,-,-,-39,-40,"1,338","1,302",693,770,866,"1,416","1,143","1,024","1,529","1,752","2,213","3,136","4,754","5,866","5,443","8,062","7,400","6,789","5,273","4,578","12,419","14,094","21,874","25,103","25,996","27,823","29,156","17,188","10,683","14,021","16,268","15,222","11,744","9,356","10,581"
PE Ratio,-,-,-,-,-,-,-28.78,-27.76,-17.13,-60.21,-62.89,-127.39,-45.53,-39.17,-139.44,127.41,30.43,35.82,58.01,75.97,73.95,83.63,66.48,64.30,54.74,59.01,81.32,62.56,64.23,52.91,54.24,54.78,56.25,36.22,22.66,-19.74,-21.68,-19.66,-14.55,23.80,31.00
PS Ratio,-,-,-,-,-,-,6.76,6.12,3.39,3.30,3.38,4.74,3.73,3.25,4.41,4.81,5.64,7.33,10.16,11.40,9.49,12.33,10.52,9.09,6.41,5.17,11.21,10.53,13.00,12.41,12.18,11.81,11.92,6.70,3.86,5.12,5.87,5.28,3.91,2.93,3.38
PB Ratio,-,-,-,-,-,-,4.82,4.75,2.80,2.98,3.26,4.72,3.95,4.18,5.67,5.73,6.27,8.87,12.57,15.35,14.29,19.77,18.14,17.48,12.91,11.14,24.05,21.77,30.22,37.18,49.29,49.33,44.16,23.33,16.01,-20.91,-27.51,-25.69,-22.48,-12.76,-12.76
P/FCF Ratio,-,-,-,-,-,-,358.41,-3570.77,75.16,-390.17,-274.32,-630.03,6361.68,174.24,98.34,59.83,44.49,41.49,46.24,52.01,32.13,43.95,38.23,32.13,27.39,23.60,34.39,28.65,33.39,32.23,38.18,45.18,44.53,29.84,17.55,19.76,23.06,21.35,15.81,11.76,13.57
P/OCF Ratio,-,-,-,-,-,-,83.52,80.17,27.93,36.21,27.73,36.92,28.38,25.48,39.87,39.58,36.02,37.07,41.86,46.04,28.81,39.36,34.55,29.54,25.37,22.10,33.55,28.24,33.04,31.86,37.43,43.53,42.60,28.06,16.42,18.58,22.02,20.42,15.12,11.31,13.06
Debt / Equity Ratio,0.20,-,-,-,0.82,1.04,0.19,0.19,0.20,0.20,0.20,0.19,0.20,0.24,0.24,0.21,0.18,0.87,0.85,0.85,0.85,2.08,2.08,2.16,2.08,2.10,1.64,1.67,1.50,1.98,4.38,4.35,3.80,3.53,4.11,-3.94,-4.37,-4.42,-5.15,-3.84,-3.84
Quick Ratio,3.71,-,-,-,2.90,2.65,6.13,4.67,4.22,4.13,4.38,4.26,4.09,4.20,3.99,4.13,4.14,6.44,5.92,5.92,5.92,4.71,4.71,5.86,4.71,5.52,4.18,4.87,4.06,4.34,6.50,2.15,2.01,2.48,2.70,2.54,2.28,2.55,2.63,2.22,2.22
