,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"5,860","5,350","5,912","6,096","6,505","6,355","6,483","6,707","6,750","6,889","7,346","7,090","8,072","8,561","8,385","8,094","8,727","8,836","8,810","9,736","9,026","10,337","12,073","13,231","12,692","9,569","10,239","10,885","11,837","13,364","13,202","12,992","14,553","17,659","18,102","17,131","19,266","16,402","15,532","16,350","21,193"
Market Cap Growth,14.33%,-11.36%,6.36%,5.11%,11.01%,18.78%,9.65%,10.03%,3.76%,8.41%,13.32%,5.71%,19.59%,24.27%,14.14%,14.16%,8.10%,3.21%,5.06%,20.29%,3.43%,16.99%,37.04%,35.89%,40.61%,-7.43%,-15.19%,-17.73%,-6.73%,39.66%,28.94%,19.35%,22.94%,32.13%,37.11%,31.86%,32.38%,-7.12%,-14.20%,-4.56%,-
Enterprise Value,"7,215","6,830","7,219","7,375","8,393","8,292","8,066","8,040","8,208","8,349","9,054","8,768","9,817","10,492","10,147","9,853","10,338","10,589","10,688","11,727","11,036","12,240","13,756","14,830","14,331","11,249","10,754","11,406","12,200","14,660","14,331","14,189","16,253","18,386","19,626","18,843","20,653","17,996","16,544","17,549","22,392"
PE Ratio,11.72,9.67,9.58,9.12,10.03,10.64,11.99,13.29,13.40,13.65,14.97,12.69,13.41,14.13,13.84,14.79,15.89,14.93,13.29,14.69,14.09,15.78,17.45,19.04,18.61,19.26,29.14,32.22,22.31,17.48,14.19,12.49,14.23,12.76,13.66,13.25,13.95,15.12,12.31,11.97,16.66
PS Ratio,0.91,0.81,0.87,0.87,0.91,0.89,0.91,0.93,0.94,0.95,1.00,0.95,1.06,1.11,1.09,1.05,1.14,1.15,1.13,1.27,1.17,1.34,1.54,1.68,1.61,1.23,1.33,1.40,1.46,1.58,1.50,1.41,1.54,1.73,1.74,1.60,1.73,1.47,1.34,1.37,1.78
PB Ratio,1.35,1.22,1.28,1.30,1.42,1.39,1.44,1.46,1.47,1.45,1.50,1.44,1.60,1.65,1.59,1.49,1.61,1.62,1.62,1.79,1.66,1.80,2.02,2.19,2.09,1.74,1.77,1.82,1.88,2.08,2.01,1.95,2.19,2.57,2.78,2.70,2.86,2.36,2.26,2.36,3.06
P/FCF Ratio,7.74,6.79,8.23,8.43,9.39,10.37,8.42,9.20,8.25,7.72,8.96,7.65,10.12,11.69,13.49,14.54,14.66,17.74,16.03,21.42,15.83,15.21,13.84,12.52,11.72,8.35,8.20,7.80,7.50,7.68,7.91,6.68,6.87,7.73,7.40,7.24,7.71,6.66,5.88,5.54,7.18
P/OCF Ratio,7.15,6.31,7.77,7.94,8.85,9.74,7.97,8.59,7.66,7.17,8.34,7.18,9.52,10.93,11.32,12.57,12.28,14.36,14.55,18.32,14.55,14.39,13.36,12.33,11.10,7.86,7.75,7.33,7.32,7.53,7.62,6.48,6.66,7.51,7.26,7.04,7.50,6.47,5.72,5.40,7.00
Debt / Equity Ratio,0.51,0.49,0.47,0.56,0.56,0.56,0.52,0.48,0.48,0.48,0.54,0.52,0.50,0.49,0.48,0.47,0.47,0.50,0.51,0.52,0.52,0.49,0.49,0.40,0.44,0.48,0.51,0.52,0.43,0.52,0.44,0.49,0.49,0.41,0.44,0.45,0.42,0.41,0.41,0.41,0.41
Interest Coverage,6.79,9.16,9.68,9.45,5.69,5.88,6.39,8.23,5.92,6.40,5.56,9.95,7.26,5.97,5.36,7.12,6.42,6.66,6.76,6.19,4.91,6.61,7.71,6.28,5.37,0.80,3.74,6.17,12.19,9.02,8.86,10.30,10.50,21.88,8.01,9.96,16.00,12.76,15.37,14.17,14.58
Return on Capital (ROIC),Upgrade,9.08%,9.91%,10.44%,10.35%,10.30%,9.66%,9.27%,8.78%,8.71%,8.43%,7.69%,8.73%,9.20%,9.13%,9.02%,8.17%,8.24%,8.63%,9.52%,9.56%,9.35%,9.19%,9.28%,9.79%,9.23%,7.66%,5.39%,5.02%,7.18%,9.04%,11.05%,11.72%,11.56%,15.54%,15.45%,15.31%,15.53%,12.15%,14.03%,15.03%
Dividend Yield,0.90%,1.00%,0.90%,0.90%,2.80%,2.90%,2.80%,2.70%,0.90%,0.90%,0.80%,1.70%,2.30%,2.20%,2.90%,2.30%,2.20%,2.10%,2.20%,2.60%,2.80%,2.50%,2.40%,1.70%,2.40%,3.20%,2.10%,2.00%,0.70%,0.60%,1.30%,1.40%,2.40%,2.00%,2.20%,2.40%,1.20%,2.20%,1.50%,2.20%,0.25%
Payout Ratio,10.20%,7.60%,7.80%,7.40%,127.40%,11.70%,12.00%,9.60%,13.40%,12.30%,14.60%,35.00%,50.40%,12.90%,73.40%,10.80%,52.20%,10.60%,45.70%,51.00%,62.80%,10.60%,53.60%,12.60%,136.40%,-561.50%,31.60%,14.60%,7.20%,9.60%,49.40%,9.30%,70.40%,4.10%,92.30%,12.00%,7.20%,56.10%,8.30%,49.20%,4.17%
Buyback Yield / Dilution,0.56%,5.50%,6.15%,5.76%,6.03%,2.12%,2.21%,3.27%,2.86%,2.56%,1.79%,0.50%,1.55%,1.12%,1.12%,1.20%,-0.35%,-0.27%,-0.36%,-0.44%,-0.27%,-0.39%,-0.34%,-0.25%,-0.27%,-0.22%,2.40%,2.82%,2.97%,3.30%,0.75%,0.27%,0.89%,0.32%,0.33%,0.38%,-0.19%,0.66%,1.67%,2.92%,2.92%
Total Shareholder Return,1.46%,6.50%,7.05%,6.66%,8.83%,5.02%,5.01%,5.97%,3.76%,3.46%,2.59%,2.20%,3.85%,3.32%,4.02%,3.50%,1.85%,1.83%,1.84%,2.16%,2.53%,2.11%,2.06%,1.45%,2.13%,2.98%,4.50%,4.82%,3.67%,3.90%,2.05%,1.67%,3.29%,2.32%,2.53%,2.78%,1.01%,2.86%,3.17%,5.12%,3.17%
