,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"13,842","18,074","20,226","16,035","21,948","21,663","26,770","22,961","25,649","17,154","15,853"
Market Cap Growth,20.23%,30.58%,11.90%,-20.72%,36.87%,-1.30%,23.57%,-14.23%,11.71%,-33.12%,-
Enterprise Value,"13,758","18,162","20,061","15,841","22,114","21,226","26,342","25,650","27,951","19,710","18,409"
PE Ratio,22.97,26.34,22.73,18.94,21.69,22.13,29.48,25.26,25.65,21.62,19.99
PS Ratio,1.49,1.95,2.12,1.75,2.30,2.28,2.79,2.02,2.06,1.42,1.31
PB Ratio,3.84,4.52,4.55,3.25,3.92,3.66,4.17,3.29,3.40,2.22,2.05
P/FCF Ratio,23.15,20.86,25.58,19.64,25.47,32.50,35.11,29.75,29.92,21.91,20.25
P/OCF Ratio,18.53,18.22,19.45,15.51,17.68,23.47,23.73,22.92,22.60,16.37,15.13
EV/Sales Ratio,1.48,1.96,2.11,1.73,2.32,2.23,2.74,2.25,2.24,1.63,1.52
EV/EBITDA Ratio,12.96,15.10,13.73,11.14,16.15,15.24,19.64,18.38,17.50,14.39,13.44
EV/EBIT Ratio,14.77,16.99,15.09,12.27,18.32,17.29,23.20,21.94,20.85,18.12,16.93
EV/FCF Ratio,23.01,20.96,25.37,19.40,25.66,31.84,34.55,33.24,32.60,25.17,23.51
Debt / Equity Ratio,0.07,0.11,0.06,0.05,0.11,0.04,0.20,0.48,0.44,0.43,0.43
Debt / EBITDA Ratio,0.24,0.36,0.17,0.18,0.46,0.18,0.97,2.38,2.07,2.42,2.42
Debt / FCF Ratio,0.42,0.50,0.32,0.31,0.72,0.38,1.71,4.31,3.85,4.23,4.23
Quick Ratio,0.99,0.78,0.96,1.00,0.93,1.14,1.62,1.08,1.27,0.68,0.68
Current Ratio,2.23,1.70,1.93,1.92,1.80,2.14,2.38,2.08,2.47,1.43,1.43
Asset Turnover,1.79,1.58,1.53,1.40,1.20,1.18,1.06,1.01,0.95,0.91,0.91
Interest Coverage,73.32,81.54,103.30,101.79,45.57,67.93,53.90,27.00,21.44,14.82,14.82
Return on Equity (ROE),17.10%,17.70%,20.60%,17.90%,18.90%,16.70%,14.60%,13.50%,13.60%,10.30%,10.30%
Return on Assets (ROA),11.60%,11.70%,14.30%,12.90%,12.80%,12.20%,10.00%,8.10%,7.60%,5.90%,5.90%
Return on Capital (ROIC),15.55%,15.29%,18.49%,15.80%,15.43%,15.17%,11.22%,8.43%,9.28%,7.29%,7.29%
Earnings Yield,4.35%,3.80%,4.40%,5.28%,4.61%,4.52%,3.39%,3.96%,3.90%,4.63%,5.01%
FCF Yield,4.32%,4.79%,3.91%,5.09%,3.93%,3.08%,2.85%,3.36%,3.34%,4.56%,4.94%
Dividend Yield,1.50%,1.50%,1.50%,2.20%,1.80%,2.10%,1.90%,2.30%,2.20%,3.50%,3.90%
Payout Ratio,35.10%,38.50%,34.50%,42.50%,39.30%,45.90%,55.00%,58.30%,56.50%,75.90%,77.93%
Buyback Yield / Dilution,0.00%,-0.11%,-0.27%,0.62%,-0.88%,-0.25%,-0.25%,-0.18%,-0.36%,0.11%,0.11%
Total Shareholder Return,1.50%,1.39%,1.23%,2.82%,0.92%,1.85%,1.65%,2.12%,1.84%,3.61%,4.00%
