,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31,Current
Market Capitalization,"4,304","4,565","4,207","4,222","4,624","4,497","4,559","4,352","4,029","4,798","5,517","5,990","6,502","7,098","7,253","8,375","10,194","11,850","13,330","11,441","11,848","15,363","17,763","19,193","23,585","18,722","21,893","26,042","25,916","29,424","34,777","36,819","30,657","26,992","30,446","27,381","31,726","37,675","42,201","41,664","47,013"
Market Cap Growth,-3.94%,3.29%,3.17%,4.36%,7.43%,-1.49%,8.35%,3.09%,-12.86%,6.69%,21.03%,37.64%,61.37%,47.92%,31.46%,39.81%,56.79%,66.96%,83.79%,36.61%,16.23%,29.64%,33.25%,67.76%,99.06%,21.87%,23.25%,35.68%,9.88%,57.16%,58.85%,41.39%,18.29%,-8.27%,-12.45%,-25.63%,3.49%,39.58%,38.61%,52.16%,-
Enterprise Value,"4,613","4,751","4,352","4,303","4,718","4,484","4,747","4,484","4,546","5,361","6,002","6,566","7,039","7,475","7,676","8,734","10,511","12,046","13,456","11,520","12,233","15,666","17,978","19,553","24,011","18,932","21,934","25,962","25,811","29,042","34,247","36,054","29,836","25,837","29,181","25,958","30,175","35,690","39,957","39,166","44,515"
PE Ratio,23.74,27.02,23.55,22.23,23.50,21.07,20.74,19.80,17.78,19.69,20.41,15.56,16.58,17.40,18.40,27.51,29.84,31.31,31.90,25.18,24.55,28.04,30.02,27.59,32.17,27.22,31.28,38.18,36.67,34.78,37.14,36.95,28.11,24.94,27.93,25.46,29.33,32.66,34.10,31.46,35.87
PS Ratio,3.89,4.01,3.62,3.60,3.97,3.91,3.98,3.80,3.45,3.94,4.35,4.52,4.73,5.06,5.01,5.51,6.25,6.83,7.38,6.19,6.32,7.88,8.70,8.99,10.60,8.42,9.93,11.61,11.34,11.92,12.92,12.65,9.70,8.02,8.70,7.64,8.64,10.03,10.91,10.43,11.76
PB Ratio,4.89,4.86,4.19,4.07,4.31,3.96,4.73,4.28,5.51,6.70,7.12,7.42,7.26,7.05,6.61,7.05,7.66,8.12,8.43,6.84,8.12,9.49,9.99,9.96,11.10,8.21,8.79,9.61,8.81,9.06,9.85,9.71,7.50,6.20,6.58,5.64,6.09,6.74,7.05,6.50,7.33
P/FCF Ratio,33.15,30.88,22.87,21.42,22.25,23.38,24.32,23.66,28.11,49.32,34.65,43.23,29.98,22.33,22.62,24.76,30.39,39.79,52.57,46.54,43.68,58.02,61.02,58.89,153.78,76.60,66.67,72.51,53.98,52.41,65.56,55.17,43.05,35.34,36.09,36.31,39.10,42.26,47.87,44.50,50.21
P/OCF Ratio,19.39,20.38,16.02,15.17,16.77,17.41,17.20,16.84,15.53,17.77,16.59,18.15,16.07,15.04,14.74,16.38,19.49,22.73,24.91,20.82,21.01,25.13,27.47,25.54,29.92,22.18,23.85,27.02,27.17,28.59,35.10,35.24,29.35,24.71,25.87,23.29,25.79,28.57,30.93,29.18,32.92
Debt / Equity Ratio,0.40,0.34,0.30,0.27,0.64,0.59,0.67,0.62,0.92,0.98,0.83,0.92,0.79,0.56,0.58,0.49,0.38,0.27,0.25,0.24,0.34,0.25,0.23,0.28,0.24,0.23,0.21,0.19,0.17,0.16,0.15,0.14,0.13,0.12,0.03,0.02,0.02,0.02,0.02,0.02,0.02
Quick Ratio,1.03,1.27,1.46,1.55,3.52,3.90,3.15,3.24,1.66,1.97,1.51,1.29,1.49,2.22,1.73,2.04,1.58,2.07,2.26,2.58,1.35,1.61,1.96,1.78,1.57,2.28,2.33,2.49,2.91,3.26,3.63,3.78,4.73,5.04,4.45,4.30,4.98,5.54,6.22,5.42,5.42
