,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,167.21,157.78,212.43,234.3,292.63,237.93,227.56,727.89,943.16,569.18
Depreciation & Amortization,126.88,110.47,105.36,99.97,105,180.59,214.03,201.65,311.44,427
Share-Based Compensation,14.05,14.06,14.84,17.16,25.42,28.77,31.51,26.9,29.68,51.52
Other Operating Activities,-149.55,-0.7,-45.53,-0.81,-134.6,-136.24,-109.63,-64.26,126.48,-367.89
Operating Cash Flow,158.59,281.6,287.1,350.62,288.45,311.04,363.47,892.18,"1,411",679.81
Operating Cash Flow Growth,4.22%,77.56%,1.95%,22.12%,-17.73%,7.83%,16.86%,145.46%,58.12%,-51.81%
Capital Expenditures,13.22,-24.62,-28.22,-31.7,-39.09,-93.25,-76.33,-63.63,-86.02,-85.63
Acquisitions,-15.7,-271.48,-72.04,-50.92,"-1,526.08",-59.66,-399.86,-407.22,"-3,980.76",6.99
Change in Investments,0,0,0,0,25.76,-7.02,-6.39,-20.06,-23.13,-38.29
Other Investing Activities,1.27,0.2,-0.6,-1.26,272.82,0.07,-5,-13.59,-22.85,-15.92
Investing Cash Flow,-1.21,-295.9,-100.86,-83.88,"-1,266.59",-159.86,-487.57,-504.5,"-4,112.76",-132.85
Dividends Paid,-31.6,-31.62,-31.57,-30.8,-30.79,-31.01,-31.06,-31.21,-32.37,-35.34
Share Issuance / Repurchase,-107.09,-41.07,-61.53,-137.38,14.17,-32.61,13.42,30.73,-47.95,-66.52
Debt Issued / Paid,-16.84,104.48,-35.07,55.23,822.16,-68.68,208.87,-187.47,"3,074",-559.17
Other Financing Activities,1.36,-0.86,21.04,-2.06,-23.3,-46.93,-41.1,-14.92,-51.99,-0.77
Financing Cash Flow,-154.16,30.93,-107.14,-115.01,782.24,-179.23,150.13,-202.87,"2,942",-661.8
Exchange Rate Effect,-1.42,-15.05,-15.99,-13.42,21.7,-8,-0.45,25.91,-22.93,-33.75
Net Cash Flow,1.8,1.58,63.11,138.3,-174.2,-36.06,25.58,210.72,216.72,-148.59
Free Cash Flow,171.81,256.98,258.88,318.91,249.36,217.79,287.14,828.54,"1,325",594.18
Free Cash Flow Growth,56.52%,49.57%,0.74%,23.19%,-21.81%,-12.66%,31.84%,188.55%,59.89%,-55.15%
Free Cash Flow Margin,7.96%,12.42%,12.30%,15.07%,11.05%,7.84%,9.96%,31.11%,34.61%,17.94%
Free Cash Flow Per Share,1.53,2.27,2.31,2.91,2.26,1.96,2.58,7.40,10.50,4.70
