,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"8,025","10,824","12,157","14,091","16,068","17,593","20,311","27,774","33,480","35,460"
Revenue Growth (YoY),28.21%,34.88%,12.32%,15.90%,14.03%,9.49%,15.45%,36.74%,20.54%,5.92%
Cost of Revenue,"6,269","8,536","9,503","11,043","12,398","13,721","15,373","19,899","22,976","26,110"
Gross Profit,"1,756","2,288","2,655","3,048","3,670","3,872","4,938","7,875","10,504","9,350"
"Selling, General & Admin",965.4,"1,186","1,320","1,472","1,677","1,833","2,048","2,556","2,934","3,249"
Other Operating Expenses,0,0,2.7,0,-18.8,-53.9,-59.5,-14,0,0
Operating Expenses,965.4,"1,186","1,323","1,472","1,658","1,779","1,988","2,542","2,934","3,249"
Operating Income,790.9,"1,102","1,332","1,577","2,012","2,093","2,950","5,333","7,570","6,102"
Interest Expense / Income,-17.8,-23.1,0,0,0,0,0,0,0,0
Other Expense / Income,-5.5,2,-21.7,-25.5,-46.1,-31.8,-26.6,-8.1,-21.2,-163.6
Pretax Income,814.2,"1,123","1,354","1,602","2,058","2,125","2,976","5,341","7,592","6,265"
Income Tax,280.7,372.7,467.2,563.7,597.7,506.7,602.5,"1,165","1,734","1,520"
Net Income,533.5,750.7,886.3,"1,038","1,460","1,619","2,374","4,176","5,858","4,746"
Net Income Growth,15.30%,40.71%,18.06%,17.16%,40.63%,10.83%,46.66%,75.92%,40.27%,-18.98%
Shares Outstanding (Basic),364,367,371,374,377,373,366,361,352,341
Shares Outstanding (Diluted),-,-,375,379,383,377,370,366,355,343
Shares Change,12.90%,0.63%,2.27%,1.01%,1.19%,-1.56%,-1.91%,-1.19%,-3.01%,-3.24%
EPS (Basic),1.57,2.05,2.39,2.77,3.88,4.34,6.49,11.56,16.65,13.93
EPS (Diluted),1.50,2.03,2.36,2.74,3.81,4.29,6.41,11.41,16.51,13.82
EPS Growth,12.78%,35.33%,16.26%,16.10%,39.05%,12.60%,49.42%,78.00%,44.70%,-16.29%
Free Cash Flow,-761.6,700.3,537.8,282.9,699.8,811.8,"1,265",304.6,413.6,"4,208"
Free Cash Flow Per Share,-2.09,1.91,1.45,0.76,1.86,2.18,3.46,0.84,1.18,12.35
Dividend Per Share,0.138,0.252,0.320,0.400,0.500,0.600,0.700,0.800,0.900,1.000
Dividend Growth,-38.67%,82.61%,26.98%,25.00%,25.00%,20.00%,16.67%,14.29%,12.50%,11.11%
Gross Margin,21.89%,21.14%,21.84%,21.63%,22.84%,22.01%,24.31%,28.35%,31.37%,26.37%
Operating Margin,9.86%,10.18%,10.95%,11.19%,12.52%,11.90%,14.52%,19.20%,22.61%,17.21%
Profit Margin,6.65%,6.94%,7.29%,7.37%,9.09%,9.20%,11.69%,15.03%,17.50%,13.38%
Free Cash Flow Margin,-9.49%,6.47%,4.42%,2.01%,4.36%,4.61%,6.23%,1.10%,1.24%,11.87%
Effective Tax Rate,34.48%,33.18%,34.52%,35.19%,29.04%,23.84%,20.24%,21.81%,22.84%,24.25%
EBITDA,834.8,"1,154","1,415","1,657","2,120","2,197","3,067","5,423","7,673","6,357"
EBITDA Margin,10.40%,10.67%,11.63%,11.76%,13.20%,12.49%,15.10%,19.53%,22.92%,17.93%
Depreciation & Amortization,38.4,54.1,61,54.7,62.4,72,90.6,82.1,81.4,91.6
EBIT,796.4,"1,100","1,354","1,602","2,058","2,125","2,976","5,341","7,592","6,265"
EBIT Margin,9.92%,10.17%,11.13%,11.37%,12.81%,12.08%,14.65%,19.23%,22.68%,17.67%
