,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,724.46,740.25,756.32,782.23,830.75,772.51,771.13,838.56,848.73,819.18,745.44,764.1,811.16,760.83,767.39,828.43,950.59,995.08,"1,059","1,105","-1,428.94","1,106",497.97,541.49,547.17,544.64,555.45,639.77,651.41,667.61,707.76,801.84,806.07,798.63,794.51,809.55,786.15,787.12,829.55,881.6
Revenue Growth (YoY),-5.33%,-0.27%,-5.39%,3.35%,14.67%,4.36%,1.96%,7.20%,2.16%,6.04%,-3.33%,-8.88%,-4.43%,-7.12%,2.94%,8.42%,17.19%,30.79%,38.02%,33.33%,-,11.13%,-52.98%,-50.98%,-,-50.75%,11.54%,18.15%,19.05%,22.58%,27.42%,25.33%,23.74%,19.63%,12.26%,0.96%,-2.47%,-1.44%,4.41%,8.90%
Cost of Revenue,199.83,209.23,210.73,224.7,215.55,186.74,177.96,199.38,214.08,193.73,170.4,179.13,212.47,145.96,139.03,166.29,199.73,201.96,218.22,237.24,-247.42,260.07,126.67,138.23,142.07,143.89,148.85,169.82,173.26,179.46,193.1,232.21,234.54,236.24,240.84,246.96,235.93,240.01,250.29,255.6
Gross Profit,524.63,531.01,545.59,557.54,615.21,585.78,593.17,639.18,634.64,625.45,575.04,584.97,598.69,614.88,628.35,662.14,750.86,793.11,840.9,867.35,"-1,181.52",845.77,371.31,403.27,405.1,400.75,406.6,469.95,478.14,488.16,514.66,569.62,571.53,562.4,553.67,562.58,550.23,547.11,579.26,626
"Selling, General & Admin",347.35,393.69,382.39,385.31,429.64,477.28,454.06,477.23,451.78,515.32,444.01,417.47,400.76,494.01,470.33,588.46,547.69,587.02,558.02,577.71,"-1,120.54",635.48,158.16,182.25,169.31,203.81,159.01,218.82,209.48,232.65,242.31,256.89,249.43,252.59,236.32,243.78,237.69,227.97,244.3,260.5
Research & Development,35.36,38.82,38.85,40.69,42.16,45.26,46.43,46.86,58.08,59.1,53.57,49.7,50.4,54.76,55.43,70.65,70.04,76.94,75.45,77.74,-98.09,88.7,32.68,36.61,38.4,43.77,41.93,39.28,44.83,55.58,52.13,66.97,66.37,78.79,86.41,87.88,80.56,98.19,94.29,94.14
Other Operating Expenses,28.96,26.8,28.66,30.58,33.04,28.12,29.91,27.96,130.22,29.62,329.92,32.22,34.72,29.05,26.96,21.63,38.77,39.21,38.99,39.08,-81.14,41.72,9.16,9.17,16.04,15.8,10.07,11.68,11.25,10.67,10.3,25.17,23.82,23.19,241.03,20.29,125.35,22.67,25.88,27.8
Operating Expenses,411.67,459.3,449.9,456.58,504.84,550.66,530.4,552.05,640.07,604.03,827.49,499.39,485.87,577.82,552.72,680.73,656.5,703.16,672.46,694.52,"-1,299.77",765.9,200,228.03,223.75,263.38,211,269.78,265.56,298.9,304.75,349.03,339.61,354.58,563.75,351.95,443.6,348.83,364.46,382.44
Operating Income,112.95,71.71,95.69,100.95,110.37,35.12,62.77,87.13,-5.43,21.42,-252.45,85.58,112.82,37.06,75.64,-18.59,94.36,89.95,168.44,172.83,118.25,79.87,171.31,175.24,181.35,137.37,195.59,200.17,212.58,189.26,209.91,220.59,231.92,207.82,-10.08,210.64,106.63,198.29,214.8,243.56
Interest Expense / Income,10.65,14.06,14.05,14.01,14.2,14.06,15.21,15.99,28.37,27.86,27.64,27.12,26.49,24.79,24.73,25.04,30.74,26.51,27.36,27.61,13.1,31.14,33.55,38.99,11.02,31.89,34.75,32.01,31.97,31.84,32.22,31.85,34.59,34.9,35.62,36.81,38.21,39.35,39.74,40.38
