,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Net Income,"2,565","3,646","2,184","2,502","2,495","2,757","1,747","2,197","2,142","2,814","1,832","2,032","2,239","3,349","2,144","2,214","-4,047","3,276","2,265","2,333","2,745","3,740","2,137","2,311","2,571","3,116","2,251","2,442","5,021","4,032","2,457","-1,247","2,319","3,189","1,548","1,741","1,896","3,319","2,420","2,503"
Depreciation & Amortization,710,724,707,733,704,717,671,633,622,583,533,543,656,719,696,688,699,702,720,704,741,754,750,748,748,722,701,731,732,752,757,759,775,831,"1,466","1,498","1,558","1,586","1,475","1,553"
Share-Based Compensation,269,326,260,257,289,127,355,299,302,81,319,327,371,333,403,419,389,396,436,396,427,394,446,397,361,386,428,488,479,442,545,681,674,713,750,909,924,964,849,"1,029"
Other Operating Activities,-517,-240,"3,577","-2,430","-1,225",926,"3,108","-2,613",429,315,"3,191","-1,816",-567,65,"3,323","-2,471","6,269",286,"3,301","-2,887","-1,052",-466,"2,667","-2,943",-668,-610,"2,573","-2,273","-2,528",-384,"1,632","-3,875",77,-748,"2,630","-3,299",-103,-222,"2,230","-4,942"
Operating Cash Flow,"3,027","4,456","6,728","1,062","2,263","4,527","5,881",516,"3,495","3,793","5,875","1,086","2,699","4,466","6,566",850,"3,310","4,660","6,722",546,"2,861","4,422","6,000",513,"3,012","3,614","5,953","1,388","3,704","4,842","5,391","-3,682","3,845","3,985","6,394",849,"4,275","5,647","6,974",143
Operating Cash Flow Growth,-5.23%,-2.37%,6.93%,-7.33%,-25.24%,1.59%,-12.59%,-51.41%,54.44%,-16.21%,-0.10%,110.47%,-22.78%,17.74%,11.76%,-21.73%,22.64%,4.34%,2.38%,-35.76%,-13.56%,-5.11%,-10.74%,-6.04%,5.28%,-18.27%,-0.78%,170.57%,22.97%,33.98%,-9.44%,-,3.81%,-17.70%,18.61%,-,11.18%,41.71%,9.07%,-83.16%
Capital Expenditures,-147,-154,-201,-225,-368,-597,-446,-195,-368,-180,-299,-757,-440,-525,-473,-599,-286,-378,-383,-421,-443,-413,-386,-349,-396,-433,-436,-568,-414,-717,"-1,062",-925,"-1,101","-1,423","-1,719","-2,435","-2,628","-1,913","-1,314","-1,080"
Acquisitions,"-1,318",-422,-37,"-5,085","-1,110",-7,0,-147,-166,-337,"-1,143","-8,711",-552,-815,0,0,0,"-1,724",-50,-263,-17,-33,-2,-109,0,-13,0,0,-29,-12,-50,0,-82,-16,"-27,798",-1,78,0,0,-59
Change in Investments,"2,163","-1,031","-6,462",-899,-936,"-3,120","-7,025","4,475",-154,-611,"-3,761",-249,264,"-4,506","-1,345","-5,111",-971,"5,262","3,965","2,604","13,659","8,352","12,774","1,691",876,"-3,810","-9,219","4,420","-2,941","-3,182",331,"11,655","3,615",278,81,-222,-228,301,-248,-110
Investing Cash Flow,698,"-1,607","-6,700","-6,209","-2,414","-3,724","-7,471","4,133",-688,"-1,128","-5,203","-9,717",-728,"-5,846","-1,818","-5,710","-1,257","3,160","3,532","1,920","13,199","7,906","12,386","1,233",480,"-4,256","-9,655","3,852","-3,384","-3,911",-781,"10,730","2,432","-1,161","-29,436","-2,658","-2,778","-1,612","-1,562","-1,249"
