,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"80,340","74,183","74,875","80,877","84,422","81,884","90,201","75,216","76,875","66,300","61,719","65,389","95,217","91,515","87,347","91,763","96,096","95,678","83,313","84,663","62,138","70,705","74,851","74,512","81,415","53,438","67,959","69,149","90,734","113,075","128,950","127,433","128,075","111,548","102,011","100,034","116,280","109,720","107,228","106,672","125,370"
Market Cap Growth,34.02%,8.30%,7.97%,13.83%,5.08%,10.38%,20.47%,-7.00%,-8.94%,-19.03%,-31.58%,-13.06%,23.86%,38.03%,41.52%,40.33%,0.92%,4.55%,-4.62%,-7.74%,-35.34%,-26.10%,-10.16%,-11.99%,31.02%,-24.42%,-9.21%,-7.20%,11.45%,111.60%,89.75%,84.29%,41.15%,-1.35%,-20.89%,-21.50%,-9.21%,-1.64%,5.11%,6.64%,-
Enterprise Value,"510,960","479,721","455,744","457,051","435,624","433,952","453,813","412,271","431,329","390,926","350,372","361,532","419,863","440,256","459,124","469,398","486,883","510,935","472,285","478,586","417,103","456,590","468,145","505,469","464,085","493,860","495,297","483,601","528,917","592,854","605,906","640,200","580,442","613,935","605,075","558,418","528,900","642,139","615,923","651,282","669,980"
PE Ratio,10.40,9.91,9.88,9.75,10.45,9.23,11.51,10.71,13.81,16.49,13.03,11.87,13.44,11.37,10.86,11.50,26.08,22.46,16.74,15.69,6.30,7.60,8.18,8.77,10.31,7.82,14.05,11.02,10.18,7.80,6.56,5.87,6.06,6.11,6.49,7.47,10.80,10.95,12.91,14.76,18.58
PS Ratio,2.35,2.22,2.21,2.27,2.44,2.29,2.52,2.20,2.27,2.24,2.17,2.20,3.09,2.82,2.69,2.82,2.94,2.75,2.28,2.29,1.70,2.00,2.13,2.15,2.23,1.47,1.69,1.62,2.04,2.11,2.32,2.18,2.16,2.04,2.00,2.03,2.46,2.35,2.35,2.34,2.75
PB Ratio,1.02,0.94,0.92,0.98,1.02,0.96,1.03,0.86,0.89,0.76,0.71,0.75,1.10,1.05,1.01,1.06,1.17,1.15,0.96,0.98,0.69,0.78,0.82,0.81,0.90,0.58,0.76,0.75,0.95,1.16,1.27,1.20,1.17,0.97,0.87,0.84,0.99,0.93,0.92,0.91,1.07
P/FCF Ratio,20.61,13.81,-13.68,-7.35,-9.84,36.44,-14.32,20.99,9.76,-44.92,3.81,6.52,23.74,33.10,-4.86,-8.84,-4.16,-4.67,-44.91,-7.64,5.05,-2.32,-2.50,-5.19,3.69,4.94,-7.32,4.20,-4.15,4.14,2.18,-9.87,23.02,-13.62,6.00,1.43,4.50,1.99,2.57,127.75,150.14
P/OCF Ratio,17.68,12.32,-15.65,-7.84,-10.64,27.07,-16.88,15.59,8.11,326.60,3.40,5.32,14.66,16.21,-5.77,-11.68,-4.69,-5.30,67.08,-12.48,3.75,-2.63,-2.79,-6.36,3.41,3.51,-13.40,3.44,-4.90,3.86,2.10,-9.98,20.34,-13.85,6.05,1.39,4.33,1.97,2.53,137.82,161.98
Debt / Equity Ratio,6.90,6.63,5.86,5.77,5.56,5.37,5.25,5.25,5.16,5.32,5.28,5.17,5.14,5.43,5.57,5.73,6.09,6.41,6.01,5.91,5.38,5.25,5.33,5.71,5.72,5.91,6.22,6.13,6.19,6.87,7.04,6.82,6.49,6.74,6.72,6.23,5.58,6.48,6.69,6.69,6.69
Return on Capital (ROIC),Upgrade,1.30%,1.29%,1.41%,1.55%,1.56%,1.71%,1.52%,1.36%,1.14%,0.80%,0.95%,1.08%,1.39%,1.52%,1.50%,1.47%,0.74%,0.79%,0.92%,1.00%,1.82%,1.75%,1.69%,1.47%,1.40%,1.16%,0.83%,1.04%,1.37%,1.96%,2.47%,2.67%,2.63%,2.10%,1.78%,1.61%,1.46%,1.20%,0.99%,0.87%
