,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"13,273","16,618","27,438","25,311","21,784","31,071","21,604","28,570","23,710","17,952","15,210"
Market Cap Growth,31.77%,25.20%,65.11%,-7.75%,-13.94%,42.63%,-30.47%,32.24%,-17.01%,-24.28%,-
Enterprise Value,"21,013","22,620","33,368","35,196","31,387","42,519","31,523","35,411","31,000","26,885","23,404"
PE Ratio,15.36,13.62,15.52,14.27,7.34,15.69,10.48,9.38,7.32,-27.70,-22.28
PS Ratio,0.35,0.40,0.74,0.66,0.54,0.73,0.50,0.61,0.45,0.34,0.29
PB Ratio,1.49,1.72,2.86,2.40,1.70,2.23,1.42,1.61,1.20,0.99,0.84
P/FCF Ratio,24.31,9.68,13.58,16.54,12.36,24.78,8.08,10.86,29.64,-96.00,25.96
P/OCF Ratio,11.27,6.47,10.10,9.74,7.35,12.36,5.58,7.44,8.82,10.25,6.64
EV/Sales Ratio,0.56,0.55,0.90,0.92,0.78,1.00,0.73,0.75,0.58,0.51,0.44
EV/EBITDA Ratio,10.93,7.74,9.40,9.61,7.90,10.84,7.28,6.25,5.43,26.44,28.13
EV/EBIT Ratio,15.10,10.24,11.74,12.12,10.36,15.06,10.04,7.95,6.88,-83.49,-47.29
EV/FCF Ratio,38.49,13.18,16.51,23.00,17.80,33.91,11.78,13.46,38.75,-143.77,39.94
Debt / Equity Ratio,0.92,0.69,0.65,0.97,0.77,0.86,0.74,0.53,0.42,0.52,0.53
Debt / EBITDA Ratio,4.25,2.29,1.77,2.78,2.49,3.04,2.62,1.65,1.46,9.35,11.63
Debt / FCF Ratio,14.98,3.90,3.11,6.67,5.60,9.52,4.24,3.55,10.40,-50.83,16.52
Quick Ratio,0.56,0.65,0.68,0.49,0.40,0.48,0.80,0.78,0.68,0.47,0.61
Current Ratio,1.64,1.52,1.77,1.55,1.13,1.27,1.80,1.55,1.81,1.34,1.49
Asset Turnover,2.52,1.77,1.63,1.52,1.41,1.29,1.26,1.33,1.46,1.44,1.45
Interest Coverage,10.55,7.54,11.42,10.41,8.65,6.11,6.47,10.41,12.34,-0.91,-1.53
Return on Equity (ROE),12.20%,12.90%,18.20%,17.70%,24.10%,14.60%,14.00%,18.50%,16.90%,-3.40%,-4.60%
Return on Assets (ROA),5.80%,5.20%,7.80%,7.00%,10.40%,6.00%,6.00%,8.60%,8.90%,-1.80%,-2.30%
Return on Capital (ROIC),5.75%,8.43%,12.15%,9.52%,14.52%,8.98%,8.78%,12.28%,12.31%,-1.43%,-2.27%
Earnings Yield,6.51%,7.34%,6.44%,7.01%,13.63%,6.37%,9.54%,10.67%,13.66%,-3.61%,-5.63%
FCF Yield,4.11%,10.33%,7.37%,6.04%,8.09%,4.04%,12.38%,9.21%,3.37%,-1.04%,3.85%
Dividend Yield,0.80%,0.80%,0.80%,1.20%,1.90%,1.80%,2.80%,2.30%,2.80%,3.80%,3.69%
Payout Ratio,12.10%,12.30%,12.80%,16.70%,13.60%,27.00%,29.00%,20.80%,20.00%,-102.70%,-78.50%
Buyback Yield / Dilution,0.82%,-13.46%,5.57%,5.13%,0.27%,0.81%,0.27%,-,0.55%,21.76%,0.84%
Total Shareholder Return,1.62%,-12.66%,6.37%,6.33%,2.17%,2.61%,3.07%,2.30%,3.35%,25.56%,4.53%
