,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,763,657.1,541.9,603.3,618,717.5,747.7,811.5,898.3,"1,037"
Revenue Growth (YoY),-9.61%,-13.88%,-17.53%,11.33%,2.44%,16.10%,4.21%,8.53%,10.70%,15.45%
Cost of Revenue,583.6,495.3,421.4,445.7,448.3,527.5,544.5,586.4,672.3,768.5
Gross Profit,179.4,161.8,120.5,157.6,169.7,190,203.2,225.1,226,268.6
"Selling, General & Admin",153.6,150.7,114.6,127.3,119.8,130.8,144.5,160.2,182.5,197.8
Research & Development,18.6,16.2,13.9,17.8,15.6,18,27,35.2,38.6,38.4
Other Operating Expenses,1.9,-0.6,10,24.5,3.8,3.2,2.4,1.8,7.5,1.3
Operating Expenses,174.1,166.3,138.5,169.6,139.2,152,173.9,197.2,228.6,237.5
Operating Income,5.3,-4.5,-18,-12,30.5,38,29.3,27.9,-2.6,31.1
Interest Expense / Income,39.2,36,34.7,28.6,20.8,21.6,22.8,23.4,17.7,20.5
Other Expense / Income,40.2,-48.9,2,12.3,8.6,-0.9,0.4,2.6,15.2,10.6
Pretax Income,-74.1,8.4,-54.7,-52.9,1.1,17.3,6.1,1.9,-35.5,0
Income Tax,3.9,-11.4,5.8,-10.2,4.6,4.8,-73.5,3.9,1.4,8.9
Net Income,-78,19.8,-60.5,-42.7,-3.5,12.5,79.6,-2,-36.9,-8.9
Net Income Growth,-,-,-,-,-,-,536.80%,-,-,-
Shares Outstanding (Basic),58,59,61,90,104,106,116,125,127,130
Shares Outstanding (Diluted),58,59,61,90,106,109,119,128,127,130
Shares Change,1.41%,1.91%,4.43%,46.00%,18.55%,2.92%,8.70%,7.83%,-1.02%,2.92%
EPS (Basic),-1.35,0.34,-0.99,-0.48,-0.03,0.12,0.69,-0.02,-0.29,-0.07
EPS (Diluted),-1.35,0.34,-0.99,-0.48,-0.03,0.11,0.67,-0.02,-0.29,-0.07
EPS Growth,-,-,-,-,-,-,509.09%,-,-,-
Free Cash Flow,-5,-38.2,-22.1,-53.8,-12.2,3.7,10.7,-15.7,-71.1,12.8
Free Cash Flow Per Share,-0.09,-0.65,-0.36,-0.60,-0.12,0.04,0.09,-0.13,-0.56,0.10
Gross Margin,23.51%,24.62%,22.24%,26.12%,27.46%,26.48%,27.18%,27.74%,25.16%,25.90%
Operating Margin,0.69%,-0.68%,-3.32%,-1.99%,4.94%,5.30%,3.92%,3.44%,-0.29%,3.00%
Profit Margin,-10.22%,3.01%,-11.16%,-7.08%,-0.57%,1.74%,10.65%,-0.25%,-4.11%,-0.86%
Free Cash Flow Margin,-0.66%,-5.81%,-4.08%,-8.92%,-1.97%,0.52%,1.43%,-1.93%,-7.91%,1.23%
Effective Tax Rate,-,-135.71%,-,-,418.18%,27.75%,-1204.92%,205.26%,-,-
EBITDA,-2.5,69.9,2.5,-2.1,39.8,74,62.9,60,23.1,65.2
EBITDA Margin,-0.33%,10.64%,0.46%,-0.35%,6.44%,10.31%,8.41%,7.39%,2.57%,6.29%
Depreciation & Amortization,32.4,25.5,22.5,22.2,17.9,35.1,34,34.7,40.9,44.7
EBIT,-34.9,44.4,-20,-24.3,21.9,38.9,28.9,25.3,-17.8,20.5
EBIT Margin,-4.57%,6.76%,-3.69%,-4.03%,3.54%,5.42%,3.87%,3.12%,-1.98%,1.98%
