,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,-78,19.8,-60.5,-42.7,-3.5,12.5,79.6,-2,-36.9,-8.9
Depreciation & Amortization,32.4,25.5,22.5,22.2,17.9,35.1,34,34.7,40.9,44.7
Share-Based Compensation,3.6,6.1,5.1,7.8,7.2,11,21,25.8,26.3,25.3
Other Operating Activities,48.6,-78.3,19.8,-15,-11.2,-28.6,-88,-27.7,-56,4.1
Operating Cash Flow,6.6,-26.9,-13.1,-27.7,10.4,30,46.6,30.8,-25.7,65.2
Operating Cash Flow Growth,-67.80%,-,-,-,-,188.46%,55.33%,-33.91%,-,-
Capital Expenditures,-11.6,-11.3,-9,-26.1,-22.6,-26.3,-35.9,-46.5,-45.4,-52.4
Acquisitions,-2.6,0,-5.1,0,-2.9,-17.7,-51.5,-12.3,-132.2,0.3
Other Investing Activities,-3,248.1,4,0.1,66,0.3,0.1,6.7,0.2,8.3
Investing Cash Flow,-17.2,236.8,-10.1,-26,40.5,-43.7,-87.3,-52.1,-177.4,-43.8
Share Issuance / Repurchase,3.3,3.4,78.2,270.6,2.6,4.9,245.2,5.9,6.2,6.5
Debt Issued / Paid,-13,-217,-15.1,-156.4,-0.9,-0.5,3.9,-6.1,-57,-33.5
Other Financing Activities,-,-1.1,-,-0.8,-,-0.9,-1.4,-9.1,-12.5,-3.7
Financing Cash Flow,-9.7,-214.7,63.1,113.4,1.7,3.5,247.7,-9.3,-63.3,-30.7
Exchange Rate Effect,-0.4,-0.2,-0.3,0.5,-0.5,-0.2,1.9,-1.5,-1.7,0.8
Net Cash Flow,-20.7,-5,39.6,60.2,52.1,-10.4,208.9,-32.1,-268.1,-8.5
Free Cash Flow,-5,-38.2,-22.1,-53.8,-12.2,3.7,10.7,-15.7,-71.1,12.8
Free Cash Flow Growth,-,-,-,-,-,-,189.19%,-,-,-
Free Cash Flow Margin,-0.66%,-5.81%,-4.08%,-8.92%,-1.97%,0.52%,1.43%,-1.93%,-7.91%,1.23%
Free Cash Flow Per Share,-0.09,-0.65,-0.36,-0.60,-0.12,0.04,0.09,-0.13,-0.56,0.10
