,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01,2016-01-31,2016-05-01,2016-07-31,2016-10-30,2017-01-29,2017-04-30,2017-07-30,2017-10-29,2018-01-28,2018-04-29,2018-07-29,2018-10-28,2019-02-03,2019-05-05,2019-08-04,2019-11-03,2020-02-02,2020-05-03,2020-08-02,2020-11-01,2021-01-31,2021-05-02,2021-08-01,2021-10-31,2022-01-30,2022-05-01,2022-07-31,2022-10-30,2023-01-29,2023-04-30,2023-07-30,2023-10-29
Revenue,520.99,384.62,390.71,419.4,602.49,423.54,453.01,479.69,704.28,495.52,514.52,544.42,789.94,520.31,581.05,619.02,928.8,649.71,723.5,747.66,"1,167",782.32,883.35,916.14,"1,397",651.96,902.94,"1,117","1,730","1,226","1,451","1,450","2,129","1,613","1,868","1,857","2,772","2,001","2,209","2,204"
Revenue Growth (YoY),7.31%,11.23%,13.41%,10.40%,15.64%,10.12%,15.95%,14.38%,16.89%,16.99%,13.58%,13.49%,12.16%,5.00%,12.93%,13.70%,17.58%,24.87%,24.52%,20.78%,25.70%,20.41%,22.09%,22.53%,19.70%,-16.66%,2.22%,21.97%,23.76%,88.12%,60.65%,29.80%,23.10%,31.55%,28.80%,28.02%,30.19%,24.01%,18.24%,18.70%
Cost of Revenue,242.2,188.87,193.4,208.31,292.45,217.67,240.99,254.9,349.81,256.39,260.36,265.99,362.04,263.41,283.63,297.06,406.29,304.97,327.31,340.88,498.88,360.6,397.56,411.09,586.67,317.56,413.44,490.07,716.82,526.15,607.93,621.03,892.94,743.07,812.85,818.04,"1,244",849.99,910.65,947.55
Gross Profit,278.79,195.74,197.31,211.09,310.04,205.88,212.03,224.8,354.47,239.13,254.16,278.43,427.9,256.9,297.42,321.96,522.51,344.73,396.19,406.78,668.58,421.72,485.8,505.04,810.83,334.4,489.5,627.35,"1,013",700.31,842.69,829.39,"1,236",870.39,"1,055","1,039","1,528","1,151","1,299","1,257"
"Selling, General & Admin",124.64,125.94,129.42,129.93,152.85,137.84,145.45,156.62,188.18,181.54,180.2,185.45,231.27,199.14,225.52,215.37,264.23,240.43,261.99,270.87,337.09,292.91,317.81,329.21,394.32,299.58,352.88,411.71,544.83,496.63,541.32,545.12,641.96,607.85,662.25,684.24,803.11,747.51,817.38,842.8
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,3.19,21.01,2,0,0,0,0.07,0,0,0.01,0.02,2.07,12.21,10.73,10,9.86,10.34,26.32,3.66,2.2,-7.99,2.19,410.09,1.88,1.88,75.75
Operating Expenses,124.64,125.94,129.42,129.93,152.85,137.84,145.45,156.62,188.18,181.54,180.2,185.45,231.27,211.47,228.71,236.37,266.23,240.43,261.99,270.87,337.16,292.91,317.81,329.22,394.34,301.65,365.09,422.43,554.83,506.49,551.66,571.45,645.62,610.05,654.27,686.43,"1,213",749.39,819.25,918.55
Operating Income,154.15,69.8,67.89,81.16,157.19,68.04,66.58,68.18,166.28,57.59,73.96,92.98,196.63,45.42,68.71,85.59,256.28,104.31,134.21,135.9,331.42,128.81,167.98,175.83,416.49,32.75,124.41,204.92,457.91,193.82,291.03,257.95,590.56,260.35,401.21,352.43,314.43,401.41,479.26,338.12
Other Expense / Income,-1.52,-1.64,-1.89,-1.81,-1.76,-0.53,-0.84,2.89,-0.94,0.49,-0.58,-0.63,-0.86,-0.91,-0.81,-1.05,-1.23,-2.92,-1.59,-2.04,-2.86,-2.38,-1.85,-1.93,-2.13,-1.17,0.34,0.58,0.89,-0.23,-0.1,-0.02,-0.18,0.02,-0.15,-0.33,-3.71,-8.03,-7.36,-9.84
Pretax Income,155.67,71.44,69.78,82.97,158.94,68.57,67.42,65.29,167.22,57.1,74.54,93.6,197.49,46.33,69.52,86.64,257.5,107.22,135.8,137.95,334.28,131.19,169.83,177.75,418.62,33.93,124.07,204.34,457.02,194.05,291.13,257.96,590.73,260.33,401.35,352.76,318.14,409.44,486.62,347.96
