,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01,2016-01-31,2016-05-01,2016-07-31,2016-10-30,2017-01-29,2017-04-30,2017-07-30,2017-10-29,2018-01-28,2018-04-29,2018-07-29,2018-10-28,2019-02-03,2019-05-05,2019-08-04,2019-11-03,2020-02-02,2020-05-03,2020-08-02,2020-11-01,2021-01-31,2021-05-02,2021-08-01,2021-10-31,2022-01-30,2022-05-01,2022-07-31,2022-10-30,2023-01-29,2023-04-30,2023-07-30,2023-10-29
Cash & Equivalents,698.65,751.97,725.07,633.58,664.48,655.88,541.26,403.45,501.48,550.05,535.35,480.39,734.85,698.29,721.21,650.05,990.5,966.57,777.84,703.61,881.32,576.24,623.74,586.15,"1,094",823.01,523,481.58,"1,151","1,180","1,170",993.59,"1,260",649.02,498.83,352.62,"1,155",950.61,"1,108","1,091"
Cash & Cash Equivalents,698.65,751.97,725.07,633.58,664.48,655.88,541.26,403.45,501.48,550.05,535.35,480.39,734.85,698.29,721.21,650.05,990.5,966.57,777.84,703.61,881.32,576.24,623.74,586.15,"1,094",823.01,523,481.58,"1,151","1,180","1,170",993.59,"1,260",649.02,498.83,352.62,"1,155",950.61,"1,108","1,091"
Cash Growth,18.38%,27.79%,18.81%,5.47%,-4.89%,-12.78%,-25.35%,-36.32%,-24.53%,-16.14%,-1.09%,19.07%,46.53%,26.95%,34.72%,35.32%,34.79%,38.42%,7.85%,8.24%,-11.02%,-40.38%,-19.81%,-16.69%,24.08%,42.82%,-16.15%,-17.84%,5.21%,43.35%,123.72%,106.32%,9.50%,-44.99%,-57.37%,-64.51%,-8.33%,46.47%,122.03%,209.43%
Receivables,11.9,7.85,8.84,10.72,13.75,13.29,12.21,12.46,13.11,9.5,10.2,11.91,9.2,10.71,15.87,21.28,19.17,21.88,23.54,29.45,35.79,20.11,27.66,35.74,40.22,48.68,48.92,59.77,62.4,56.96,56.15,75.34,77,78.39,81.78,96.18,132.91,107.47,106.22,107
Inventory,188.79,177.38,176.5,229.86,208.12,236.5,280.61,357.75,284.01,286.23,277.28,364.51,298.43,303.95,316.37,396.89,329.56,373.45,392.67,495.99,404.84,443.01,494.29,627.1,518.51,625.85,672.77,770.99,647.23,732.89,789.84,943.9,966.48,"1,275","1,462","1,742","1,447","1,580","1,661","1,664"
Other Current Assets,46.2,44.19,63.69,70.5,64.67,67.13,84.19,154.84,118.44,125.42,139.86,166.1,120.26,119.74,117.57,120.12,97.05,90.96,113.99,134.42,107.33,132.23,187.32,202.68,155.7,197.01,245.06,288.47,264.23,283.87,259.28,298.46,311.5,300.79,344.4,443.66,424.31,414.91,449.43,503.14
Total Current Assets,945.54,981.38,974.1,944.66,951.01,972.79,918.27,928.5,917.04,971.19,962.68,"1,023","1,163","1,133","1,171","1,188","1,436","1,453","1,308","1,363","1,429","1,172","1,333","1,452","1,808","1,695","1,490","1,601","2,124","2,253","2,275","2,311","2,615","2,303","2,387","2,634","3,159","3,053","3,324","3,365"
"Property, Plant & Equipment",255.6,271.37,285.85,301.84,296.01,314.34,324.09,346.71,349.61,377.81,395.01,399.66,423.5,398.83,426.96,440.4,473.64,472.26,487.55,531.25,567.24,"1,210","1,274","1,309","1,361","1,391","1,424","1,434","1,481","1,494","1,536","1,666","1,731","1,795","1,928","2,069","2,239","2,306","2,446","2,463"
Goodwill and Intangibles,28.2,28.11,27.94,27.46,26.16,26.28,25.61,25.41,24.78,25.32,24.9,24.57,24.56,24.25,24.75,24.48,24.68,24.36,24.26,24.24,24.24,24.09,24.18,24.48,24.42,24.04,471.06,468.91,466.96,465,462.71,460.56,458.18,455.94,453.78,451.23,46.11,44.12,42.38,23.91
Other Long-Term Assets,23.05,10.1,10.03,10.53,23.03,24.31,26.25,20.94,22.66,27.33,32.91,31.81,46.75,53.57,64.19,67.22,63.88,62.23,61.32,62.06,63.95,57.63,63.41,70.13,87.64,92.05,108.89,124.23,113.36,117.56,131.07,134.28,138.19,143.25,152.08,154.84,162.45,167.86,179.78,170.93
