,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,875.95,916.35,930.03,967.56,941,899.44,918.11,945.84,934.38,962.41,992.02,"1,032","1,016","1,038","1,063","1,238","1,299","1,330","1,375","1,419","1,426","1,478","1,514","1,429","1,421","1,440","1,486","1,493","1,485","1,583","1,618","1,654","1,742","1,734","1,746","1,764","1,773","1,867","1,667","1,674"
Revenue Growth (YoY),18.36%,24.69%,24.17%,21.18%,7.43%,-1.85%,-1.28%,-2.25%,-0.70%,7.00%,8.05%,9.15%,8.73%,7.89%,7.18%,19.92%,27.86%,28.09%,29.32%,14.61%,9.78%,11.13%,10.11%,0.70%,-0.35%,-2.57%,-1.85%,4.48%,4.50%,9.93%,8.88%,10.78%,17.31%,9.54%,7.91%,6.65%,1.78%,7.67%,-4.52%,-5.10%
Cost of Revenue,300.95,340.44,344.13,364.95,329.86,326.43,333.86,342.01,333.59,348.72,365.98,392.23,363.83,373.91,387.37,438.6,433,454,474,488,486,503,516,486,474,486,487,524,462,494,512,525,509,514,524,522,519,522,486,407
Gross Profit,575,575.91,585.89,602.62,611.14,573.01,584.25,603.83,600.79,613.69,626.04,640.18,652.12,664.43,675.86,799.5,866,876,901,931,940,975,998,943,947,954,999,969,"1,023","1,089","1,106","1,129","1,233","1,220","1,222","1,242","1,254","1,345","1,181","1,267"
Selling & Marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,0,0,0,-493,0,0,0,0,0,0,0,0,0,0,0,0
General & Administrative,64.85,69.15,71.4,77.3,79.49,73.13,76.7,87.04,97.58,91.39,89.94,92.12,100.72,97.74,100.77,127.47,134,138,145,145,152,155,150,457,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0
Other Operating Expenses,-2.74,-6.06,-0.68,21.34,-0.23,0.19,-1.21,-1.48,-3.27,-0.52,-0.83,-4.21,4.6,-1.11,-0.03,-1.47,-1,379,1,1,-1,393,-5,7,399,402,-3,-2,-8,-5,-4,-4,420,427,430,431,431,445,585,503
Operating Expenses,315.04,323.39,326.26,331.08,337.55,326.28,338.36,356.6,375.46,367.41,370.77,365.95,389.27,393.35,396.81,489.68,508,517,530,535,546,548,539,555,574,566,560,224,572,577,580,595,601,617,617,623,626,655,615,681
Operating Income,251.57,230.19,250.29,261.53,262.95,240.73,230.8,229.74,211.74,231.19,244.25,262.04,256.55,258.5,260.57,268.43,349,345,359,379,384,419,453,379,364,383,434,680,448,505,526,522,618,593,602,610,628,667,486,586
Interest Income,0.17,0.19,0.19,0.06,0.11,0.33,0.79,0.74,0.17,0.11,0.18,0.34,0.37,1.03,11.19,6.18,1,1,1,2,2,1,2,1,1,1,0,-2,1,1,0,-2,0,0,1,2,2,5,3,5
