,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,200.54,227.48,238.55,175.62,240.15,338.61,184.12,178.81,175.7,202.34,156.22,567.6,205.19,199.66,"6,719",314.09,220,206,323,277,245,288,182,196,310,"2,514",242,232,254,339,357,292,312,281,174,156,187,276,117,105
Cash & Cash Equivalents,200.54,227.48,238.55,175.62,240.15,338.61,184.12,178.81,175.7,202.34,156.22,567.6,205.19,199.66,"6,719",314.09,220,206,323,277,245,288,182,196,310,"2,514",242,232,254,339,357,292,312,281,174,156,187,276,117,105
Cash Growth,24.66%,79.28%,9.10%,-21.39%,19.75%,48.85%,-22.82%,1.82%,-26.84%,-40.24%,-15.15%,217.43%,16.78%,-1.32%,4201.10%,-44.66%,7.22%,3.17%,-95.19%,-11.81%,11.36%,39.81%,-43.65%,-29.24%,26.53%,772.92%,32.97%,18.37%,-18.06%,-86.52%,47.52%,25.86%,22.83%,-17.11%,-51.26%,-46.58%,-40.06%,-1.78%,-32.76%,-32.69%
Receivables,245.56,304.02,311.8,350.83,292.57,253.34,324.57,313.3,254.67,229.02,276.26,373.53,302.7,305.98,317.86,397.59,402,455,471,501,545,591,667,596,495,439,455,431,412,434,493,543,503,516,535,720,690,613,627,"2,836"
Inventory,322.95,339.98,332.27,332.44,311.4,311.21,293.44,263.93,270.95,277.32,274.03,253.27,268.47,293.89,282.97,283.43,295,322,307,303,243,247,237,244,264,291,286,239,294,329,300,274,284,318,279,268,355,389,310,0
Other Current Assets,83.22,76.28,96.18,94.21,83.39,214.4,222.25,225.21,119.56,116.11,133.16,130.36,140.1,151.8,154.6,138.67,157,181,148,148,160,168,167,168,178,192,201,202,216,227,182,145,162,175,194,73,93,71,72,"-1,909"
Total Current Assets,852.27,947.75,978.8,953.1,927.51,"1,118","1,024",981.25,820.88,824.79,839.68,"1,325",916.45,951.34,"7,475","1,134","1,074","1,164","1,249","1,229","1,193","1,294","1,253","1,204","1,247","3,436","1,184","1,104","1,176","1,329","1,332","1,254","1,261","1,290","1,182","1,217","1,325","1,349","1,126","1,032"
"Property, Plant & Equipment","8,927","8,888","8,871","9,148","9,140","9,042","9,499","9,580","9,559","9,670","9,714","9,805","10,294","10,508","10,600","12,933","13,051","13,218","13,433","13,676","19,852","20,204","20,528","20,822","21,013","21,214","21,449","21,626","21,663","21,796","21,833","21,951","21,985","21,882","21,878","21,933","21,974","21,956","21,882","21,853"
Long-Term Investments,0,0,0,0,0,-29.84,-33.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill,"4,934","4,940","5,092","5,188","5,215","5,160","5,527","5,514","5,531","5,745","5,750","5,758","6,530","6,919","6,906","10,021","10,075","10,075","10,074","10,078","10,078","10,078","10,078","10,078","10,078","10,078","10,078","10,078","10,078","10,078","10,078","10,078","10,078","10,087","10,087","10,085","10,085","10,085","10,085","10,085"
