,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"24,497","24,680","26,769","26,161","27,462","26,747","26,268","28,797","28,904","34,239","31,802","30,553","34,081","36,515","39,528","45,101","44,830","44,745","45,820","45,081","52,568","54,130","57,828","59,134","60,070","69,785","71,096","68,611","74,360","84,283","74,874","90,176","79,932","72,909","62,590","58,732","57,953","49,450","39,941","49,992","46,967"
Market Cap Growth,20.58%,17.20%,26.23%,11.46%,12.10%,8.38%,-1.87%,10.08%,5.25%,28.01%,21.07%,6.10%,17.91%,6.65%,24.29%,47.61%,31.54%,22.54%,15.92%,-0.04%,17.26%,20.97%,26.21%,31.17%,14.27%,28.92%,22.94%,16.03%,23.79%,20.78%,5.32%,31.43%,7.49%,-13.50%,-16.41%,-34.87%,-27.50%,-32.18%,-36.19%,-14.88%,-
Enterprise Value,"35,870","36,023","38,104","37,906","39,292","37,540","38,225","40,868","40,595","46,463","44,239","42,157","47,368","50,157","48,013","60,946","60,356","60,495","61,921","61,486","75,164","77,127","81,272","82,869","84,322","94,306","96,187","93,796","100,166","110,330","101,227","116,893","107,199","100,275","90,184","86,536","86,284","77,684","68,553","78,701","75,676"
PE Ratio,60.34,181.42,62.58,44.17,55.91,5.80,63.28,51.04,151.05,99.46,80.83,61.25,71.51,81.42,85.79,114.93,98.31,62.15,69.85,52.91,62.58,55.01,53.15,71.08,81.18,87.23,109.04,33.77,153.64,63.09,53.33,63.86,47.47,43.29,37.34,35.55,34.66,27.17,37.68,34.62,31.28
PS Ratio,7.76,7.39,7.60,7.09,7.31,7.16,7.05,7.77,7.82,9.10,8.29,7.79,8.51,8.95,9.52,10.35,9.66,9.08,8.74,8.31,9.47,9.50,9.91,10.11,10.28,12.02,12.31,11.75,12.59,13.94,12.12,14.22,12.12,10.80,9.10,8.41,8.26,6.92,5.65,7.16,6.73
PB Ratio,3.54,3.60,3.91,3.90,4.20,3.61,3.63,4.06,4.04,4.93,4.71,4.04,4.63,4.81,3.12,3.66,3.49,3.56,3.73,3.75,4.48,4.70,5.11,5.63,5.94,7.10,7.48,7.25,8.28,9.67,8.79,10.92,9.95,9.27,8.15,7.88,8.02,7.02,5.99,7.83,7.36
P/FCF Ratio,34.08,30.15,29.91,29.53,29.76,28.61,31.11,32.44,33.00,37.62,33.78,33.63,40.19,48.43,50.44,55.26,62.75,56.40,58.42,59.24,73.94,84.31,99.70,92.25,73.71,72.69,63.48,47.95,49.34,51.24,44.04,60.20,53.54,48.96,41.34,37.46,37.24,27.17,24.32,24.66,23.17
P/OCF Ratio,18.65,17.12,16.83,15.70,15.56,14.65,14.85,16.03,16.30,19.12,17.61,17.14,19.03,20.31,20.86,22.06,21.87,20.15,19.08,18.02,20.52,20.68,22.09,21.90,21.14,24.21,24.69,22.46,24.90,27.94,25.14,33.07,29.59,27.07,22.58,20.41,19.81,15.14,12.89,16.16,15.18
Debt / Equity Ratio,1.67,1.69,1.69,1.77,1.85,1.50,1.68,1.73,1.66,1.79,1.86,1.61,1.83,1.82,1.20,1.31,1.23,1.27,1.34,1.39,1.94,2.02,2.09,2.28,2.43,2.75,2.67,2.69,2.90,3.03,3.14,3.27,3.43,3.52,3.62,3.75,3.95,4.05,4.31,4.52,4.52
Quick Ratio,0.63,0.67,0.65,0.59,0.65,0.76,0.62,0.58,0.53,0.49,0.48,0.98,0.56,0.51,6.71,0.55,0.52,0.51,0.61,0.55,0.50,0.52,0.49,0.41,0.30,1.50,0.36,0.34,0.36,0.38,0.43,0.41,0.46,0.43,0.27,0.32,0.35,0.33,0.29,1.14,1.14
Current Ratio,1.20,1.19,1.16,1.06,1.13,1.43,1.24,1.15,1.01,0.93,0.94,1.38,1.02,0.95,7.13,0.88,0.90,0.91,0.96,0.87,0.76,0.76,0.72,0.63,0.47,1.75,0.62,0.56,0.63,0.66,0.67,0.62,0.71,0.69,0.46,0.45,0.52,0.50,0.44,0.40,0.40
Asset Turnover,Upgrade,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04
Interest Coverage,2.02,1.87,2.08,2.17,2.16,1.97,1.91,1.86,1.73,1.84,1.93,2.07,1.95,1.86,1.72,1.69,2.21,2.20,2.27,2.34,2.30,2.48,2.62,2.19,2.09,2.18,2.68,4.22,2.68,3.28,3.35,3.30,3.94,3.75,3.52,3.28,3.22,3.32,2.33,-2.63,-2.63
Return on Equity (ROE),Upgrade,2.55%,2.30%,3.20%,5.81%,6.30%,20.68%,21.10%,21.45%,20.22%,5.45%,5.53%,4.72%,5.82%,5.99%,3.72%,3.60%,3.42%,4.04%,4.52%,5.58%,6.53%,7.23%,8.31%,8.92%,9.00%,8.80%,7.96%,11.16%,11.04%,12.92%,15.43%,14.03%,18.16%,19.67%,21.02%,22.47%,23.13%,24.20%,23.26%,23.49%
Return on Assets (ROA),Upgrade,0.86%,0.76%,1.05%,1.85%,1.95%,7.29%,6.95%,6.90%,6.66%,1.71%,1.68%,1.57%,1.80%,1.86%,1.52%,1.38%,1.36%,1.57%,1.70%,2.05%,2.03%,2.18%,2.45%,2.43%,2.36%,2.11%,1.95%,2.72%,2.56%,2.89%,3.37%,2.97%,3.73%,3.96%,4.15%,4.30%,4.28%,4.37%,4.01%,3.89%
Return on Capital (ROIC),Upgrade,2.47%,2.99%,3.65%,5.44%,5.47%,5.58%,5.28%,5.52%,5.30%,5.07%,5.04%,4.58%,4.58%,4.58%,3.60%,3.45%,3.76%,4.07%,4.37%,4.85%,4.13%,4.32%,4.58%,4.64%,4.56%,4.18%,4.35%,5.22%,5.39%,5.74%,5.99%,5.55%,6.01%,6.28%,6.53%,6.78%,6.74%,6.97%,6.65%,6.65%
Earnings Yield,0.41%,0.14%,0.40%,0.57%,0.45%,4.31%,0.40%,0.49%,0.17%,0.25%,0.31%,0.41%,0.35%,0.31%,0.29%,0.22%,0.25%,0.40%,0.36%,0.47%,0.40%,0.45%,0.47%,0.35%,0.31%,0.29%,0.23%,0.74%,0.16%,0.40%,0.47%,0.39%,0.53%,0.58%,0.67%,0.70%,0.72%,0.92%,0.66%,0.72%,3.19%
FCF Yield,0.90%,0.95%,0.84%,0.79%,0.93%,0.92%,0.51%,0.87%,0.84%,0.82%,0.52%,0.71%,0.54%,0.51%,0.49%,0.56%,0.18%,0.59%,0.41%,0.50%,0.06%,0.36%,0.21%,0.49%,0.34%,0.49%,0.40%,0.87%,0.38%,0.57%,0.45%,0.44%,0.35%,0.65%,0.58%,0.77%,0.46%,1.50%,0.47%,1.67%,4.32%
Dividend Yield,0.52%,0.52%,0.48%,1.09%,1.04%,1.06%,1.08%,1.06%,1.07%,0.90%,0.97%,1.16%,1.02%,0.95%,0.98%,1.01%,1.05%,1.04%,1.01%,1.10%,0.96%,0.92%,0.86%,0.89%,0.90%,0.76%,0.77%,0.84%,0.79%,0.68%,0.77%,0.70%,0.81%,0.87%,1.02%,1.15%,1.18%,1.37%,1.70%,0.00%,5.79%
Payout Ratio,126.30%,375.94%,119.55%,192.31%,231.85%,24.68%,274.32%,217.20%,648.18%,359.94%,314.92%,283.48%,292.22%,310.29%,335.08%,465.45%,413.16%,258.33%,282.93%,232.39%,240.48%,201.63%,183.46%,252.40%,292.43%,265.00%,334.36%,112.99%,485.95%,172.16%,163.82%,179.89%,154.39%,151.31%,152.03%,164.16%,164.11%,149.01%,256.60%,0.00%,180.92%
Buyback Yield / Dilution,-13.83%,-13.79%,-14.37%,-4.35%,-0.13%,-0.20%,-0.14%,-0.23%,-0.43%,-1.46%,-1.41%,-5.55%,-8.00%,-8.04%,-17.32%,-15.66%,-13.35%,-13.71%,-4.78%,-2.17%,-1.71%,-0.48%,-0.48%,-0.24%,-0.24%,-0.24%,-2.63%,-3.59%,-3.59%,-3.58%,-1.17%,-0.23%,-0.23%,-0.23%,-0.23%,-0.23%,-,-0.23%,-0.23%,-0.23%,-0.23%
Total Shareholder Return,-13.31%,-13.28%,-13.89%,-3.27%,0.90%,0.87%,0.94%,0.83%,0.64%,-0.56%,-0.43%,-4.39%,-6.98%,-7.09%,-16.35%,-14.65%,-12.29%,-12.67%,-3.76%,-1.08%,-0.75%,0.44%,0.38%,0.65%,0.66%,0.52%,-1.87%,-2.75%,-2.80%,-2.90%,-0.40%,0.47%,0.58%,0.64%,0.79%,0.92%,1.18%,1.14%,1.47%,-0.23%,5.55%
