,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,"1,389","1,331","1,427","1,405","1,420","1,365","1,417","1,422","1,404","1,329","1,435","1,434","1,391","1,387","1,430","1,485","1,611","1,597","1,678","1,732","1,777","1,613","1,741","1,821","1,408","1,088",614,"1,494","1,425","2,175","1,914","1,934","1,582","1,466","1,464","1,718",853,"1,592","1,281","1,412"
Depreciation & Amortization,131,123,123,127,128,120,120,118,123,119,117,117,117,117,116,117,118,113,115,118,121,120,125,127,130,129,131,133,134,122,124,126,125,132,125,128,175,257,255,256
Other Operating Activities,"1,202","1,252",-506,"-1,016",-750,200,43,"1,247",932,-244,-216,"-1,065",503,"1,600",-27,182,"-1,969",-354,"1,390","1,292",673,-523,"-1,337","1,011","-1,678","1,054","-1,673","1,571","-2,722","-1,465","3,477",493,"-1,095","6,788",593,"1,565","5,788","-1,113","1,700","2,094"
Operating Cash Flow,"2,789","2,772","1,112",582,866,"1,751","1,646","2,854","2,531","1,261","1,423",554,"2,098","3,190","1,589","1,862",-169,"1,434","3,255","3,225","2,650","1,296",609,"3,046",-62,"2,354",-853,"3,284","-1,069",937,"5,583","2,647",703,"8,477","2,249","3,505","6,888",842,"3,316","3,873"
Operating Cash Flow Growth,-31.69%,66.19%,-77.06%,-72.82%,-68.95%,-36.83%,48.02%,390.38%,192.26%,-27.98%,-13.55%,-80.59%,-17.11%,152.97%,11.67%,236.10%,-,-55.05%,104.85%,73.20%,-,-9.62%,-81.29%,-5.55%,-,81.64%,-,7.81%,-,-60.20%,-,-19.40%,-,804.70%,-59.72%,32.41%,879.80%,-90.07%,47.44%,10.50%
Acquisitions,-58,0,"3,691",-255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-556,0,0,0,-661,0,0,0,"12,257",0,0,0
Change in Investments,"-8,100","-8,867","-9,674","-8,678","-6,535","-2,097","-4,890","-5,126","-7,511","-5,039","-5,481","-4,683","-3,077","-1,797","-4,449","-2,457","-3,019",412,"-2,000","-1,960","-5,140","-6,442","-5,442","-8,595",214,"-21,174","3,577","-3,287","6,080","-19,572","-5,417","9,100","-41,601","-6,912","-11,000","-5,758","24,305","7,855","5,050","4,956"
Other Investing Activities,-203,222,116,73,95,-404,-733,139,-528,150,276,-464,360,76,-644,-49,213,-330,-251,-91,383,-102,114,-904,-403,"-1,085",687,-568,886,106,-473,487,544,-452,"-1,152","-1,803","-1,985","-2,912","1,496",680
Investing Cash Flow,"-8,361","-8,645","-5,867","-8,860","-6,440","-2,501","-5,623","-4,987","-8,039","-4,889","-5,205","-5,147","-2,717","-1,721","-5,093","-2,506","-2,806",82,"-2,251","-2,051","-4,757","-6,544","-5,328","-9,499",-189,"-22,259","4,264","-3,855","6,410","-19,466","-5,890","9,587","-41,718","-7,364","-12,152","-7,561","34,577","4,943","6,546","5,636"
Dividends Paid,-422,-421,-420,-444,-441,-439,-438,-452,-448,-447,-444,-440,-479,-478,-476,-472,-502,-499,-497,-493,-603,-597,-594,-589,-663,-647,-635,-635,-635,-637,-631,-626,-685,-687,-686,-687,-716,-740,-739,-740
