,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"9,093","10,143","10,202","9,635","8,719","9,722","6,439","10,604","8,205","8,411","8,197"
Market Cap Growth,37.86%,11.55%,0.58%,-5.55%,-9.51%,11.51%,-33.77%,64.69%,-22.62%,2.51%,-
Enterprise Value,"11,455","12,749","12,977","12,905","11,884","13,097","10,077","14,634","12,595","12,848","12,633"
PE Ratio,55.45,48.37,40.91,33.52,37.28,28.11,52.07,41.84,21.74,36.74,35.86
PS Ratio,13.25,13.63,12.73,11.24,9.52,10.39,7.71,11.15,7.64,7.43,7.24
PB Ratio,5.67,6.10,5.16,4.25,3.72,3.84,2.61,4.11,2.78,2.84,2.77
P/FCF Ratio,-379.16,-149.60,-66.87,-19.35,64.62,-63.75,-41.67,-31.60,-23.02,46.04,44.86
P/OCF Ratio,26.27,27.48,23.85,21.00,16.87,21.05,17.41,22.50,15.88,15.13,14.75
EV/Sales Ratio,16.70,17.14,16.19,15.05,12.98,14.00,12.06,15.38,11.72,11.35,11.16
EV/EBITDA Ratio,26.68,26.70,24.10,21.29,19.93,18.62,19.27,21.87,15.27,17.68,17.39
EV/EBIT Ratio,44.32,42.11,37.62,33.09,33.76,28.26,37.60,37.60,24.11,31.74,31.21
EV/FCF Ratio,-477.64,-188.04,-85.06,-25.92,88.08,-85.88,-65.21,-43.60,-35.33,70.32,69.15
Debt / Equity Ratio,1.50,1.58,1.42,1.45,1.38,1.38,1.80,1.62,1.51,1.58,1.58
Debt / EBITDA Ratio,5.61,5.50,5.20,5.42,5.42,4.98,8.48,6.26,5.42,6.45,6.45
Debt / FCF Ratio,-100.48,-38.75,-18.34,-6.60,23.93,-22.96,-28.71,-12.49,-12.55,25.66,25.66
Asset Turnover,0.15,0.16,0.15,0.14,0.14,0.14,0.11,0.12,0.14,0.14,0.14
Interest Coverage,2.75,3.27,3.63,3.90,3.20,4.23,1.97,3.05,3.81,2.41,2.41
Return on Equity (ROE),10.60%,12.80%,12.90%,13.60%,10.20%,14.10%,5.10%,10.10%,13.40%,7.80%,7.80%
Return on Assets (ROA),3.70%,4.40%,4.70%,4.80%,3.70%,5.30%,1.60%,3.30%,4.70%,2.80%,2.80%
Return on Capital (ROIC),6.75%,7.00%,6.72%,5.99%,6.49%,7.80%,4.20%,5.83%,6.14%,5.31%,5.31%
Earnings Yield,1.80%,2.07%,2.44%,2.98%,2.68%,3.56%,1.92%,2.39%,4.60%,2.72%,2.79%
FCF Yield,-0.26%,-0.67%,-1.50%,-5.17%,1.55%,-1.57%,-2.40%,-3.17%,-4.34%,2.17%,2.23%
Dividend Yield,2.50%,2.50%,2.70%,3.00%,3.40%,3.20%,5.00%,3.10%,4.30%,4.20%,4.34%
Payout Ratio,136.40%,119.10%,109.40%,99.70%,127.00%,89.80%,260.50%,130.70%,91.30%,155.00%,155.71%
Buyback Yield / Dilution,-3.07%,-2.21%,-3.00%,-1.67%,-1.48%,-2.00%,-1.00%,-2.45%,-4.06%,-1.00%,-1.00%
Total Shareholder Return,-0.57%,0.29%,-0.30%,1.33%,1.92%,1.20%,4.00%,0.65%,0.24%,3.20%,3.34%
