,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25,2015-12-25,2016-03-25,2016-06-24,2016-09-23,2016-12-30,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"28,797","30,904","32,306","36,511","32,887","33,265","26,089","25,475","25,206","24,566","28,039","33,654","43,126","50,342","49,556","49,164","49,428","55,830","63,595","52,464","61,025","62,605","55,290","56,610","44,340","53,384","59,422","69,403","73,521","72,892","67,049","83,396","82,142","63,184","57,043","65,133","61,754","69,327","61,695","68,512","72,563"
Market Cap Growth,14.54%,30.40%,22.66%,27.32%,14.20%,7.64%,-19.25%,-30.23%,-23.36%,-26.15%,7.48%,32.11%,71.10%,104.93%,76.74%,46.08%,14.61%,10.90%,28.33%,6.71%,23.46%,12.13%,-13.06%,7.90%,-27.34%,-14.73%,7.47%,22.60%,65.81%,36.54%,12.84%,20.16%,11.73%,-13.32%,-14.92%,-21.90%,-24.82%,9.72%,8.16%,5.19%,-
Enterprise Value,"37,420","39,424","40,869","45,292","41,810","42,272","35,229","34,572","34,636","34,275","37,803","43,927","53,203","61,070","60,659","60,554","61,225","68,215","76,089","66,110","74,781","76,641","69,469","70,894","59,079","67,777","73,490","82,977","87,364","86,703","81,745","97,446","96,922","79,055","73,181","81,093","78,685","86,686","79,205","85,609","89,660"
PE Ratio,16.00,17.09,17.35,18.95,16.68,16.67,13.09,12.95,13.39,13.85,16.28,19.64,25.07,28.20,27.70,8.99,8.52,9.05,9.63,15.86,17.70,18.19,16.25,17.00,13.57,18.43,21.41,25.10,27.22,21.60,18.59,22.06,20.88,16.04,13.97,15.63,14.38,16.86,16.04,18.44,19.85
PS Ratio,2.38,2.52,2.58,2.88,2.59,2.66,2.13,2.16,2.21,2.23,2.59,3.04,3.81,4.36,4.28,4.31,4.33,4.82,5.31,4.28,4.93,5.07,4.53,4.74,3.76,4.87,5.58,6.56,6.98,6.46,5.63,6.66,6.26,4.53,3.92,4.39,4.08,4.61,4.20,4.67,4.95
PB Ratio,2.71,2.83,2.90,3.27,2.90,2.87,2.24,2.18,2.17,2.11,2.40,2.88,3.70,4.34,4.55,3.34,3.44,3.98,4.63,4.17,4.90,5.09,4.65,4.77,3.73,4.39,4.67,5.29,5.59,5.43,5.09,6.18,6.23,4.81,4.43,5.16,5.01,5.65,5.16,5.65,5.98
P/FCF Ratio,32.32,29.74,32.40,38.19,35.59,43.15,32.49,26.68,21.15,21.55,23.29,40.16,38.37,53.61,35.99,32.15,31.60,25.05,25.29,16.32,17.78,17.73,15.55,16.42,13.00,16.52,22.40,25.77,26.38,23.24,18.53,21.73,21.13,17.02,14.97,17.45,17.29,19.88,18.38,20.64,21.86
P/OCF Ratio,9.19,9.86,10.52,10.92,9.58,9.56,7.34,7.56,7.34,7.27,8.38,11.07,12.95,16.70,14.52,14.16,14.56,14.26,15.83,11.30,12.59,12.78,11.12,11.67,9.13,11.20,14.01,16.28,17.03,16.28,13.53,16.36,15.90,12.08,10.31,11.59,11.08,12.44,11.40,12.35,13.08
Debt / Equity Ratio,0.88,0.85,0.86,0.87,0.86,0.87,0.87,0.90,0.91,0.91,0.90,0.97,0.97,1.02,1.08,0.80,0.96,0.98,1.00,1.17,1.27,1.28,1.41,1.37,1.45,1.40,1.33,1.27,1.28,1.25,1.28,1.21,1.27,1.27,1.44,1.43,1.49,1.50,1.59,1.53,1.53
Quick Ratio,0.81,0.66,0.98,0.99,0.94,1.20,1.02,1.24,1.20,0.76,0.74,0.96,0.95,1.26,0.81,0.73,1.60,1.41,1.22,1.11,1.62,1.38,1.30,1.37,1.58,1.47,1.69,2.00,2.17,2.14,1.55,1.55,1.29,0.96,1.54,1.38,1.23,1.15,0.97,0.88,0.88
Current Ratio,1.03,0.85,1.20,1.22,1.21,1.50,1.30,1.46,1.54,0.98,0.96,1.22,1.17,1.57,1.05,1.01,1.87,1.66,1.43,1.34,1.81,1.55,1.41,1.52,1.73,1.62,1.84,2.20,2.39,2.34,1.72,1.73,1.46,1.16,1.72,1.56,1.45,1.42,1.15,1.05,1.05
Interest Coverage,5.33,7.30,6.93,6.83,6.31,7.62,6.88,6.29,4.97,6.01,6.14,5.81,5.25,7.04,6.68,8.02,7.12,8.29,8.10,7.42,6.98,7.23,7.05,6.19,6.42,4.41,6.18,6.26,6.09,9.45,8.23,7.69,7.31,10.11,8.37,7.55,7.49,7.53,6.55,6.63,7.05
Return on Capital (ROIC),Upgrade,10.72%,10.68%,10.75%,10.94%,11.04%,10.78%,10.66%,10.01%,9.66%,9.18%,8.91%,9.14%,9.28%,9.32%,9.54%,21.08%,20.93%,22.58%,24.52%,13.69%,13.90%,14.09%,13.79%,13.22%,12.55%,11.31%,10.73%,11.15%,10.88%,12.97%,13.78%,14.30%,14.72%,14.78%,14.50%,15.11%,15.51%,15.02%,14.06%,13.77%
Dividend Yield,2.10%,2.00%,1.90%,1.70%,1.90%,2.00%,2.60%,2.70%,2.80%,2.80%,2.40%,2.00%,1.50%,1.40%,1.40%,1.40%,1.50%,1.30%,1.20%,1.40%,1.20%,1.20%,1.40%,1.30%,1.70%,1.40%,1.30%,1.10%,1.10%,1.10%,1.20%,1.00%,1.00%,1.30%,1.50%,1.30%,1.40%,1.20%,1.40%,1.30%,1.31%
Payout Ratio,37.60%,29.90%,31.20%,31.70%,35.30%,32.10%,34.70%,37.50%,48.80%,38.20%,37.50%,36.80%,46.20%,36.60%,39.40%,4.40%,28.10%,21.50%,20.90%,21.70%,23.50%,22.20%,22.20%,24.50%,26.10%,39.50%,27.20%,26.40%,30.00%,17.90%,21.60%,22.10%,25.60%,18.20%,19.20%,20.40%,22.90%,22.40%,26.20%,24.40%,25.95%
Buyback Yield / Dilution,1.47%,1.96%,1.87%,1.68%,1.59%,1.40%,1.70%,2.11%,2.92%,3.74%,3.97%,4.31%,3.53%,2.94%,3.92%,3.64%,4.41%,6.06%,5.74%,7.23%,8.00%,7.03%,7.26%,6.67%,5.39%,4.96%,3.20%,1.54%,1.42%,1.13%,2.52%,3.61%,4.07%,4.92%,5.17%,6.09%,6.16%,6.38%,5.97%,5.29%,5.98%
