,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"14,900","15,692","15,194","15,237","15,543","16,392","16,462","15,808","15,931","16,377"
Revenue Growth (YoY),2.75%,5.32%,-3.17%,0.28%,2.01%,5.46%,0.43%,-3.97%,0.78%,2.80%
Gross Profit,"14,900","15,692","15,194","15,237","15,543","16,392","16,462","15,808","15,931","16,377"
"Selling, General & Admin","8,554","8,384","8,214","8,079","8,108","8,337","8,185","8,055","8,401","8,993"
Other Operating Expenses,"2,752","3,793","2,585","2,444","2,435","2,413","2,265","2,489","2,608","3,532"
Operating Expenses,"11,306","12,177","10,799","10,523","10,543","10,750","10,450","10,544","11,009","12,525"
Operating Income,"3,594","3,515","4,395","4,714","5,000","5,642","6,012","5,264","4,922","3,852"
Other Expense / Income,-102,36,224,-10,414,438,451,805,286,511
Pretax Income,"3,696","3,479","4,171","4,724","4,586","5,204","5,561","4,459","4,636","3,341"
Income Tax,"1,592",912,"1,013","1,177",496,938,"1,120",842,877,768
Net Income,"2,104","2,567","3,158","3,547","4,090","4,266","4,441","3,617","3,759","2,573"
Preferred Dividends,64,73,105,122,175,169,169,194,207,211
Net Income Common,"2,040","2,494","3,053","3,425","3,915","4,097","4,272","3,423","3,552","2,362"
Net Income Growth,-15.67%,22.25%,22.41%,12.18%,14.31%,4.65%,4.27%,-19.87%,3.77%,-33.50%
Shares Outstanding (Basic),"1,151","1,130","1,105","1,066","1,034","1,003",940,891,852,811
Shares Outstanding (Diluted),"1,154","1,137","1,113","1,072","1,040","1,007",943,893,856,815
Shares Change,-2.04%,-1.47%,-2.20%,-3.64%,-2.96%,-3.19%,-6.36%,-5.36%,-4.05%,-4.85%
EPS (Basic),1.74,2.17,2.73,3.16,3.74,4.06,4.53,3.84,4.17,2.91
EPS (Diluted),1.73,2.15,2.71,3.15,3.72,4.04,4.51,3.83,4.14,2.90
EPS Growth,-14.78%,24.28%,26.05%,16.24%,18.10%,8.60%,11.63%,-15.08%,8.09%,-29.95%
Free Cash Flow,"-1,251","4,278","3,526","5,507","3,470","4,911","-1,114","3,816","1,657","13,767"
Free Cash Flow Per Share,-1.09,3.79,3.19,5.17,3.35,4.90,-1.19,4.28,1.95,16.97
Dividend Per Share,0.580,0.660,0.680,0.720,0.860,1.040,1.180,1.240,1.300,1.420
Dividend Growth,11.54%,13.79%,3.03%,5.88%,19.44%,20.93%,13.46%,5.08%,4.84%,9.23%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,24.12%,22.40%,28.93%,30.94%,32.17%,34.42%,36.52%,33.30%,30.90%,23.52%
Profit Margin,13.69%,15.89%,20.09%,22.48%,25.19%,24.99%,25.95%,21.65%,22.30%,14.42%
Free Cash Flow Margin,-8.40%,27.26%,23.21%,36.14%,22.33%,29.96%,-6.77%,24.14%,10.40%,84.06%
Effective Tax Rate,43.07%,26.21%,24.29%,24.92%,10.82%,18.02%,20.14%,18.88%,18.92%,22.99%
EBITDA,"5,085","4,771","5,628","6,226","6,060","6,543","6,876","6,089","6,503","4,977"
EBITDA Margin,34.13%,30.40%,37.04%,40.86%,38.99%,39.92%,41.77%,38.52%,40.82%,30.39%
Depreciation & Amortization,"1,389","1,292","1,457","1,502","1,474","1,339","1,315","1,630","1,867","1,636"
EBIT,"3,696","3,479","4,171","4,724","4,586","5,204","5,561","4,459","4,636","3,341"
EBIT Margin,24.81%,22.17%,27.45%,31.00%,29.51%,31.75%,33.78%,28.21%,29.10%,20.40%
