,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"146,119","123,147","134,886","77,949","108,871","88,000","114,683","165,327","125,158","113,854"
Cash & Cash Equivalents,"146,119","123,147","134,886","77,949","108,871","88,000","114,683","165,327","125,158","113,854"
Cash Growth,5.31%,-15.72%,9.53%,-42.21%,39.67%,-19.17%,30.32%,44.16%,-24.30%,-9.03%
"Property, Plant & Equipment","1,655","1,394","1,379","1,303","1,634","1,832","3,625","3,602","3,431","3,256"
Goodwill and Intangibles,"22,525","21,996","21,460","20,914","20,975","20,570","20,493","20,508","20,503","19,051"
Total Assets,"374,516","385,303","393,780","333,469","371,758","362,873","381,508","469,633","444,438","405,783"
Accounts Payable,"15,707","21,181","21,900","20,987","20,184","19,731","18,758","25,085","25,150","23,435"
Total Liabilities,"336,006","346,600","354,805","293,889","330,012","322,005","339,780","423,513","401,047","364,933"
Total Debt,"30,271","32,519","37,072","35,206","49,245","48,572","43,460","37,639","38,246","43,190"
Debt Growth,9.38%,7.43%,14.00%,-5.03%,39.88%,-1.37%,-10.52%,-13.39%,1.61%,12.93%
Common Stock,"22,437","21,392","20,663","19,955","17,973","15,157","12,227","12,545","8,580","8,836"
Retained Earnings,"15,952","17,683","19,974","22,621","25,635","28,652","31,894","34,241","36,667","37,864"
Comprehensive Income,-892,"-1,634","-2,600","-3,765","-2,357","-3,171","-2,638",-985,"-2,213","-5,966"
Shareholders' Equity,"37,497","37,441","38,037","38,811","41,251","40,638","41,483","45,801","43,034","40,734"
Net Cash / Debt,"115,848","90,628","97,814","42,743","59,626","39,428","71,223","127,688","86,912","70,664"
Net Cash / Debt Growth,4.30%,-21.77%,7.93%,-56.30%,39.50%,-33.87%,80.64%,79.28%,-31.93%,-18.69%
Net Cash Per Share,100.35,79.67,87.92,39.87,57.32,39.15,75.52,143.07,101.49,86.73
Book Value Per Share,32.59,33.14,34.43,36.40,39.88,40.52,44.15,51.41,50.52,50.22
