,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"9,523","10,939","11,883","13,068","13,847","14,343","12,676","13,195","13,762","13,263","16,093","13,101","13,948","12,859","14,046","17,256","18,177","18,783","19,995","16,276","21,404","24,455","24,853","24,917","15,838","21,102","19,933","22,785","22,424","21,289","21,381","17,958","19,361","16,130","13,118","13,498","15,502","18,552","18,682","20,366","19,612"
Market Cap Growth,51.80%,61.80%,31.59%,35.37%,45.40%,31.12%,6.68%,0.97%,-0.61%,-7.53%,26.95%,-0.72%,1.35%,-3.05%,-12.72%,31.72%,30.32%,46.07%,42.36%,-5.68%,17.75%,30.19%,24.30%,53.09%,-26.01%,-13.71%,-19.79%,-8.55%,41.59%,0.89%,7.26%,-21.18%,-13.66%,-24.23%,-38.65%,-24.84%,-19.93%,15.01%,42.42%,50.89%,-
Enterprise Value,"10,626","12,113","12,933","16,185","16,943","17,317","15,342","15,685","16,137","15,602","19,623","16,484","17,270","16,133","17,747","20,834","21,687","22,612","23,543","20,060","24,863","27,893","28,267","28,682","19,927","24,784","23,637","26,183","25,912","25,067","25,802","22,416","24,406","21,583","19,021","19,099","21,027","24,047","24,571","24,393","23,638"
PE Ratio,31.70,30.88,31.10,29.83,36.77,36.34,27.14,62.44,31.28,29.04,31.04,34.32,28.19,24.54,17.31,15.26,25.98,26.55,31.70,13.47,31.09,23.37,27.52,26.45,26.92,33.29,26.39,27.14,30.43,27.12,22.84,19.95,22.21,15.38,13.18,14.98,18.04,19.35,17.20,19.90,20.58
PS Ratio,9.97,10.85,11.02,10.90,10.17,9.61,7.69,7.75,8.09,7.74,9.21,7.15,7.20,6.24,6.52,7.67,7.85,7.96,8.33,6.69,8.67,9.66,9.58,9.41,5.89,8.22,8.07,9.54,9.60,8.59,8.07,6.34,6.42,5.03,3.92,3.94,4.38,5.12,5.04,5.42,5.22
PB Ratio,6.97,7.41,7.62,4.75,4.98,4.93,4.28,4.30,4.61,4.30,5.06,4.25,4.17,3.78,4.09,4.69,4.68,5.46,5.61,4.87,6.06,6.36,6.37,6.71,5.66,7.11,6.79,6.79,6.80,6.10,6.73,6.26,6.67,6.00,5.89,5.31,5.38,5.68,6.11,6.20,5.97
P/FCF Ratio,22.71,25.53,25.75,22.48,23.29,23.24,16.36,18.55,18.06,18.59,27.69,20.25,24.19,21.11,21.46,29.01,24.54,27.27,27.62,20.22,23.72,22.59,23.71,22.92,13.14,15.82,13.25,16.40,21.44,22.78,28.33,16.57,21.96,21.56,14.75,22.37,14.94,13.48,17.64,-,24.93
P/OCF Ratio,21.60,24.27,24.49,21.48,22.18,22.10,15.59,17.52,17.05,17.37,25.33,18.56,21.84,19.02,19.48,25.95,22.40,24.68,24.97,18.36,21.77,21.06,22.15,21.44,12.33,14.92,12.57,15.52,19.92,20.83,25.08,15.02,19.26,18.32,12.68,17.88,12.98,12.05,15.31,-,21.70
Debt / Equity Ratio,1.01,1.00,0.87,1.31,1.25,1.16,1.04,0.96,0.93,0.92,1.24,1.25,1.16,1.13,1.32,1.23,1.15,1.38,1.26,1.44,1.28,1.20,1.15,1.36,1.85,1.50,1.53,1.29,1.35,1.46,1.79,2.09,2.18,2.56,3.24,2.77,2.36,2.07,2.28,1.65,1.65
Quick Ratio,0.51,0.49,0.53,0.40,0.42,0.44,0.47,0.48,0.57,0.57,0.51,0.51,0.54,0.55,0.59,0.58,0.62,0.57,0.61,0.55,0.59,0.61,0.69,0.63,0.54,0.56,0.56,0.58,0.59,0.62,0.59,0.62,0.59,0.60,0.53,0.58,0.59,0.58,0.56,0.54,0.54
Current Ratio,0.77,0.75,0.78,0.74,0.77,0.81,0.83,0.86,0.92,0.97,0.78,0.77,0.82,0.84,0.84,0.87,0.91,0.88,0.92,0.86,0.91,0.92,1.12,1.04,0.93,0.96,0.95,1.00,0.99,1.05,0.97,1.04,1.01,1.06,0.99,1.01,1.03,1.08,1.02,1.04,1.04
Asset Turnover,Upgrade,0.06,0.06,0.07,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Interest Coverage,20.90,25.34,29.68,13.05,8.37,9.35,10.98,8.85,10.87,10.77,10.72,9.82,8.43,9.06,7.93,7.79,8.37,7.99,7.79,7.45,7.28,7.52,9.02,9.18,5.63,6.57,8.43,9.69,9.32,8.58,11.67,12.30,14.42,16.06,8.57,4.98,4.70,4.66,5.04,4.61,4.61
Return on Equity (ROE),Upgrade,21.59%,21.04%,21.00%,13.39%,13.95%,13.69%,14.15%,11.81%,12.66%,12.77%,12.79%,14.57%,13.85%,14.09%,16.12%,20.13%,20.36%,24.35%,22.24%,24.29%,22.90%,23.25%,24.65%,24.12%,31.11%,25.85%,24.84%,20.99%,22.49%,22.33%,25.96%,29.29%,30.06%,34.94%,42.84%,37.55%,33.01%,28.46%,31.10%,29.91%
Return on Assets (ROA),Upgrade,7.31%,7.30%,7.75%,4.26%,4.56%,4.64%,5.06%,4.45%,4.72%,4.77%,4.09%,4.68%,4.62%,4.75%,4.88%,6.54%,6.77%,7.29%,6.92%,7.26%,7.02%,7.46%,8.07%,7.33%,7.69%,7.22%,6.58%,6.29%,6.49%,5.98%,6.13%,6.28%,6.14%,6.38%,6.59%,6.77%,6.52%,6.12%,6.23%,6.48%
Return on Capital (ROIC),Upgrade,11.21%,11.06%,11.85%,6.43%,7.02%,7.36%,8.15%,7.47%,8.01%,7.89%,6.74%,7.54%,7.55%,7.90%,7.17%,9.31%,9.75%,10.64%,11.37%,9.86%,10.18%,10.87%,11.78%,11.69%,12.33%,11.30%,10.71%,10.11%,10.51%,10.24%,10.40%,10.64%,10.47%,10.75%,11.17%,11.30%,11.58%,11.39%,11.77%,14.12%
Earnings Yield,0.79%,0.81%,0.80%,0.84%,0.68%,0.69%,0.92%,0.40%,0.80%,0.86%,0.81%,0.73%,0.89%,1.02%,1.44%,1.64%,0.96%,0.94%,0.79%,1.86%,0.80%,1.07%,0.91%,0.95%,0.93%,0.75%,0.95%,0.92%,0.82%,0.92%,1.09%,1.25%,1.13%,1.63%,1.90%,1.67%,1.39%,1.29%,1.45%,1.26%,5.01%
FCF Yield,0.48%,0.92%,1.29%,2.16%,0.43%,0.86%,2.45%,1.66%,0.80%,0.56%,1.11%,2.17%,0.28%,0.83%,1.59%,1.30%,1.02%,0.29%,1.29%,1.88%,1.32%,0.96%,0.90%,1.38%,2.54%,1.72%,1.98%,1.01%,0.26%,1.19%,1.00%,3.11%,-0.74%,0.74%,2.71%,2.02%,1.88%,2.46%,0.21%,0.00%,4.01%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.40%,0.80%,0.00%,0.00%,11.29%,0.12%,2.41%,2.54%,0.00%,5.95%,0.41%,3.14%,3.69%,3.52%,2.66%,0.78%,3.31%,0.25%,2.43%,6.15%,3.90%,8.58%,4.18%,0.00%,0.00%,0.00%,0.00%,0.00%,11.66%,0.00%,11.66%
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1167.50%,109.62%,0.00%,0.00%,782.07%,7.26%,250.52%,269.94%,0.00%,320.78%,50.57%,293.02%,406.55%,372.71%,286.64%,104.11%,349.02%,26.67%,295.81%,667.53%,355.97%,684.43%,371.41%,0.00%,0.00%,0.00%,0.00%,0.00%,802.21%,0.00%,802.21%
