,2014-01-31,2014-05-02,2014-08-01,2014-10-31,2015-01-30,2015-05-01,2015-07-31,2015-10-30,2016-01-29,2016-04-29,2016-07-29,2016-10-28,2017-02-03,2017-05-05,2017-08-04,2017-11-03,2018-02-02,2018-05-04,2018-08-03,2018-11-02,2019-02-01,2019-05-03,2019-08-02,2019-11-01,2020-01-31,2020-05-01,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29,2022-10-28,2023-02-03,2023-05-05,2023-08-04,2023-11-03,Current
Market Capitalization,"48,411","47,862","47,462","56,463","65,924","67,286","64,691","68,310","65,576","68,223","72,909","58,628","63,751","73,731","66,162","64,893","84,221","69,554","79,681","78,257","77,975","89,430","77,689","87,175","89,095","78,862","112,427","119,482","122,255","140,762","136,211","161,905","158,324","130,811","122,412","123,352","130,598","122,736","130,744","112,503","130,464"
Market Cap Growth,11.63%,11.06%,-1.63%,9.16%,36.18%,40.58%,36.30%,20.98%,-0.53%,1.39%,12.70%,-14.17%,-2.78%,8.07%,-9.25%,10.68%,32.11%,-5.66%,20.43%,20.59%,-7.42%,28.58%,-2.50%,11.40%,14.26%,-11.82%,44.72%,37.06%,37.22%,78.49%,21.15%,35.51%,29.50%,-7.07%,-10.13%,-23.81%,-17.51%,-6.17%,6.81%,-8.80%,-
Enterprise Value,"58,356","57,221","56,450","66,047","76,691","77,107","74,952","79,513","77,513","78,893","86,564","72,740","78,792","87,749","80,431","80,103","100,526","83,628","92,870","91,958","93,469","108,381","97,712","108,541","111,969","98,931","125,886","135,612","143,270","161,336","158,665","186,174","186,304","160,626","154,085","157,908","166,860","159,891","167,452","151,025","168,986"
PE Ratio,21.18,20.20,19.23,22.11,24.44,24.49,22.83,22.88,25.76,24.75,26.06,24.03,20.61,26.22,21.59,18.24,24.43,18.15,20.25,21.20,33.70,37.72,30.74,29.58,20.81,17.25,19.64,22.26,20.95,20.64,19.43,19.71,18.75,15.47,14.52,18.45,20.29,19.29,21.63,14.68,17.41
PS Ratio,0.91,0.89,0.87,1.02,1.17,1.18,1.12,1.17,1.11,1.13,1.19,0.94,0.98,1.11,0.98,0.94,1.23,1.01,1.13,1.10,1.09,1.25,1.08,1.22,1.24,1.07,1.40,1.40,1.36,1.49,1.44,1.70,1.65,1.37,1.28,1.29,1.35,1.28,1.40,1.25,1.45
PB Ratio,4.08,4.17,4.22,5.26,6.61,7.10,7.45,8.15,8.57,9.46,10.55,8.88,9.91,13.33,11.95,11.30,14.34,12.11,13.78,14.51,21.40,27.64,29.43,35.47,45.18,45.96,25.81,29.34,85.08,316.32,-778.35,-102.73,-32.87,-19.02,-14.50,-9.59,-9.16,-8.34,-8.87,-7.43,-7.43
P/FCF Ratio,14.91,14.68,12.55,13.85,16.08,14.84,15.58,18.40,18.00,15.44,17.42,13.42,14.21,16.16,13.39,14.06,21.12,16.97,17.12,14.54,15.30,23.28,26.61,37.13,29.95,15.27,10.25,11.84,13.08,15.14,30.92,23.16,18.91,18.90,16.17,16.58,19.19,20.82,19.57,20.69,24.00
P/OCF Ratio,11.78,11.64,10.15,11.44,13.37,12.43,12.51,14.26,13.71,12.35,13.89,10.65,11.35,12.95,10.91,11.34,16.63,13.38,13.79,12.06,12.59,18.25,19.48,24.86,20.74,11.93,9.02,10.24,11.06,12.69,21.93,18.52,15.66,15.21,13.29,13.60,15.21,15.90,15.30,15.03,17.43
Debt / Equity Ratio,0.89,0.88,0.90,1.06,1.14,1.20,1.31,1.50,1.65,2.14,2.29,2.30,2.44,2.90,2.91,2.79,2.89,2.76,2.74,2.89,4.45,6.83,8.37,9.07,12.04,15.28,6.01,6.44,18.24,62.29,-164.05,-19.63,-6.10,-4.89,-3.98,-2.97,-2.67,-2.76,-2.75,-2.64,-2.64
Quick Ratio,0.06,0.07,0.11,0.16,0.06,0.12,0.09,0.11,0.07,0.34,0.16,0.09,0.05,0.14,0.13,0.06,0.06,0.11,0.18,0.12,0.05,0.18,0.13,0.06,0.06,0.34,0.60,0.52,0.28,0.31,0.29,0.32,0.07,0.17,0.09,0.18,0.09,0.18,0.22,0.09,0.09
