,2014-01-31,2014-05-02,2014-08-01,2014-10-31,2015-01-30,2015-05-01,2015-07-31,2015-10-30,2016-01-29,2016-04-29,2016-07-29,2016-10-28,2017-02-03,2017-05-05,2017-08-04,2017-11-03,2018-02-02,2018-05-04,2018-08-03,2018-11-02,2019-02-01,2019-05-03,2019-08-02,2019-11-01,2020-01-31,2020-05-01,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29,2022-10-28,2023-02-03,2023-05-05,2023-08-04,2023-11-03
Cash & Equivalents,391,658,"1,039","1,562",466,"1,434",901,"1,227",405,"4,561","1,988",960,558,"1,963","1,696",743,588,"1,565","2,251","1,668",511,"2,973","1,796",794,716,"5,955","11,641","8,249","4,690","6,692","4,835","6,121","1,133","3,414","1,482","3,192","1,348","2,950","3,494","1,210"
Short-Term Investments,185,110,90,211,125,95,188,158,307,174,168,123,100,84,119,85,102,205,391,208,218,190,275,127,160,201,"1,085","1,852",506,454,"1,420",552,271,368,450,464,384,423,374,321
Cash & Cash Equivalents,576,768,"1,129","1,773",591,"1,529","1,089","1,385",712,"4,735","2,156","1,083",658,"2,047","1,815",828,690,"1,770","2,642","1,876",729,"3,163","2,071",921,876,"6,156","12,726","10,101","5,196","7,146","6,255","6,673","1,404","3,782","1,932","3,656","1,732","3,373","3,868","1,531"
Cash Growth,-13.51%,-35.95%,-11.38%,45.81%,2.60%,99.09%,-3.54%,-21.88%,20.47%,209.68%,97.98%,-21.81%,-7.58%,-56.77%,-15.82%,-23.55%,4.86%,-13.53%,45.56%,126.57%,5.65%,78.70%,-21.61%,-50.91%,20.16%,94.63%,514.49%,996.74%,493.15%,16.08%,-50.85%,-33.94%,-72.98%,-47.08%,-69.11%,-45.21%,23.36%,-10.81%,100.21%,-58.12%
Inventory,"9,127","10,515","9,315","9,762","8,911","10,614","9,704","10,434","9,458","11,055","10,604","10,990","10,458","12,254","11,407","12,393","11,393","13,204","11,885","12,365","12,561","15,026","13,730","13,716","13,179","14,283","13,831","15,712","16,193","18,382","17,322","16,685","17,605","20,239","19,329","19,817","18,532","19,522","17,422","17,530"
Other Current Assets,593,669,631,595,349,393,322,321,391,683,591,655,884,975,811,788,689,"1,059",956,897,938,"1,146",995,"1,025","1,263","1,487","1,160","1,103",937,"1,288","1,506","1,491","1,051","1,590","1,406","1,518","1,178","1,023",946,907
Total Current Assets,"10,296","11,952","11,075","12,130","9,851","12,536","11,115","12,140","10,561","16,473","13,351","12,728","12,000","15,276","14,033","14,009","12,772","16,033","15,483","15,138","14,228","19,335","16,796","15,662","15,318","21,926","27,717","26,916","22,326","26,816","25,083","24,849","20,060","25,611","22,667","24,991","21,442","23,918","22,236","19,968"
"Property, Plant & Equipment","20,834","20,617","20,368","20,180","20,034","19,892","19,751","19,655","19,577","19,463","20,274","20,037","19,949","19,748","19,762","19,818","19,721","19,500","19,172","18,923","18,432","22,076","22,170","22,244","22,660","22,505","22,532","22,621","22,987","22,945","22,851","23,086","23,179","23,021","22,871","20,787","21,085","20,906","21,023","21,174"
Long-Term Investments,279,360,382,395,354,384,412,382,222,400,604,436,366,477,360,370,408,321,87,290,256,235,179,363,372,300,326,202,200,197,225,213,199,76,56,63,121,103,182,238
Goodwill and Intangibles,0,0,0,0,0,0,154,154,154,154,"1,074","1,034","1,082","1,081","1,255","1,327","1,307","1,288","1,271","1,272",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
