,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,279.77,104.47,-113.89,-417.12,100.39,557.04,681,201,"1,158","4,065"
Depreciation & Amortization,651.05,632.76,622.21,590.13,568.82,417.48,406,391,693,"1,635"
Share-Based Compensation,28.05,22.8,13.65,25.98,33.42,31.44,30,40,52,73
Other Operating Activities,65.65,476.4,227.63,198.46,195.53,98.94,328,146,-236,-317
Operating Cash Flow,"1,025","1,236",749.6,397.44,898.16,"1,105","1,445",778,"1,667","5,456"
Operating Cash Flow Growth,57.11%,20.68%,-39.37%,-46.98%,125.99%,23.02%,30.78%,-46.16%,114.27%,227.29%
Capital Expenditures,-871.24,"-1,440.14",-947.95,-324.73,-649.11,-216.12,-785,-575,-720,"-1,674"
Acquisitions,0,-214.74,-16.31,0,0,0,0,0,"1,033",0
Change in Investments,0,0,0,0,0,0,251,-9,0,0
Other Investing Activities,-46.97,-9.96,-29.07,-28.48,-57.04,-77.26,-9,-,-,-
Investing Cash Flow,-918.21,"-1,664.84",-993.33,-353.22,-706.15,-293.38,-543,-584,313,"-1,674"
Dividends Paid,-25.23,-33.28,-33.09,-36.19,-78.84,-111.37,-146,-159,-780,"-1,992"
Share Issuance / Repurchase,-164.63,-138.85,0,995.28,-123.74,-872.76,-520,0,2,"-1,238"
Debt Issued / Paid,60,605,273,-497,0,-297,-7,-87,-190,-880
Other Financing Activities,16.21,-6.91,-16.61,-8.29,-7.92,-8.15,-17,-10,-118,-35
Financing Cash Flow,-113.66,425.96,223.3,453.81,-210.5,"-1,289.28",-690,-256,"-1,086","-4,145"
Net Cash Flow,-7.34,-2.45,-20.44,498.03,-18.5,-477.76,212,-62,894,-363
Free Cash Flow,153.29,-203.71,-198.35,72.71,249.05,888.78,660,203,947,"3,782"
Free Cash Flow Growth,-,-,-,-,242.53%,256.88%,-25.74%,-69.24%,366.50%,299.37%
Free Cash Flow Margin,8.78%,-9.37%,-14.62%,6.29%,14.12%,40.62%,31.95%,13.85%,27.46%,41.79%
Free Cash Flow Per Share,0.36,-0.49,-0.48,0.16,0.54,2.00,1.59,0.51,1.88,4.75
