,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"22,776","29,707","28,600","30,958","36,188","36,855","46,683","41,334","44,810","48,791","42,780"
Market Cap Growth,9.97%,30.43%,-3.73%,8.25%,16.89%,1.84%,26.67%,-11.46%,8.41%,8.89%,-
Enterprise Value,"41,439","49,017","48,409","52,385","58,425","61,508","76,581","75,126","80,797","89,627","85,014"
PE Ratio,15.38,18.18,13.97,50.68,18.92,19.16,24.30,18.79,18.01,21.15,18.70
PS Ratio,1.54,1.81,1.74,1.89,2.35,2.28,3.00,2.77,2.67,2.48,2.22
PB Ratio,1.42,1.77,1.60,1.78,1.98,1.94,2.38,2.01,2.00,2.04,1.69
P/FCF Ratio,46.55,61.44,92.11,-118.25,48.99,-33.88,-26.21,-17.13,-23.17,-35.26,-10.72
P/OCF Ratio,5.55,6.44,5.94,6.85,8.47,7.06,10.93,10.78,11.67,9.23,10.11
EV/Sales Ratio,2.80,2.99,2.94,3.20,3.79,3.80,4.92,5.04,4.81,4.56,4.41
EV/EBITDA Ratio,8.70,9.24,8.27,15.51,10.12,11.58,13.60,12.07,11.95,12.97,11.96
EV/EBIT Ratio,13.59,14.40,12.60,37.04,15.47,20.34,25.69,22.06,21.25,24.17,21.18
EV/FCF Ratio,84.69,101.38,155.91,-200.10,79.09,-56.55,-42.99,-31.13,-41.77,-64.77,-22.41
Debt / Equity Ratio,1.19,1.18,1.14,1.26,1.25,1.33,1.56,1.68,1.63,1.74,1.69
Debt / EBITDA Ratio,4.02,3.75,3.48,6.51,3.95,4.76,5.42,5.53,5.42,6.02,6.03
Debt / FCF Ratio,39.10,41.07,65.61,-83.92,30.88,-23.22,-17.14,-14.27,-18.95,-30.05,-11.86
Quick Ratio,0.38,0.30,0.31,0.26,0.30,0.29,0.23,0.25,0.21,0.26,0.28
Current Ratio,0.71,0.56,0.57,0.64,0.51,0.48,0.40,0.44,0.63,0.51,0.60
Asset Turnover,0.27,0.28,0.27,0.26,0.24,0.24,0.21,0.19,0.20,0.22,0.20
Interest Coverage,3.42,3.92,4.39,1.61,4.22,3.07,2.78,2.92,3.17,2.66,2.31
Return on Equity (ROE),9.40%,9.80%,11.70%,3.40%,10.60%,10.20%,9.90%,10.90%,11.40%,9.60%,9.30%
Return on Assets (ROA),2.70%,2.80%,3.40%,1.00%,3.00%,2.90%,2.60%,2.80%,2.90%,2.50%,2.40%
Return on Capital (ROIC),5.50%,5.49%,6.01%,3.36%,5.69%,5.72%,5.20%,5.34%,5.52%,5.31%,5.08%
Earnings Yield,6.50%,5.50%,7.16%,1.97%,5.29%,5.22%,4.12%,5.32%,5.55%,4.73%,5.27%
FCF Yield,2.15%,1.63%,1.09%,-0.85%,2.04%,-2.95%,-3.82%,-5.84%,-4.32%,-2.84%,-8.45%
Dividend Yield,4.20%,3.30%,3.70%,3.60%,3.20%,3.40%,2.90%,3.40%,3.40%,3.30%,4.33%
Payout Ratio,64.10%,60.80%,51.60%,183.10%,61.40%,64.90%,69.70%,64.00%,60.40%,70.30%,80.92%
Buyback Yield / Dilution,-0.40%,-0.38%,-0.34%,-0.22%,-0.19%,-0.23%,-0.31%,-0.39%,-0.92%,-2.33%,-1.19%
Total Shareholder Return,3.80%,2.92%,3.36%,3.38%,3.01%,3.17%,2.59%,3.01%,2.48%,0.97%,3.14%
