,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,449.71,509.7,513.38,504.89,664.51,576.97,506.42,844.25,940.52,325.13
Depreciation & Amortization,57.01,66.41,74.67,92.98,96.73,100.45,101.73,91.26,92.78,98.99
Share-Based Compensation,47.86,49.11,19.1,28.15,77.4,30.59,26.41,116.88,77.02,46.85
Other Operating Activities,-41.16,93.12,-77.75,-242.02,-45.74,127.41,-135.37,-957.43,539.86,260.98
Operating Cash Flow,513.43,718.34,529.41,384,792.9,835.42,499.19,94.96,"1,650",731.95
Operating Cash Flow Growth,47.63%,39.91%,-26.30%,-27.47%,106.48%,5.36%,-40.25%,-80.98%,1637.85%,-55.64%
Capital Expenditures,-29.5,-44.64,-91.44,-57.95,-63.87,-70.47,-48.48,-70.92,-64.92,-82.79
Acquisitions,0,-369.83,-220.2,-49.07,-5.32,-59.2,-223.23,-14.75,0,0
Other Investing Activities,-359.39,360.03,-1.35,-0.52,-3.62,16.64,-,-,-,-
Investing Cash Flow,-388.9,-54.45,-312.99,-107.53,-72.81,-113.03,-271.71,-85.67,-64.92,-82.79
Dividends Paid,-215.01,-235.62,-245.43,-258.22,-265.22,-277.79,-209.96,-277.32,-285.32,-291.57
Share Issuance / Repurchase,-152.1,-214.31,-153.65,-147.36,-249.71,-246.35,-69.86,-511.09,"-1,359.84",-6.97
Debt Issued / Paid,228.52,-155,290,225,-118.99,-112,-143,822.7,54,-394
Other Financing Activities,-5.05,-2.82,-18.22,-21.56,-21.26,-15.12,-17.85,-26.72,-28.39,-25.29
Financing Cash Flow,-143.64,-607.74,-127.3,-202.13,-655.18,-651.25,-440.67,7.57,"-1,619.55",-717.83
Exchange Rate Effect,-14,-16.86,-9.68,11.89,-20.19,-1.89,9.13,-3.24,-5.64,-3.28
Net Cash Flow,-33.11,39.29,79.44,86.22,44.73,69.24,-204.06,13.62,-39.93,-71.96
Free Cash Flow,483.92,673.69,437.97,326.06,729.03,764.95,450.71,24.03,"1,585",649.16
Free Cash Flow Growth,61.54%,39.21%,-34.99%,-25.55%,123.59%,4.93%,-41.08%,-94.67%,6496.15%,-59.05%
Free Cash Flow Margin,3.59%,5.00%,3.33%,2.19%,4.38%,5.00%,2.78%,0.10%,6.42%,3.69%
Free Cash Flow Per Share,3.29,4.65,3.07,2.32,5.24,5.58,3.33,0.18,12.61,5.48
