,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,868","1,777","1,941","1,220","1,510","1,539","1,471","1,757","1,576","1,674","1,746","2,052","2,130","3,281",962.8,"1,072","1,277","1,315","1,035","1,685","1,197","1,196","1,178","1,832","2,141","2,099","2,492","2,597","2,769","2,809","2,239","1,811","1,750","1,617","1,656","1,769","2,119","2,278","2,006","2,130"
Short-Term Investments,177.3,182,164.8,458.1,485.5,508.9,470.2,474.8,490.6,352.5,311.8,173.4,132.8,86.3,108.3,111.8,100.5,101.2,110.7,133,114,119.5,95.8,98,90,100,96,99,96,88,104,91,103,86,89,90,78,57,73,63
Cash & Cash Equivalents,"2,045","1,959","2,106","1,678","1,995","2,048","1,941","2,232","2,067","2,027","2,058","2,225","2,262","3,367","1,071","1,183","1,378","1,416","1,146","1,818","1,311","1,315","1,274","1,930","2,231","2,199","2,588","2,696","2,865","2,897","2,343","1,902","1,853","1,703","1,745","1,859","2,197","2,335","2,079","2,193"
Cash Growth,15.56%,18.68%,2.98%,-20.35%,-2.42%,4.50%,-7.80%,33.06%,3.57%,-1.01%,6.01%,-0.33%,9.47%,66.13%,-47.95%,-46.82%,-39.10%,-57.96%,6.95%,53.64%,-4.88%,-7.08%,11.20%,6.16%,70.23%,67.17%,103.17%,39.69%,28.42%,31.74%,-9.47%,-29.45%,-35.32%,-41.22%,-25.52%,-2.26%,18.56%,37.11%,19.14%,17.97%
Receivables,737.9,758.3,712.2,792.4,842.7,801.3,720.5,802,852.1,843.7,831.4,887.4,953.5,916.5,"1,007","1,147","1,207","1,137","1,132","1,287","1,301","1,245","1,228","1,419","1,413","1,401","1,360","1,430","1,497","1,458","1,589","1,720","1,824","1,602","1,518","1,652","1,712","1,542","1,513","1,659"
Other Current Assets,163,226.7,244.1,216.4,201.2,215.2,200.3,208.9,166.5,159.6,127.6,140.8,269.6,275.4,200.5,250.1,233.6,286.9,238.9,282,286.6,593.9,540.1,330,350,363,333,383,333,379,323,389,385,515,463,583,517,513,445,489
Total Current Assets,"2,946","2,944","3,062","2,686","3,039","3,064","2,862","3,243","3,085","3,030","3,017","3,253","3,486","4,559","2,279","2,581","2,819","2,840","2,516","3,387","2,898","3,155","3,042","3,679","3,994","3,963","4,281","4,509","4,695","4,734","4,255","4,011","4,062","3,820","3,726","4,094","4,426","4,390","4,037","4,341"
"Property, Plant & Equipment",282.3,298.3,303.5,302.3,299.3,304.6,306.1,306.4,310.5,323,329.6,325.9,329.1,329.7,332.1,325.1,321.6,312.2,311.1,320,826.8,777.2,756.7,748,722,727,692,671,644,639,752,785,808,846,859,848,857,871,871,880
Goodwill and Intangibles,869.4,"1,266","1,350","1,367","1,316","1,329","1,299","1,275","1,380","1,366","1,349","1,320","1,319","1,342","5,355","5,385","5,473","5,204","5,179","5,347","5,293","5,151","5,064","5,220","5,831","5,859","5,999","6,380","6,376","6,374","8,408","8,466","8,461","8,141","7,799","8,049","8,069","8,064","7,889","8,005"
Other Long-Term Assets,255.9,278.3,278.2,313.7,321.4,301.5,305.9,278.1,339,325.4,324.2,428.3,301.9,305.9,338.7,303.7,400.5,395.6,432.9,472,500,508.9,614.7,618,759,749,700,849,785,805,999,"1,418","1,408","1,508","1,555","1,358","1,367","1,366","1,394","1,396"
Total Long-Term Assets,"1,408","1,842","1,932","1,983","1,937","1,936","1,911","1,860","2,030","2,015","2,002","2,074","1,950","1,977","6,026","6,014","6,195","5,912","5,923","6,139","6,620","6,437","6,436","6,586","7,312","7,335","7,391","7,900","7,805","7,818","10,159","10,669","10,677","10,495","10,213","10,255","10,293","10,301","10,154","10,281"
Total Assets,"4,353","4,787","4,994","4,669","4,976","5,000","4,773","5,103","5,115","5,045","5,019","5,327","5,436","6,536","8,305","8,594","9,014","8,752","8,439","9,526","9,518","9,592","9,478","10,265","11,306","11,298","11,672","12,409","12,500","12,552","14,414","14,680","14,739","14,315","13,939","14,349","14,719","14,691","14,191","14,622"
Accounts Payable,312.4,430.8,420.2,557.6,379.2,422.1,409.2,566.6,391.5,453.8,450.3,"1,444",392.6,490.4,577.5,750.3,532.6,593.6,581.6,696,537.1,588.7,607.2,773,664,795,712,"1,039",828,816,"1,084","1,142",856,866,807,"1,011",805,877,938,"1,076"
Deferred Revenue,823.1,781.8,736.4,756.8,870,817.5,753.9,767.7,895.5,826.7,787.3,818,949.9,879,926.6,"1,024","1,127",986.5,895.4,"1,075","1,183","1,071",970.7,"1,162","1,222","1,105","1,020","1,187","1,328","1,235","1,186","1,335","1,611","1,366","1,233","1,333","1,648","1,452","1,291","1,381"
Current Debt,0,0,0,0,0,0,0,0,0,0,299.9,300,213.8,0,614.1,429.4,389.6,389.8,470.5,450,406.2,219,591,89,574,90,91,94,94,92,610,105,607,604,104,106,605,405,105,108
Other Current Liabilities,-108.2,-119.2,-114.9,-114.7,-111,-114.8,-112.9,-115.8,-135.1,-134.1,-135,-134.1,-132.5,-132.2,-135.5,-140,-127.8,-126,-123.9,-122,-120.9,-38.6,-30.9,-112,-109,-104,-102,-98,-96,-93,-87,-86,-86,-81,-78,-75,-70,-67,-65,-65
Total Current Liabilities,"1,027","1,093","1,042","1,200","1,138","1,125","1,050","1,219","1,152","1,146","1,403","2,428","1,424","1,237","1,983","2,063","1,921","1,844","1,824","2,099","2,006","1,840","2,138","1,912","2,351","1,886","1,721","2,222","2,154","2,050","2,793","2,496","2,988","2,755","2,066","2,375","2,988","2,667","2,269","2,500"
Long-Term Debt,"2,098","2,105","2,537","2,547","3,095","3,106","3,125","3,381","3,429","3,420","3,118","3,063","3,862","4,887","5,107","5,111","5,118","4,934","4,484","5,226","5,752","5,768","5,232","6,066","6,766","6,784","6,802","6,849","6,746","6,741","7,439","7,868","7,725","7,579","7,865","7,757","7,312","7,267","7,167","7,307"
Other Long-Term Liabilities,728.8,792.2,797.6,879.1,888.9,872,838.4,836.9,885.9,847.6,856.5,863.4,874.4,879.5,"1,372","1,535","1,555","1,513","1,525","1,545","1,435","1,409","1,405","1,450","1,384","1,391","1,456","1,575","1,375","1,381","1,563","1,400","1,444","1,502","1,578","1,528","1,361","1,445","1,403","1,339"
Total Long-Term Liabilities,"2,826","2,897","3,334","3,426","3,984","3,978","3,963","4,218","4,315","4,268","3,975","3,926","4,736","5,767","6,479","6,646","6,673","6,448","6,009","6,771","7,188","7,177","6,637","7,516","8,150","8,175","8,258","8,424","8,121","8,122","9,002","9,268","9,169","9,081","9,443","9,285","8,673","8,712","8,570","8,646"
Total Liabilities,"3,854","3,990","4,376","4,626","5,122","5,103","5,013","5,436","5,466","5,414","5,377","6,355","6,160","7,004","8,462","8,709","8,594","8,292","7,833","8,870","9,193","9,017","8,775","9,428","10,501","10,061","9,979","10,646","10,275","10,172","11,795","11,764","12,157","11,836","11,509","11,660","11,661","11,379","10,839","11,146"
Total Debt,"2,098","2,105","2,537","2,547","3,095","3,106","3,125","3,381","3,429","3,420","3,418","3,363","4,076","4,887","5,721","5,541","5,508","5,324","4,955","5,676","6,158","5,987","5,823","6,155","7,340","6,874","6,893","6,943","6,840","6,833","8,049","7,973","8,332","8,183","7,969","7,863","7,917","7,672","7,272","7,415"
Debt Growth,27.73%,31.12%,20.87%,21.20%,47.56%,47.59%,23.18%,32.71%,10.78%,10.12%,9.40%,-0.52%,18.87%,42.88%,67.39%,64.75%,35.13%,8.94%,-13.40%,2.45%,11.81%,12.46%,17.52%,8.44%,19.19%,14.81%,18.39%,12.80%,-6.81%,-0.60%,16.77%,14.84%,21.81%,19.76%,-0.99%,-1.38%,-4.98%,-6.24%,-8.75%,-5.70%
