,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,253.73,272.49,"1,117",553.42,287.45,290.65,366.8,422.69,418.13,525.03,511.75,607.22,423.14,487.64,295.31,309.3,264.12,272.38,281.29,316.13,407.44,359.72,330.74,385.77,393.07,"1,826","2,155","2,021","2,559",808.7,362.65,346.76,367.04,442.25,425.18,722.29,638.8,"2,299","2,687","2,076"
Cash & Cash Equivalents,253.73,272.49,"1,117",553.42,287.45,290.65,366.8,422.69,418.13,525.03,511.75,607.22,423.14,487.64,295.31,309.3,264.12,272.38,281.29,316.13,407.44,359.72,330.74,385.77,393.07,"1,826","2,155","2,021","2,559",808.7,362.65,346.76,367.04,442.25,425.18,722.29,638.8,"2,299","2,687","2,076"
Cash Growth,-48.76%,-62.43%,354.50%,138.96%,13.29%,6.66%,-67.16%,-23.62%,45.46%,80.64%,39.52%,43.66%,1.20%,-7.12%,-42.29%,-49.06%,-37.58%,-44.14%,-4.75%,2.21%,54.26%,32.06%,17.58%,22.03%,-3.53%,407.69%,551.68%,423.90%,550.99%,-55.72%,-83.17%,-82.84%,-85.66%,-45.31%,17.25%,108.30%,74.04%,419.86%,531.89%,187.43%
Receivables,534.68,574.73,668.99,745.83,949.03,948.35,"1,049","1,102","1,118","1,138","1,269","1,169","1,056","1,003","1,019",950.16,"1,033","1,089","1,038","1,054","1,084","1,136","1,203","1,224","1,384","1,326","1,147",973.1,937.64,"1,002","1,121","1,169","1,190","1,348","1,701","1,463","1,517","1,505","1,641","1,455"
"Property, Plant & Equipment","21,266","21,545","21,641","22,471","23,800","24,704","24,597","26,069","26,213","26,043","26,898","25,948","25,236","25,476","25,899","25,744","25,573","25,358","28,097","28,421","28,593","31,065","29,705","30,849","30,154","28,930","27,933","28,032","27,920","28,179","29,834","31,218","31,705","32,458","32,920","33,249","33,720","33,576","34,509","37,414"
Goodwill and Intangibles,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32,68.32
Total Assets,"23,211","23,574","24,542","24,963","26,629","27,407","27,456","29,024","29,088","28,965","29,856","28,865","27,767","27,976","28,180","27,944","27,747","27,619","30,249","30,342","30,637","33,149","31,864","33,381","32,923","33,163","32,542","32,484","32,992","32,176","33,480","34,910","35,472","36,574","37,414","37,893","38,494","40,064","41,655","44,012"
Total Liabilities,"11,554","11,024","10,960","11,403","11,619","12,203","12,154","13,665","13,729","13,702","14,199","13,185","12,272","12,273","12,549","12,644","12,298","12,420","14,579","14,331","14,139","16,696","15,168","16,398","15,427","15,899","15,250","15,259","15,945","14,933","15,308","15,912","16,294","16,700","16,957","16,499","16,898","17,871","17,836","17,640"
Total Debt,"10,941","10,345","10,283","10,777","11,015","11,552","11,468","12,968","13,063","12,974","13,431","12,358","11,454","11,380","11,522","11,732","11,350","11,436","13,504","13,297","13,138","15,620","14,142","15,389","14,430","14,883","14,209","14,217","14,922","13,872","14,214","14,677","15,091","15,445","15,511","14,964","15,376","16,340","16,199","16,119"
Debt Growth,11.04%,8.21%,-1.54%,1.17%,0.67%,11.67%,11.52%,20.33%,18.60%,12.30%,17.12%,-4.70%,-12.32%,-12.28%,-14.22%,-5.07%,-0.91%,0.49%,17.21%,13.34%,15.76%,36.59%,4.73%,15.73%,9.83%,-4.72%,0.47%,-7.61%,3.41%,-6.80%,0.03%,3.23%,1.13%,11.34%,9.13%,1.96%,1.89%,5.79%,4.44%,7.72%
Common Stock,"13,772","14,813","15,970","16,046","17,539","17,621","17,701","17,799","17,906","17,942","18,303","18,317","18,158","18,467","18,593","18,690","18,691","18,685","18,916","19,459","19,984","20,072","20,124","20,522","21,149","21,161","21,159","21,137","21,127","21,477","22,477","23,474","23,963","24,818","25,652","27,124","27,545","28,483","30,478","33,196"
Retained Earnings,"-2,451.76","-2,611.69","-2,721.8","-2,793.9","-2,875.67","-2,852.44","-2,961.05","-3,120.28","-3,277.09","-3,389","-3,362.31","-3,341.41","-3,344.18","-3,474.63","-3,721.92","-4,155.13","-4,041.19","-4,210.13","-4,469.93","-4,697.02","-4,761.31","-4,977.23","-4,740.6","-4,869.57","-4,920.5","-4,996.1","-4,925.02","-5,016.12","-5,199.53","-5,428.74","-5,510.64","-5,717.18","-5,928.92","-6,116.75","-6,407.02","-6,709.15","-6,985.3","-7,183.04","-7,374.28","-7,628.73"
Comprehensive Income,-25.42,-18.64,-52.7,-77.01,-107.5,-81.67,-94.36,-88.24,-109.05,-159.64,-151.18,-169.53,-177.2,-163.62,-141.24,-111.47,-91.25,-132.63,-138.49,-129.77,-144.62,-100.62,-117.68,-112.16,-96.21,-116.86,-126.47,-148.5,-128.14,-127.95,-103.18,-121.32,-138.47,-145.2,-75.27,-119.71,-111.56,-95.59,-149.36,-163.16
Shareholders' Equity,"11,294","12,183","13,196","13,175","14,555","14,687","14,645","14,591","14,520","14,393","14,790","14,806","14,636","14,829","14,730","14,423","14,558","14,342","14,308","14,632","15,078","14,994","15,266","15,540","16,133","16,048","16,108","15,973","15,799","15,920","16,863","17,636","17,896","18,556","19,169","20,295","20,448","21,204","22,954","25,404"
Net Cash / Debt,"-10,687.75","-10,072.7","-9,166","-10,223.22","-10,727.34","-11,261.72","-11,100.98","-12,545","-12,645.07","-12,448.7","-12,919.13","-11,751.03","-11,031.05","-10,892.31","-11,226.28","-11,422.63","-11,085.72","-11,163.18","-13,222.78","-12,981.02","-12,730.7","-15,260.11","-13,811.45","-15,003","-14,036.66","-13,056.83","-12,053.74","-12,195.94","-12,363.28","-13,062.83","-13,851.31","-14,330.14","-14,723.63","-15,003.01","-15,086.18","-14,241.62","-14,737.44","-14,040.84","-13,512.64","-14,042.7"
Net Cash Per Share,-36.74,-33.80,-29.30,-31.07,-31.76,-32.05,-31.44,-35.33,-35.51,-34.69,-35.76,-32.23,-30.25,-29.59,-30.28,-30.68,-29.70,-29.92,-35.31,-34.15,-32.36,-37.52,-33.94,-36.77,-34.03,-31.15,-28.77,-29.11,-29.50,-31.15,-32.21,-32.65,-32.73,-32.82,-32.56,-29.27,-29.80,-27.97,-25.73,-25.41
