,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"17,282","18,266","19,244","24,795","25,522","23,012","23,830","24,074","24,625","27,192","26,761","24,264","25,676","27,408","25,925","23,618","20,230","23,320","23,929","26,073","29,982","33,015","36,736","33,186","18,785","21,605","22,989","26,966","29,897","34,696","34,819","37,333","43,001","37,384","29,804","30,974","35,174","40,205","42,494","48,328","48,255"
Market Cap Growth,-2.28%,4.19%,7.74%,60.34%,47.68%,25.98%,23.83%,-2.91%,-3.51%,18.17%,12.30%,0.79%,4.27%,0.79%,-3.13%,-2.66%,-21.21%,-14.92%,-7.70%,10.40%,48.20%,41.58%,53.52%,27.28%,-37.35%,-34.56%,-37.42%,-18.74%,59.15%,60.60%,51.46%,38.45%,43.83%,7.75%,-14.40%,-17.03%,-18.20%,7.54%,42.58%,56.03%,-
Enterprise Value,"27,970","28,338","28,410","35,018","36,249","34,273","34,931","36,619","37,271","39,641","39,680","36,015","36,707","38,300","37,151","35,040","31,316","34,483","37,152","39,054","42,712","48,275","50,547","48,189","32,822","34,661","35,043","39,162","42,260","47,759","48,670","51,664","57,725","52,387","44,890","45,215","49,912","54,246","56,007","62,371","62,297"
PE Ratio,234.58,118.60,71.39,55.50,43.44,27.78,27.26,29.42,31.71,41.24,32.95,23.97,21.83,23.45,28.55,50.95,34.37,42.05,43.91,34.39,49.88,56.50,33.10,26.93,14.88,16.57,22.12,27.55,40.40,59.10,78.92,111.07,131.70,95.85,146.38,219.34,335.11,340.09,168.32,142.10,141.11
PS Ratio,5.66,5.71,5.90,7.42,7.43,6.45,6.44,6.24,6.14,6.58,6.32,5.67,5.98,6.41,6.04,5.47,4.65,5.28,5.24,5.55,6.15,6.51,7.20,6.48,3.68,4.34,4.84,5.86,6.80,7.97,7.64,7.87,8.46,6.90,5.27,5.29,5.84,6.47,6.63,7.28,7.27
PB Ratio,1.53,1.50,1.46,1.88,1.75,1.57,1.63,1.65,1.70,1.89,1.81,1.64,1.75,1.85,1.76,1.64,1.39,1.63,1.67,1.78,1.99,2.20,2.41,2.13,1.16,1.35,1.43,1.69,1.89,2.18,2.07,2.12,2.40,2.02,1.56,1.53,1.72,1.90,1.85,1.90,1.90
P/FCF Ratio,-16.76,-33.81,-216.04,-50.45,-14.16,-12.91,-14.50,-15.25,-86.54,-1100.01,-44.44,7.21,5.68,5.99,5.26,10.14,10.90,13.13,-138.66,9.66,10.91,11.48,5.19,9.39,4.95,4.38,5.10,5.17,6.50,10.00,14.50,22.69,32.11,32.94,53.14,73.67,106.30,202.16,169.61,291.16,290.72
P/OCF Ratio,16.50,15.51,15.82,21.78,23.07,19.80,18.04,17.41,16.02,16.80,16.45,14.80,15.62,16.84,17.04,16.47,14.27,16.32,16.14,16.46,19.23,20.63,23.21,21.61,11.71,14.47,16.01,19.76,23.79,29.11,27.92,29.27,33.18,27.57,21.94,23.31,25.48,28.68,28.62,30.17,30.12
Debt / Equity Ratio,0.97,0.85,0.78,0.82,0.76,0.79,0.78,0.89,0.90,0.90,0.91,0.83,0.78,0.77,0.78,0.81,0.78,0.80,0.94,0.91,0.87,1.04,0.93,0.99,0.89,0.93,0.88,0.89,0.94,0.87,0.84,0.83,0.84,0.83,0.81,0.74,0.75,0.77,0.71,0.63,0.63
Interest Coverage,1.57,1.74,2.20,2.74,2.71,3.83,2.61,2.16,2.23,2.60,3.71,3.63,3.86,2.65,1.70,0.42,4.67,2.40,1.56,1.80,2.95,1.99,5.32,2.67,3.22,2.44,3.62,2.35,1.61,1.20,2.51,1.50,1.55,1.73,0.97,0.94,1.20,1.70,1.84,1.51,1.57
Return on Capital (ROIC),Upgrade,2.78%,3.08%,3.45%,3.65%,3.64%,3.84%,4.13%,3.99%,4.20%,4.46%,4.32%,4.66%,4.71%,4.49%,4.04%,3.17%,3.15%,3.10%,2.85%,3.41%,3.52%,3.33%,3.74%,3.82%,3.60%,3.01%,2.39%,1.74%,1.39%,1.67%,2.03%,2.19%,2.28%,2.30%,2.07%,1.94%,1.92%,2.00%,2.11%,2.25%
Dividend Yield,5.20%,5.00%,5.10%,4.20%,4.10%,4.90%,4.80%,4.90%,4.80%,4.40%,4.60%,5.10%,4.90%,4.60%,4.90%,5.50%,6.40%,5.60%,5.40%,5.00%,4.50%,4.30%,3.80%,4.30%,7.60%,6.20%,5.40%,4.20%,3.40%,2.90%,3.00%,2.80%,2.50%,3.00%,3.80%,3.70%,3.40%,3.00%,3.00%,2.70%,2.62%
Payout Ratio,467.60%,331.20%,180.70%,132.50%,144.70%,92.70%,158.70%,223.00%,204.80%,156.40%,92.50%,92.50%,101.20%,170.60%,435.00%,-280.60%,73.70%,207.10%,511.80%,322.20%,120.80%,255.90%,59.60%,158.20%,114.50%,141.90%,78.20%,152.50%,358.80%,1016.70%,145.20%,469.20%,435.70%,305.00%,-6100.00%,-6100.00%,1220.00%,290.50%,254.20%,406.70%,369.70%
Buyback Yield / Dilution,-11.88%,-7.78%,-8.60%,-13.74%,-16.12%,-17.91%,-12.88%,-7.90%,-5.40%,-2.14%,-2.30%,-2.70%,-2.42%,-2.58%,-2.63%,-2.10%,-2.36%,-1.34%,-1.01%,-2.09%,-5.41%,-9.01%,-8.65%,-7.34%,-4.82%,-3.06%,-2.97%,-2.69%,-1.61%,-0.04%,-2.62%,-4.75%,-7.33%,-9.01%,-7.76%,-10.89%,-9.94%,-9.82%,-13.33%,-13.59%,-11.51%
