,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"11,320","10,264","10,934","10,557","10,482","9,425","9,785","10,073","10,215","9,312","9,844","10,536","10,115","9,434","9,930","10,325","10,433","10,037","10,465","10,794","10,998","10,816","11,760","12,397","4,149","12,057","9,353","10,929","10,948","10,627","11,402","13,154","13,521","15,901","14,593","14,959","13,830","14,487","15,035","15,962"
Revenue Growth (YoY),-3.55%,-3.81%,-0.69%,-4.31%,-7.40%,-8.17%,-10.51%,-4.58%,-2.55%,-1.20%,0.60%,4.60%,-0.98%,1.31%,0.87%,-2.00%,3.14%,6.39%,5.39%,4.54%,5.42%,7.76%,12.37%,14.85%,-62.27%,11.47%,-20.47%,-11.84%,163.87%,-11.86%,21.91%,20.36%,23.50%,49.63%,27.99%,13.72%,2.29%,-8.89%,3.03%,6.70%
Cost of Revenue,"4,607","3,903","4,893","4,223","3,749","3,569","3,754","3,761","3,850","3,572","3,578","3,409","3,471","3,049","3,116","3,307","3,440","3,184","3,417","3,619","3,289","3,052","3,401","3,990","1,573","3,312","2,747","3,013","5,029","3,199","3,104","3,450","3,874","5,380","4,216","3,934","3,881","3,926","4,024","4,264"
Gross Profit,"6,713","6,361","6,041","6,334","6,733","5,856","6,031","6,312","6,365","5,740","6,266","7,127","6,644","6,385","6,814","7,018","6,993","6,853","7,048","7,175","7,709","7,764","8,359","8,407","2,576","8,745","6,606","7,916","5,919","7,428","8,298","9,704","9,647","10,521","10,377","11,025","9,949","10,561","11,011","11,698"
"Selling, General & Admin","2,982","2,734","2,973","2,975","2,925","2,601","2,624","2,472","2,615","2,318","2,458","2,393","2,848","2,472","2,500","2,459","2,642","2,508","2,508","2,443","2,643","2,425","2,712","2,589","1,729","2,555","2,085","2,060","2,619","2,187","2,281","2,336","2,830","2,323","2,512","2,520","2,687","2,479","2,702","2,519"
Research & Development,"1,835","1,574","1,664","1,659","2,283","1,737","1,670","1,500","1,798","1,659","2,151","1,664","4,786","1,830","1,782","4,413","2,315","3,196","2,274","2,068","2,214","1,931","2,189","3,204","2,400","2,209","2,085","3,349","5,788","2,412","4,321","2,445","3,068","2,576","2,798","4,399","3,775","4,276","13,321","3,307"
Other Operating Expenses,565,125,163,376,349,82,191,113,233,91,134,161,265,151,166,153,306,95,228,171,138,153,59,232,182,72,82,113,310,297,82,107,174,53,142,94,49,67,151,126
Operating Expenses,"5,382","4,433","4,800","5,010","5,557","4,420","4,485","4,085","4,646","4,068","4,743","4,218","7,899","4,453","4,448","7,025","5,263","5,799","5,010","4,682","4,995","4,509","4,960","6,025","4,311","4,836","4,252","5,522","8,717","4,896","6,684","4,888","6,072","4,952","5,452","7,013","6,511","6,822","16,174","5,952"
Operating Income,"1,331","1,928","1,241","1,324","1,176","1,436","1,546","2,227","1,719","1,672","1,523","2,909","-1,255","1,932","2,366",-7,"1,730","1,054","2,038","2,493","2,714","3,255","3,399","2,382","-1,735","3,909","2,354","2,394","-2,798","2,532","1,614","4,816","3,575","5,569","4,925","4,012","3,438","3,739","-5,163","5,746"
Interest Expense / Income,201,188,188,191,165,164,174,165,169,172,171,170,180,182,193,189,190,185,194,190,203,209,233,231,219,212,209,203,207,200,202,196,209,243,240,244,235,242,277,317
Other Expense / Income,-61,-325,-809,-410,"-10,789",-104,566,-330,739,-119,-148,-144,-71,-248,-261,-391,-331,-471,-233,-354,-142,-74,-119,-190,"-4,616",-141,"-1,253","-1,130",-980,"-1,085",-636,-642,-477,462,203,190,-309,-149,-102,-186
Pretax Income,"1,191","2,065","1,862","1,543","11,800","1,376",806,"2,392",811,"1,619","1,500","2,883","-1,364","1,998","2,434",195,"1,871","1,340","2,077","2,657","2,653","3,120","3,285","2,341","2,662","3,838","3,398","3,321","-2,025","3,417","2,048","5,262","3,843","4,864","4,482","3,578","3,512","3,646","-5,338","5,615"
Income Tax,410,360,-142,648,"4,484",423,119,566,-166,494,295,699,-769,447,488,251,"2,917",604,370,707,826,205,615,440,306,619,396,380,69,238,503,695,85,554,538,330,495,825,637,870
Net Income,781,"1,705","2,004",895,"7,316",953,687,"1,826",977,"1,125","1,205","2,184",-595,"1,551","1,946",-56,"-1,046",736,"1,707","1,950","1,827","2,915","2,670","1,901","2,356","3,219","3,002","2,941","-2,094","3,179","1,545","4,567","3,758","4,310","3,944","3,248","3,017","2,821","-5,975","4,745"
Net Income Growth,-13.99%,7.03%,121.19%,-20.37%,836.75%,-44.11%,-65.72%,104.02%,-86.65%,18.05%,75.40%,19.61%,-,37.87%,61.49%,-,-,-52.55%,-12.28%,-,-,296.06%,56.41%,-2.51%,28.95%,10.43%,12.43%,54.71%,-,-1.24%,-48.53%,55.29%,-,35.58%,155.28%,-28.88%,-19.72%,-34.55%,-,46.09%
Shares Outstanding (Basic),"2,927","2,934","2,917","2,879","2,849","2,835","2,826","2,814","2,789","2,774","2,768","2,765","2,757","2,745","2,734","2,727","2,715","2,695","2,683","2,662","2,616","2,585","2,574","2,558","2,544","2,533","2,527","2,529","2,530","2,531","2,533","2,530","2,527","2,528","2,531","2,533","2,535","2,538","2,539","2,537"
Shares Outstanding (Diluted),"2,963","2,971","2,949","2,911","2,886","2,865","2,850","2,836","2,814","2,795","2,789","2,786","2,775","2,766","2,752","2,727","2,730","2,710","2,696","2,678","2,634","2,603","2,588","2,572","2,559","2,547","2,536","2,538","2,541","2,541","2,540","2,536","2,535","2,537","2,540","2,542","2,548","2,551","2,539","2,546"
Shares Change,-2.37%,-2.69%,-2.03%,-1.66%,-2.60%,-3.57%,-3.36%,-2.58%,-2.49%,-2.44%,-2.14%,-1.76%,-1.39%,-1.04%,-1.33%,-2.12%,-1.62%,-2.02%,-2.03%,-1.80%,-3.52%,-3.95%,-4.01%,-3.96%,-2.85%,-2.15%,-2.01%,-1.32%,-0.70%,-0.24%,0.16%,-0.08%,-0.24%,-0.16%,-,0.24%,0.51%,0.55%,-0.04%,0.16%
EPS (Basic),0.27,0.58,0.69,0.31,2.54,0.34,0.24,0.65,0.35,0.41,0.44,0.79,-0.21,0.56,0.71,-0.02,-0.38,0.27,0.64,0.73,0.70,1.13,1.04,0.74,0.93,1.27,1.19,1.16,-0.83,1.26,0.61,1.81,1.49,1.70,1.56,1.28,1.18,1.11,-2.35,1.87
EPS (Diluted),0.27,0.57,0.68,0.31,2.50,0.33,0.24,0.64,0.34,0.40,0.43,0.78,-0.21,0.56,0.71,-0.02,-0.38,0.27,0.63,0.73,0.69,1.12,1.03,0.74,0.92,1.26,1.18,1.16,-0.83,1.25,0.61,1.80,1.48,1.70,1.55,1.28,1.18,1.11,-2.35,1.86
EPS Growth,-6.90%,9.62%,126.67%,-18.42%,825.93%,-42.11%,-64.71%,106.45%,-86.40%,21.21%,79.17%,21.88%,-,40.00%,65.12%,-,-,-51.79%,-11.27%,-,-,314.81%,63.49%,1.37%,33.33%,12.50%,14.56%,56.76%,-,-0.79%,-48.31%,55.17%,-,36.00%,154.10%,-28.89%,-20.27%,-34.71%,-,45.31%
Free Cash Flow,"2,597","2,156","2,013","4,028","-1,525","2,081","2,426","2,995","3,753","1,894","1,225","2,562","3,081",-53,"2,924","-1,612","3,304",705,"2,799","2,140","2,663",741,"2,302","3,267","3,761",-279,"2,800",728,"2,575",709,"1,504","3,625","3,823","3,777","3,173","4,476","3,281",332,"2,739","6,815"
Free Cash Flow Per Share,0.89,0.73,0.69,1.40,-0.54,0.73,0.86,1.06,1.35,0.68,0.44,0.93,1.12,-0.02,1.07,-0.59,1.22,0.26,1.04,0.80,1.02,0.29,0.89,1.28,1.48,-0.11,1.11,0.29,1.02,0.28,0.59,1.43,1.51,1.49,1.25,1.77,1.29,0.13,1.08,2.69
Dividend Per Share,0.440,0.440,0.440,0.440,0.450,0.450,0.450,0.450,0.460,0.460,0.460,0.460,0.470,0.470,0.470,0.470,0.480,0.480,0.480,0.480,0.550,0.550,0.550,0.550,0.610,0.610,0.610,0.610,0.650,0.650,0.650,0.650,0.690,0.690,0.690,0.690,0.730,0.730,0.730,0.730
Dividend Growth,2.33%,2.33%,2.33%,2.33%,2.27%,2.27%,2.27%,2.27%,2.22%,2.22%,2.22%,2.22%,2.17%,2.17%,2.17%,2.17%,2.13%,2.13%,2.13%,2.13%,14.58%,14.58%,14.58%,14.58%,10.91%,10.91%,10.91%,10.91%,6.56%,6.56%,6.56%,6.56%,6.15%,6.15%,6.15%,6.15%,5.80%,5.80%,5.80%,5.80%
Gross Margin,59.30%,61.97%,55.25%,60.00%,64.23%,62.13%,61.64%,62.66%,62.31%,61.64%,63.65%,67.64%,65.68%,67.68%,68.62%,67.97%,67.03%,68.28%,67.35%,66.47%,70.09%,71.78%,71.08%,67.81%,62.09%,72.53%,70.63%,72.43%,54.06%,69.90%,72.78%,73.77%,71.35%,66.17%,71.11%,73.70%,71.94%,72.90%,73.24%,73.29%
Operating Margin,11.76%,18.78%,11.35%,12.54%,11.22%,15.24%,15.80%,22.11%,16.83%,17.96%,15.47%,27.61%,-12.41%,20.48%,23.83%,-0.07%,16.58%,10.50%,19.47%,23.10%,24.68%,30.09%,28.90%,19.21%,-41.82%,32.42%,25.17%,21.91%,-25.56%,23.83%,14.16%,36.61%,26.44%,35.02%,33.75%,26.82%,24.86%,25.81%,-34.34%,36.00%
Profit Margin,6.90%,16.61%,18.33%,8.48%,69.80%,10.11%,7.02%,18.13%,9.56%,12.08%,12.24%,20.73%,-5.88%,16.44%,19.60%,-0.54%,-10.03%,7.33%,16.31%,18.07%,16.61%,26.95%,22.70%,15.33%,56.78%,26.70%,32.10%,26.91%,-19.13%,29.91%,13.55%,34.72%,27.79%,27.11%,27.03%,21.71%,21.81%,19.47%,-39.74%,29.73%
Free Cash Flow Margin,22.94%,21.01%,18.41%,38.15%,-14.55%,22.08%,24.79%,29.73%,36.74%,20.34%,12.44%,24.32%,30.46%,-0.56%,29.45%,-15.61%,31.67%,7.02%,26.75%,19.83%,24.21%,6.85%,19.57%,26.35%,90.65%,-2.31%,29.94%,6.66%,23.52%,6.67%,13.19%,27.56%,28.27%,23.75%,21.74%,29.92%,23.72%,2.29%,18.22%,42.70%
Effective Tax Rate,34.42%,17.43%,-7.63%,42.00%,38.00%,30.74%,14.76%,23.66%,-20.47%,30.51%,19.67%,24.25%,-,22.37%,20.05%,128.72%,155.91%,45.07%,17.81%,26.61%,31.13%,6.57%,18.72%,18.80%,11.50%,16.13%,11.65%,11.44%,-,6.97%,24.56%,13.21%,2.21%,11.39%,12.00%,9.22%,14.09%,22.63%,-,15.49%
EBITDA,"3,346","4,007","3,803","3,345","13,538","3,177","2,588","4,127","2,540","3,352","3,221","4,228",1,"3,373","3,789","1,538","3,228","2,662","3,561","3,941","3,854","4,227","4,491","3,417","3,475","4,871","4,582","4,331",-935,"4,509","2,978","6,217","4,887","6,227","5,660","4,781","4,639","4,879","-4,158","6,946"
EBITDA Margin,29.56%,39.04%,34.78%,31.69%,129.15%,33.71%,26.45%,40.97%,24.87%,36.00%,32.72%,40.13%,0.01%,35.75%,38.16%,14.90%,30.94%,26.52%,34.03%,36.51%,35.04%,39.08%,38.19%,27.56%,83.76%,40.40%,48.99%,39.63%,-8.54%,42.43%,26.12%,47.26%,36.14%,39.16%,38.79%,31.96%,33.54%,33.68%,-27.66%,43.52%
Depreciation & Amortization,"1,954","1,754","1,753","1,611","1,573","1,637","1,608","1,570","1,560","1,561","1,550","1,175","1,185","1,193","1,162","1,154","1,167","1,137","1,290","1,094",998,898,973,845,594,821,975,807,883,892,728,759,835,"1,120",938,959,892,991,903,"1,014"
EBIT,"1,392","2,253","2,050","1,734","11,965","1,540",980,"2,557",980,"1,791","1,671","3,053","-1,184","2,180","2,627",384,"2,061","1,525","2,271","2,847","2,856","3,329","3,518","2,572","2,881","4,050","3,607","3,524","-1,818","3,617","2,250","5,458","4,052","5,107","4,722","3,822","3,747","3,888","-5,061","5,932"
EBIT Margin,12.30%,21.95%,18.75%,16.43%,114.15%,16.34%,10.02%,25.38%,9.59%,19.23%,16.97%,28.98%,-11.71%,23.11%,26.46%,3.72%,19.75%,15.19%,21.70%,26.38%,25.97%,30.78%,29.91%,20.75%,69.44%,33.59%,38.57%,32.24%,-16.61%,34.04%,19.73%,41.49%,29.97%,32.12%,32.36%,25.55%,27.09%,26.84%,-33.66%,37.16%
