,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"13,918","13,918","15,515","21,038","19,562","21,464","23,895","26,625","22,899","25,955","29,633"
Market Cap Growth,0%,0%,11.47%,35.60%,-7.01%,9.72%,11.32%,11.43%,-14.00%,13.35%,-
Enterprise Value,"13,918","13,918","18,070","24,132","21,814","26,801","26,501","29,949","25,441",-,"31,390"
PE Ratio,15.76,16.11,17.79,20.14,6.71,29.05,14.81,43.76,30.32,29.98,34.56
PS Ratio,2.20,2.25,2.49,3.16,3.03,2.93,5.16,5.07,3.93,7.22,5.46
PB Ratio,2.66,2.69,5.77,5.55,2.97,2.91,2.67,2.80,2.36,0,2.87
P/FCF Ratio,16.49,15.66,15.40,20.22,15.88,18.52,17.56,29.22,18.97,20.83,37.09
P/OCF Ratio,14.70,13.79,13.65,17.88,14.55,16.88,16.63,27.70,17.57,19.17,32.68
EV/Sales Ratio,2.20,2.25,2.90,3.63,3.38,3.66,5.72,5.70,4.37,-,5.78
EV/EBITDA Ratio,10.02,9.62,12.70,15.78,15.19,19.29,28.77,24.42,17.48,-,23.10
EV/EBIT Ratio,11.49,10.96,14.50,17.81,18.56,27.82,49.35,36.05,25.71,-,30.84
EV/FCF Ratio,16.49,15.66,17.94,23.20,17.70,23.13,19.47,32.87,21.07,-,39.29
Debt / Equity Ratio,0.08,0.08,1.40,1.20,0.52,0.89,0.49,0.44,0.34,0,0.35
Debt / EBITDA Ratio,-,-,-,2.20,2.82,2.47,7.10,3.61,2.85,2.87,2.68
Debt / FCF Ratio,-,-,-,3.23,3.29,2.96,4.81,4.86,3.43,2.61,4.56
Quick Ratio,0.74,0.74,1.19,1.31,1.08,0.75,1.31,0.47,0.61,0,1.22
Current Ratio,1.31,1.20,1.70,1.83,1.45,1.06,1.55,0.68,0.91,0,1.57
Asset Turnover,0.86,0.86,0.76,0.63,0.50,0.42,0.29,0.32,0.37,0,0.34
Interest Coverage,0,0,25.43,15.75,12.15,-6.12,3.63,7.88,10.04,-9.18,-10.91
Return on Equity (ROE),17.24%,16.52%,16.84%,38.86%,76.88%,11.20%,21.84%,6.79%,7.94%,8.94%,8.39%
Return on Assets (ROA),12.20%,11.74%,12.10%,12.75%,27.75%,5.73%,9.25%,3.79%,4.59%,5.45%,5.12%
Return on Capital (ROIC),16.79%,16.52%,17.53%,18.23%,12.79%,8.31%,3.73%,5.50%,6.25%,7.66%,7.09%
Earnings Yield,6.35%,6.21%,5.62%,4.96%,14.90%,3.44%,6.75%,2.29%,3.30%,3.34%,2.92%
FCF Yield,6.06%,6.39%,6.49%,4.94%,6.30%,5.40%,5.70%,3.42%,5.27%,4.80%,2.70%
Dividend Yield,0.00%,0.00%,19.65%,0.46%,0.67%,0.76%,0.68%,0.50%,0.43%,0.39%,0.38%
Payout Ratio,0.00%,0.00%,349.47%,9.31%,4.51%,22.03%,10.13%,21.73%,13.18%,11.78%,13.11%
Buyback Yield / Dilution,-,-,-0.61%,-1.53%,0.54%,3.05%,-5.59%,1.87%,-2.41%,1.44%,0.62%
Total Shareholder Return,-,-,19.04%,-1.06%,1.21%,3.81%,-4.90%,2.36%,-1.98%,1.83%,1.00%
