,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"6,916","6,529","6,714","6,465","7,539","7,142","7,207","7,070","8,511","8,636","14,532","13,848","13,329","14,341","14,863","13,727","15,120","11,439","9,955","8,391","8,281","11,069","13,071","11,951","12,586","8,598","9,653","9,555","11,444","13,977","13,811","12,687","12,196","10,708","7,773","6,168","6,843","8,459","8,503","7,232","7,114"
Market Cap Growth,23.02%,7.70%,14.40%,4.66%,9.02%,9.39%,7.35%,9.36%,12.89%,20.91%,101.62%,95.87%,56.61%,66.07%,2.28%,-0.88%,13.44%,-20.24%,-33.02%,-38.87%,-45.23%,-3.23%,31.30%,42.42%,51.99%,-22.32%,-26.15%,-20.05%,-9.08%,62.56%,43.08%,32.78%,6.58%,-23.39%,-43.72%,-51.39%,-43.89%,-21.00%,9.39%,17.26%,-
Enterprise Value,"8,317","7,942","8,014","7,648","8,650","8,368","8,308","7,989","9,379","9,493","15,402","15,103","14,477","15,529","16,204","14,979","16,441","12,790","11,520","9,888","9,629","12,535","14,438","13,259","13,736","9,925","10,828","10,614","13,413","16,035","15,869","14,621","14,101","12,710","9,597","7,887","8,571","10,443","10,454","9,046","8,928"
PE Ratio,22.08,20.77,21.17,20.68,23.35,22.74,26.87,25.49,33.88,27.66,38.91,36.30,31.00,39.32,-18.80,-17.32,-9.76,-7.48,-6.22,-5.04,-8.19,-10.51,124.02,73.59,49.17,111.96,-176.79,-103.18,-156.76,82.71,38.36,31.96,29.67,29.10,22.53,-7.56,-7.20,-8.15,-8.30,-33.79,-33.79
PS Ratio,2.34,2.21,2.27,2.19,2.58,2.51,2.59,2.60,3.18,3.10,4.67,4.05,3.56,3.70,3.87,3.52,3.79,2.83,2.43,2.09,2.08,2.78,3.32,3.01,3.13,2.18,2.81,2.85,3.43,4.02,3.41,3.02,2.88,2.57,1.88,1.53,1.75,2.15,2.16,1.84,1.81
PB Ratio,2.73,2.59,2.60,2.59,3.25,3.29,3.11,3.10,3.64,1.03,1.75,1.66,1.64,1.76,2.05,1.84,2.29,1.71,1.94,1.63,1.62,2.17,2.52,2.36,2.47,1.83,2.08,2.01,2.32,2.84,2.72,2.51,2.44,2.20,1.61,1.71,1.80,2.32,2.29,2.14,2.11
P/FCF Ratio,21.58,18.84,16.61,15.11,16.34,15.15,15.41,14.56,19.99,24.22,37.02,37.12,30.06,27.79,33.44,30.30,32.52,26.34,24.05,23.19,25.40,36.97,38.12,29.61,24.39,17.72,18.20,16.19,20.36,22.69,21.78,22.22,23.68,19.65,15.61,14.05,18.59,32.66,42.95,33.18,32.63
P/OCF Ratio,16.55,14.63,13.26,12.26,13.45,12.72,13.07,12.54,17.11,19.97,30.64,29.63,23.66,22.23,25.45,23.05,25.12,19.91,17.61,15.94,16.56,23.34,26.02,22.30,19.70,14.34,15.36,13.84,17.63,19.74,18.46,18.15,18.56,15.28,11.78,10.33,13.24,20.99,25.46,20.15,19.82
Debt / Equity Ratio,0.58,0.58,0.53,0.51,0.54,0.61,0.52,0.51,0.49,0.14,0.14,0.19,0.19,0.19,0.22,0.22,0.25,0.25,0.35,0.34,0.32,0.33,0.31,0.30,0.31,0.33,0.49,0.49,0.49,0.48,0.47,0.44,0.45,0.49,0.45,0.59,0.55,0.63,0.61,0.63,0.63
Quick Ratio,0.69,0.57,0.64,0.78,0.89,0.77,0.89,0.71,1.44,1.11,1.31,1.30,1.33,1.29,1.24,1.30,1.12,1.10,0.85,0.87,1.00,1.02,1.08,1.06,1.19,1.06,2.11,1.61,0.81,0.79,0.81,0.84,0.86,0.79,0.82,0.82,0.85,0.71,0.76,0.79,0.79
Current Ratio,1.44,1.24,1.37,1.71,1.85,1.81,2.07,1.29,2.51,2.11,2.41,2.39,2.27,2.30,2.34,2.33,2.10,2.23,1.69,1.76,1.86,2.06,2.08,2.09,2.01,2.03,3.10,2.19,1.31,1.40,1.43,1.51,1.47,1.38,1.52,1.50,1.62,1.41,1.51,1.57,1.57
Interest Coverage,8.61,9.70,10.84,8.60,9.35,8.75,8.03,11.84,3.81,8.29,14.26,14.96,15.63,9.25,-109.89,10.97,-73.28,12.03,-120.18,4.32,9.59,7.40,6.95,17.14,33.53,-17.57,-9.82,5.00,9.60,11.36,9.73,9.07,14.00,8.25,7.07,-87.64,1.42,-0.26,3.24,-12.89,-1.84
Return on Capital (ROIC),Upgrade,8.98%,8.81%,8.93%,9.22%,9.94%,10.02%,8.74%,8.78%,8.18%,3.62%,4.15%,4.17%,4.64%,3.90%,-8.72%,-8.50%,-19.24%,-19.08%,-24.55%,-25.64%,-15.55%,-15.86%,1.88%,2.66%,4.03%,1.73%,-0.68%,-1.05%,-0.73%,2.56%,5.41%,6.07%,6.33%,5.79%,5.72%,-15.90%,-19.77%,-20.97%,-20.09%,-3.88%
Dividend Yield,0.50%,0.60%,0.50%,0.60%,0.50%,0.50%,0.50%,0.60%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.60%,0.50%,0.70%,0.80%,0.90%,0.90%,0.70%,0.60%,0.70%,0.70%,1.00%,0.90%,0.90%,0.80%,0.60%,0.60%,0.70%,0.80%,0.90%,1.30%,1.70%,1.60%,1.30%,1.30%,1.60%,1.67%
Payout Ratio,11.70%,12.90%,10.50%,12.50%,11.00%,15.70%,22.50%,12.00%,17.60%,10.70%,17.10%,19.30%,16.70%,33.50%,-1.90%,22.30%,-3.10%,24.20%,-1.70%,66.90%,-870.00%,48.30%,54.40%,26.30%,23.30%,-15.90%,-22.70%,45.50%,20.80%,19.60%,25.00%,28.20%,20.40%,39.10%,36.80%,-2.50%,-178.60%,-155.60%,34.10%,-11.20%,-54.50%
Buyback Yield / Dilution,-0.71%,0.45%,0.67%,0.28%,0.86%,1.14%,1.29%,1.32%,0.97%,-24.93%,-66.83%,-65.94%,-64.35%,-31.17%,3.37%,1.35%,2.31%,1.75%,1.83%,4.03%,2.75%,2.13%,-0.22%,-0.54%,0.22%,1.82%,3.10%,2.53%,1.53%,0.45%,-0.91%,-0.59%,-0.05%,0.95%,2.45%,2.54%,1.60%,1.52%,1.02%,1.44%,1.44%
Total Shareholder Return,-0.21%,1.05%,1.17%,0.88%,1.36%,1.64%,1.79%,1.92%,1.47%,-24.43%,-66.33%,-65.44%,-63.85%,-30.67%,3.87%,1.95%,2.81%,2.45%,2.63%,4.93%,3.65%,2.83%,0.38%,0.16%,0.92%,2.82%,4.00%,3.43%,2.33%,1.05%,-0.31%,0.11%,0.75%,1.85%,3.75%,4.24%,3.20%,2.82%,2.32%,3.04%,3.11%
