,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,753.69,730.11,765.23,708.2,719,656.3,698,648.9,671.1,772.6,"1,022",954.2,996.5,900.5,992.7,"1,009","1,091",956.1,"1,042",928.4,"1,059",946.2,"1,009",962.1,"1,104",874,491,883,"1,076","1,026","1,062","1,040","1,103",969,"1,023",947,983,978,"1,028",947
Revenue Growth (YoY),0.05%,-0.27%,0.55%,0.59%,-4.60%,-10.11%,-8.78%,-8.37%,-6.66%,17.72%,46.42%,47.05%,48.49%,16.55%,-2.87%,5.76%,9.48%,6.17%,4.98%,-8.01%,-2.90%,-1.04%,-3.14%,3.63%,4.24%,-7.63%,-51.36%,-8.22%,-2.56%,17.39%,116.29%,17.78%,2.51%,-5.56%,-3.67%,-8.94%,-10.88%,0.93%,0.49%,0%
Cost of Revenue,355.86,335.91,340.76,320.1,325.9,282.9,298.3,279.4,296.4,353.7,495.1,440.6,455,408.5,448.5,450.2,497.7,442,489.3,452.3,534.4,446.5,468.6,448.1,494.8,406,315,451,509,447,467,471,499,448,442,439,466,459,478,452
Gross Profit,397.83,394.21,424.47,388.1,393.1,373.4,399.7,369.5,374.7,418.9,526.9,513.6,541.5,492,544.2,559,593.3,514.1,552.8,476.1,525,499.7,540.8,514,609.5,468,176,432,567,579,595,569,604,521,581,508,517,519,550,495
"Selling, General & Admin",292.04,287.84,296.12,276,283.2,270.3,275,264.3,267.8,342.1,402.1,379.1,399.7,404.7,417.6,430.5,421.9,435.2,432.2,418.5,433.1,431.9,430.9,399.3,324.9,359,261,313,373,386,393,395,377,376,410,401,402,416,416,372
Research & Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,34,18,29,38,40,43,39,49,45,45,41,43,46,49,46
Other Operating Expenses,8.34,0.79,1.24,2.5,6.6,5.4,38.9,6.6,13.8,4.1,3.6,7.9,7.6,3.1,"1,175",20.6,877.8,10.2,"1,275",12.1,10,20.5,42.4,5.2,12.9,200,1,18,15,3,5,3,6,3,7,"1,284",7,59,5,313
Operating Expenses,300.37,288.64,297.36,278.5,289.8,275.7,313.9,270.9,281.6,346.2,405.7,387,407.3,407.8,"1,592",451.1,"1,300",445.4,"1,707",430.6,443.1,452.4,473.3,404.5,480.8,593,280,360,426,429,441,437,432,424,462,"1,726",452,521,470,731
Operating Income,97.46,105.57,127.11,109.6,103.3,97.7,85.8,98.6,93.1,72.7,121.2,126.6,134.2,84.2,"-1,048",107.9,-706.4,68.7,"-1,154.1",45.5,81.9,47.3,67.5,109.5,128.7,-125,-104,72,141,150,154,132,172,97,119,"-1,218",65,-2,80,-236
Interest Expense / Income,11.43,10.96,11.8,12.7,11.5,10.7,9.8,9.6,25.8,9.2,9.3,8.4,9,9.3,9.6,9.8,9.6,8.6,9.6,9.7,9.1,8.4,8,6.6,4,7,11,14,15,14,15,14,12,12,15,14,19,19,21,18
Other Expense / Income,-1.01,-0.72,-0.78,0.4,-4.2,4.1,7.1,-15.1,-5.1,-3.6,-11.4,0.9,-6.5,-1.8,6.9,0.4,-2.9,-34.8,-0.4,3.6,-5.4,-14.9,11.9,-3.6,-5.4,-2,4,2,-3,-9,8,5,4,-2,13,9,38,3,12,-4
Pretax Income,87.04,95.33,116.09,96.5,96,82.9,68.9,104.1,72.4,67.1,123.3,117.3,131.7,76.7,"-1,064.5",97.7,-713.1,94.9,"-1,163.3",32.2,78.2,53.8,47.6,106.5,130.1,-130,-119,56,129,145,131,113,156,87,91,"-1,241",8,-24,47,-250
Income Tax,12.6,22.45,26.1,21.2,11.2,18.9,24.8,19.6,13.8,-57.9,17.9,24.8,24.7,16.9,-14.5,7.1,-62.7,13.7,-41.3,4.2,76.4,14.6,11.2,21.5,34.7,10,-24,9,24,33,35,29,37,18,18,-164,23,-5,-39,16
Net Income,74.44,72.88,89.99,75.3,84.8,64,44.1,84.5,58.6,125,105.4,92.5,107,59.8,"-1,050",90.6,-650.4,81.2,"-1,122",28,1.8,39.2,36.4,85,95.4,-140,-95,47,105,112,96,84,119,69,73,"-1,077",-15,-19,86,-266
Net Income Growth,-41.30%,1.66%,3.17%,-5.70%,13.92%,-12.18%,-51.00%,12.22%,-30.90%,95.31%,139.00%,9.47%,82.59%,-52.16%,-,-2.05%,-,35.79%,-,-69.09%,-,-51.72%,-,203.57%,5200.00%,-,-,-44.71%,10.06%,-,-,78.72%,13.33%,-38.39%,-23.96%,-,-,-,17.81%,-
Shares Outstanding (Basic),143,142,142,142,141,140,140,140,140,175,234,233,231,230,229,230,229,227,225,222,223,223,224,223,222,221,219,219,219,219,218,219,218,217,215,215,215,215,212,212
Shares Outstanding (Diluted),145,144,144,144,144,143,142,142,143,178,237,236,234,234,229,233,229,230,225,224,223,225,226,225,222,221,219,219,219,220,221,221,219,218,215,215,215,215,213,212
Shares Change,0.71%,-0.45%,-0.67%,-0.28%,-0.86%,-1.14%,-1.29%,-1.32%,-0.97%,24.93%,66.83%,65.94%,64.35%,31.17%,-3.37%,-1.35%,-2.31%,-1.75%,-1.83%,-4.03%,-2.75%,-2.13%,0.22%,0.54%,-0.22%,-1.82%,-3.10%,-2.53%,-1.53%,-0.45%,0.91%,0.59%,0.05%,-0.95%,-2.45%,-2.54%,-1.60%,-1.52%,-1.02%,-1.44%
EPS (Basic),0.53,0.51,0.63,0.53,0.60,0.46,0.32,0.60,0.41,0.72,0.45,0.40,0.46,0.26,-4.58,0.39,-2.84,0.36,-4.98,0.13,-0.01,0.18,0.16,0.38,0.43,-0.63,-0.44,0.22,0.48,0.51,0.44,0.39,0.54,0.32,0.34,-5.01,-0.07,-0.09,0.41,-1.25
EPS (Diluted),0.51,0.50,0.62,0.52,0.59,0.45,0.31,0.59,0.41,0.70,0.44,0.39,0.46,0.26,-4.58,0.39,-2.84,0.35,-4.98,0.13,-0.01,0.17,0.16,0.38,0.43,-0.63,-0.44,0.22,0.48,0.51,0.43,0.38,0.55,0.32,0.34,-5.01,-0.07,-0.09,0.40,-1.25
EPS Growth,-42.05%,2.04%,3.33%,-5.45%,15.69%,-10.00%,-50.00%,13.46%,-30.51%,55.56%,41.94%,-33.90%,12.20%,-62.86%,-,0%,-,34.62%,-,-66.67%,-,-51.43%,-,192.31%,-,-,-,-42.11%,11.63%,-,-,72.73%,14.58%,-37.25%,-20.93%,-,-,-,17.65%,-
Free Cash Flow,132.64,39.41,132.28,123.61,166.1,49.5,128.5,141.6,106.2,-19.7,164.4,122.2,176.5,53,92.8,130.7,188.5,22.3,72.4,78.6,152.7,-4.3,115.9,139.3,265.1,-35,161,199,237,19,179,136,181,49,132,77,110,-60,71,97
Free Cash Flow Per Share,0.93,0.28,0.93,0.87,1.18,0.35,0.92,1.01,0.76,-0.11,0.70,0.53,0.77,0.23,0.41,0.57,0.82,0.10,0.32,0.35,0.69,-0.02,0.52,0.62,1.20,-0.16,0.74,0.91,1.08,0.09,0.82,0.62,0.83,0.23,0.61,0.36,0.51,-0.28,0.34,0.46
Dividend Per Share,0.062,0.066,0.066,0.066,0.066,0.072,0.072,0.072,0.072,0.077,0.077,0.077,0.077,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.110,0.110,0.110,0.125,0.125,0.125,0.125,0.140,0.140,0.140
