,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"12,610","12,819","12,323","12,841","12,659","13,229","12,555","12,713","11,744","10,785","11,080","11,188","12,414","13,941","15,218","16,724","17,544","16,687","18,453","15,545","19,056","20,962","20,939","22,796","16,490","20,486","22,820","27,814","29,433","30,816","28,668","34,023","30,829","25,286","26,028","32,292","33,444","37,310","34,087","38,054","40,134"
Market Cap Growth,21.79%,21.72%,9.73%,-0.35%,0.39%,3.20%,1.88%,-1.00%,-7.23%,-18.48%,-11.75%,-11.99%,5.70%,29.26%,37.35%,49.48%,41.32%,19.70%,21.26%,-7.05%,8.62%,25.62%,13.47%,46.65%,-13.47%,-2.27%,8.98%,22.01%,78.49%,50.42%,25.63%,22.33%,4.74%,-17.95%,-9.21%,-5.09%,8.48%,47.55%,30.96%,17.84%,-
Enterprise Value,"13,753","14,139","13,591","14,178","13,925","14,568","14,144","14,274","13,576","12,471","12,789","12,812","14,258","15,826","16,912","18,252","19,193","18,275","19,836","17,823","21,161","22,861","22,632","25,172","18,663","22,394","24,488","29,014","30,834","33,571","31,138","36,221","33,024","27,439","28,075","34,331","35,290","38,896","35,406","40,957","43,236"
PE Ratio,22.42,21.36,21.73,21.12,22.27,21.27,20.07,23.23,21.88,19.51,21.20,25.64,22.34,23.16,24.78,17.53,24.19,21.52,24.13,18.37,23.32,24.32,23.71,25.81,14.69,30.81,27.89,31.46,33.56,33.25,27.84,30.20,28.29,22.39,21.86,26.29,27.35,28.77,25.04,27.75,30.83
PS Ratio,3.42,3.37,3.13,3.19,3.14,3.27,3.13,3.20,2.98,2.76,2.87,2.91,3.18,3.49,3.68,3.89,3.93,3.62,3.91,3.21,3.84,4.16,4.09,4.42,3.25,4.27,4.91,6.13,6.46,6.25,5.47,6.13,5.33,4.27,4.32,5.25,5.32,5.81,5.25,5.77,6.11
PB Ratio,3.85,3.75,3.55,3.96,3.88,3.83,3.79,3.91,3.56,3.21,3.28,3.44,3.65,3.88,4.04,4.15,4.17,3.85,4.09,3.66,4.28,4.49,4.30,4.46,3.10,3.73,4.00,4.68,4.81,4.86,4.37,4.95,4.45,3.64,3.65,4.32,4.31,4.62,4.09,3.71,3.94
P/FCF Ratio,21.09,20.65,19.00,19.62,20.56,21.09,20.34,21.07,18.45,16.36,17.19,16.13,18.20,20.15,20.04,22.06,22.09,20.95,22.91,18.43,22.34,23.53,21.54,22.52,15.11,17.49,19.68,23.05,24.13,26.14,24.71,32.41,32.18,27.97,28.23,31.96,27.83,28.71,25.14,-,39.20
P/OCF Ratio,18.97,18.53,17.06,17.69,18.43,19.03,18.29,18.90,16.72,14.82,15.63,14.78,16.60,18.40,18.39,20.07,20.21,19.13,20.92,16.80,20.18,21.23,19.60,20.46,13.87,16.29,18.44,21.71,22.73,24.32,22.67,29.32,28.61,24.64,24.88,28.10,25.06,26.02,23.32,-,37.46
Debt / Equity Ratio,0.43,0.47,0.47,0.53,0.51,0.48,0.58,0.60,0.67,0.64,0.64,0.72,0.71,0.67,0.65,0.54,0.52,0.49,0.42,0.62,0.55,0.53,0.50,0.54,0.64,0.55,0.52,0.41,0.41,0.50,0.43,0.37,0.37,0.36,0.33,0.32,0.29,0.27,0.26,0.32,0.32
Quick Ratio,0.92,0.78,1.16,1.02,1.09,1.14,1.01,0.96,0.77,0.87,0.86,1.42,1.15,1.16,1.08,1.15,1.07,1.07,1.27,0.86,1.12,1.35,1.35,0.80,1.33,1.72,1.37,1.68,1.58,0.62,0.69,0.75,0.75,0.76,0.75,0.81,0.90,1.15,1.06,0.49,0.49
Current Ratio,1.54,1.36,1.91,1.68,1.77,1.93,1.72,1.58,1.29,1.41,1.39,2.09,1.76,1.80,1.59,1.70,1.69,1.71,2.06,1.46,1.91,2.17,2.05,1.42,1.88,2.47,1.88,2.34,2.26,1.10,1.26,1.36,1.43,1.48,1.53,1.62,1.84,2.16,1.86,0.98,0.98
Asset Turnover,Upgrade,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.11,0.10,0.11,0.12,0.11,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12
Interest Coverage,11.77,12.21,11.16,10.06,9.74,10.60,10.03,9.18,8.91,9.24,8.52,7.34,8.99,9.47,9.42,9.47,11.90,12.99,13.68,13.88,12.50,13.76,14.13,12.92,10.20,10.01,12.78,15.32,15.48,15.49,16.49,17.60,18.05,17.93,18.99,13.60,19.72,22.37,23.83,-18.45,-18.45
Return on Equity (ROE),Upgrade,16.27%,16.20%,16.38%,18.03%,17.95%,17.13%,18.28%,18.15%,17.68%,16.85%,16.01%,15.73%,15.18%,14.73%,14.66%,16.92%,17.22%,17.69%,17.84%,18.34%,17.97%,17.62%,17.51%,16.84%,17.61%,16.19%,15.29%,14.66%,13.25%,13.82%,14.17%,14.41%,15.05%,15.74%,15.90%,15.51%,15.38%,15.28%,15.31%,12.82%
Return on Assets (ROA),Upgrade,8.74%,8.55%,8.65%,9.11%,9.22%,9.02%,9.12%,8.87%,8.33%,8.13%,7.74%,7.21%,7.08%,7.02%,7.09%,8.74%,8.98%,9.41%,9.93%,8.98%,9.01%,9.07%,9.24%,8.75%,8.84%,8.62%,8.36%,8.42%,7.67%,7.46%,7.96%,8.32%,8.71%,9.13%,9.42%,9.33%,9.45%,9.62%,9.76%,8.74%
Return on Capital (ROIC),Upgrade,12.78%,12.38%,12.53%,13.17%,13.28%,12.94%,12.90%,12.80%,11.94%,11.70%,11.20%,10.59%,10.31%,10.22%,10.28%,12.64%,12.83%,13.29%,13.94%,12.32%,12.61%,12.59%,12.79%,12.02%,10.38%,10.04%,9.64%,9.92%,10.18%,10.00%,10.63%,11.25%,11.72%,12.22%,12.59%,11.65%,11.89%,12.02%,12.22%,10.29%
Earnings Yield,1.11%,1.17%,1.15%,1.18%,1.12%,1.18%,1.25%,1.08%,1.14%,1.28%,1.18%,0.98%,1.12%,1.08%,1.01%,1.43%,1.03%,1.16%,1.04%,1.36%,1.07%,1.03%,1.05%,0.97%,1.70%,0.81%,0.90%,0.79%,0.74%,0.75%,0.90%,0.83%,0.88%,1.12%,1.14%,0.95%,0.91%,0.87%,1.00%,0.90%,3.26%
FCF Yield,1.16%,1.09%,1.45%,1.47%,0.85%,1.15%,1.34%,1.38%,1.20%,1.62%,1.39%,2.01%,1.04%,1.32%,1.45%,1.34%,0.94%,1.12%,1.25%,1.68%,0.92%,1.07%,1.49%,1.32%,1.54%,1.49%,1.31%,1.25%,0.91%,0.86%,0.98%,0.70%,0.57%,0.83%,1.15%,1.01%,1.10%,0.82%,1.04%,0.00%,2.55%
Dividend Yield,0.12%,0.17%,0.18%,0.17%,0.17%,0.16%,0.17%,0.17%,0.18%,0.19%,0.19%,0.18%,0.17%,0.15%,0.14%,0.12%,0.18%,0.19%,0.18%,0.21%,0.17%,0.15%,0.15%,0.14%,0.25%,0.20%,0.18%,0.15%,0.16%,0.15%,0.16%,0.14%,0.16%,0.20%,0.19%,0.16%,0.17%,0.15%,0.17%,0.00%,0.64%
Payout Ratio,10.43%,14.68%,15.54%,14.36%,15.23%,13.95%,13.63%,15.59%,15.66%,15.16%,15.88%,18.85%,14.84%,13.74%,13.48%,8.69%,17.81%,16.69%,16.93%,15.07%,15.55%,14.78%,14.44%,14.49%,14.67%,24.81%,20.18%,18.71%,21.00%,19.91%,17.94%,16.42%,18.64%,17.86%,16.95%,16.46%,18.81%,17.76%,16.93%,0.00%,19.75%
Buyback Yield / Dilution,-0.74%,-0.53%,-0.70%,0.28%,1.79%,1.53%,2.59%,3.02%,2.71%,3.62%,3.53%,3.14%,2.21%,1.36%,0.20%,-0.58%,-0.85%,-0.74%,-0.43%,0.52%,1.84%,1.70%,1.58%,0.57%,-0.96%,-0.46%,-0.83%,-0.82%,-0.62%,-1.07%,-0.67%,-0.53%,-0.33%,0.68%,0.98%,0.86%,0.79%,-0.01%,-0.45%,-0.29%,-0.29%
Total Shareholder Return,-0.62%,-0.36%,-0.52%,0.45%,1.96%,1.69%,2.76%,3.19%,2.89%,3.82%,3.72%,3.33%,2.37%,1.51%,0.34%,-0.46%,-0.66%,-0.54%,-0.25%,0.72%,2.00%,1.85%,1.73%,0.71%,-0.71%,-0.26%,-0.65%,-0.67%,-0.46%,-0.92%,-0.50%,-0.39%,-0.17%,0.88%,1.17%,1.01%,0.96%,0.15%,-0.28%,-0.29%,0.35%
