,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,-48.48,6.53,104.22,-313.14,109.49,446.91,-295.7,948.58,340.66,597.6
Depreciation & Amortization,41.41,44.88,58.43,52.18,54.97,54.53,51.81,57.84,67.86,82.66
Share-Based Compensation,62.18,69.87,96.2,133.06,148.15,166.59,177.88,183.01,188.42,215.89
Other Operating Activities,-28.85,-31.88,45.91,34.92,23.61,42.63,-58.59,-439.94,373.01,-399.66
Operating Cash Flow,26.26,89.41,304.76,-92.99,336.23,710.66,-124.6,749.49,969.94,496.49
Operating Cash Flow Growth,186.01%,240.52%,240.86%,-,-,111.36%,-,-,29.41%,-48.81%
Capital Expenditures,-27.88,-26,-120.28,-111.02,-73.48,-78.06,-187.38,-181.01,-77.83,-32.49
Acquisitions,0,0,-142.86,0,0,0,0,0,0,0
Change in Investments,-110.56,-79.01,30.65,-238.96,-12.94,-9.39,-81.62,-26.69,-0.71,-160.19
Other Investing Activities,-,-,-,-,-,-,-,-,-,-15
Investing Cash Flow,-138.44,-105.01,-232.49,-349.98,-86.42,-87.45,-269,-207.7,-78.54,-207.68
Share Issuance / Repurchase,92.84,86.44,49.97,716.15,29.94,80.05,133.06,58.63,61.12,35.84
Debt Issued / Paid,0,-1.7,-0.45,0,0,-0.82,-0.84,-2.42,-2.86,-3.36
Other Financing Activities,0.21,0.01,-4.91,-25.94,-15.29,-33.52,-60.52,-50.03,-59.05,-52.51
Financing Cash Flow,93.06,84.74,44.62,690.21,14.66,45.71,71.71,6.18,-0.79,-20.03
Exchange Rate Effect,-0.01,0,-0.01,-0.04,0.09,-0.19,2.95,-3.57,3.36,-6.68
Net Cash Flow,-19.13,69.14,116.88,247.21,264.55,668.72,-318.94,544.4,893.96,262.1
Free Cash Flow,-1.62,63.41,184.48,-204.01,262.74,632.59,-311.98,568.48,892.11,464
Free Cash Flow Growth,-,-,190.95%,-,-,140.76%,-,-,56.93%,-47.99%
Free Cash Flow Margin,-0.32%,8.41%,16.68%,-13.28%,13.96%,29.30%,-11.70%,19.04%,26.28%,12.56%
Free Cash Flow Per Share,-0.01,0.35,0.98,-1.00,1.24,2.94,-1.43,2.58,4.02,2.08
