,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-10-02,2017-01-01,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2020-12-27,2021-03-28,2021-06-27,2021-10-03,2022-01-02,2022-04-03,2022-07-03,2022-10-02,2023-01-01,2023-04-02,2023-07-02,2023-10-01,2023-12-31,Current
Market Capitalization,"55,710","58,673","56,468","61,233","71,283","81,957","86,069","89,563","86,262","80,101","79,402","80,804","85,098","84,439","77,552","81,711","83,975","67,413","76,683","78,642","92,449","101,535","105,779","104,082","77,863","83,615","98,547","119,729","129,385","133,195","133,144","137,229","105,241","90,903","96,680","113,862","119,677","113,562","104,541","109,135","105,544"
Market Cap Growth,30.55%,19.63%,-2.82%,3.42%,27.95%,39.68%,52.42%,46.27%,21.01%,-2.27%,-7.75%,-9.78%,-1.35%,5.42%,-2.33%,1.12%,-1.32%,-20.16%,-1.12%,-3.76%,10.09%,50.62%,37.94%,32.35%,-15.78%,-17.65%,-6.84%,15.03%,66.17%,59.30%,35.11%,14.62%,-18.66%,-31.75%,-27.39%,-17.03%,13.72%,24.93%,8.13%,-4.15%,-
Enterprise Value,"56,268","59,525","56,672","61,329","71,482","82,679","86,805","89,531","87,841","81,387","80,724","81,814","86,670","85,368","78,794","82,860","88,268","72,235","77,185","82,781","99,534","107,859","114,189","121,603","98,157","105,142","119,173","139,404","148,904","151,813","150,131","156,919","126,163","111,548","117,302","134,370","140,735","134,314","125,187","130,215","126,624"
PE Ratio,362.93,236.30,27.30,24.39,27.65,30.44,31.21,36.38,33.94,30.01,28.18,28.04,28.75,29.15,26.88,18.64,19.13,14.81,16.97,25.97,30.49,28.58,29.39,27.95,22.97,62.47,106.16,180.10,129.93,47.11,31.71,31.24,23.87,21.81,29.46,34.29,33.67,30.02,25.35,25.42,24.93
PS Ratio,3.56,3.65,3.43,3.60,4.03,4.45,4.49,4.54,4.28,3.90,3.73,3.73,3.87,3.77,3.46,3.60,3.58,2.80,3.10,3.11,3.62,3.90,3.99,3.86,2.92,3.48,4.19,5.17,5.43,4.91,4.58,4.52,3.36,2.84,3.00,3.46,3.52,3.24,2.91,2.98,2.88
PB Ratio,11.27,11.58,10.71,10.60,11.86,13.99,14.79,14.97,16.93,14.00,13.50,13.94,15.18,14.45,14.23,14.21,17.83,16.89,65.57,-27.26,-18.35,-23.50,-16.97,-15.40,-10.34,-9.70,-12.63,-15.14,-16.90,-19.58,-25.02,-16.23,-12.00,-10.49,-11.10,-13.13,-14.07,-13.60,-13.08,-12.67,-12.67
P/FCF Ratio,-90.20,-132.42,-102.09,27.36,30.62,36.80,35.20,34.23,33.59,28.14,24.37,25.44,27.50,26.77,28.38,28.03,30.31,25.01,7.70,7.49,8.81,9.65,32.64,38.06,75.37,-186.23,862.93,651.06,52.40,28.78,29.46,30.76,29.17,29.92,37.82,52.27,41.79,36.71,27.62,24.27,23.47
P/OCF Ratio,100.87,79.60,92.91,17.83,19.84,23.28,22.96,22.62,21.93,18.91,16.90,17.60,18.89,18.40,18.24,17.93,18.46,14.66,6.42,6.30,7.44,8.21,20.96,23.11,28.29,68.80,61.68,74.95,33.67,22.35,22.23,22.78,19.85,18.87,21.99,27.64,25.33,21.99,17.40,16.05,15.52
Debt / Equity Ratio,0.41,0.40,0.39,0.35,0.34,0.49,0.40,0.39,0.59,0.63,0.61,0.55,0.71,0.67,0.72,0.85,1.39,1.70,8.07,-3.16,-1.83,-2.58,-1.79,-3.05,-3.04,-2.98,-3.24,-3.15,-3.07,-3.46,-4.44,-2.81,-2.84,-2.76,-2.73,-2.75,-2.88,-2.92,-3.08,-2.84,-2.84
Quick Ratio,0.76,0.62,0.81,0.74,0.71,0.70,0.64,0.71,0.50,0.72,0.67,0.69,0.80,0.94,0.84,0.68,0.60,0.51,1.69,1.05,0.54,0.95,0.59,0.46,0.43,0.63,0.75,0.78,0.75,0.75,0.93,0.57,0.55,0.52,0.48,0.48,0.51,0.52,0.55,0.48,0.48
