,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"32,066","36,496","33,994","41,877","36,757","33,960","43,814","46,600","29,391","37,872","38,346"
Market Cap Growth,4.97%,13.82%,-6.86%,23.19%,-12.23%,-7.61%,29.02%,6.36%,-36.93%,28.85%,-
Enterprise Value,"29,928","32,830","29,703","37,694","32,991","32,221","42,848","45,523","28,424","36,552","37,026"
PE Ratio,22.28,22.47,21.89,27.84,17.50,18.44,31.48,21.81,12.84,17.81,18.29
PS Ratio,3.12,2.94,2.52,2.83,2.28,2.02,2.63,2.52,1.51,1.96,1.98
PB Ratio,4.14,3.93,3.17,3.93,3.22,3.08,4.04,3.89,2.39,2.86,2.90
P/FCF Ratio,25.43,19.07,25.27,19.73,16.59,16.12,15.10,21.03,13.14,18.81,19.05
P/OCF Ratio,21.77,16.69,20.66,17.40,14.18,13.59,13.28,18.68,11.45,16.25,16.46
EV/Sales Ratio,2.92,2.64,2.20,2.55,2.05,1.92,2.57,2.46,1.46,1.89,1.91
EV/EBITDA Ratio,14.02,13.07,10.78,12.07,9.92,10.61,15.99,13.34,7.88,10.78,10.92
EV/EBIT Ratio,15.53,15.05,12.50,14.06,11.67,12.83,20.21,16.03,9.35,12.89,13.06
EV/FCF Ratio,23.73,17.15,22.08,17.75,14.89,15.29,14.77,20.54,12.71,18.16,18.39
Debt / Equity Ratio,0.21,0.14,0.08,0.08,0.07,0.15,0.16,0.14,0.12,0.10,0.10
Debt / EBITDA Ratio,0.77,0.51,0.32,0.28,0.22,0.55,0.66,0.48,0.43,0.39,0.39
Debt / FCF Ratio,1.30,0.67,0.65,0.41,0.34,0.80,0.61,0.74,0.69,0.65,0.65
Quick Ratio,2.34,2.79,3.34,2.92,2.84,2.24,1.64,1.78,1.88,1.95,1.95
Current Ratio,2.48,2.91,3.56,3.21,3.18,2.55,1.94,2.08,2.17,2.25,2.25
Asset Turnover,1.09,1.02,1.00,1.03,1.06,1.06,0.93,1.08,1.11,1.07,1.07
Interest Coverage,642.33,121.22,125.11,116.52,104.67,96.58,88.33,315.44,159.95,69.15,69.15
Return on Equity (ROE),20.00%,18.70%,15.30%,14.30%,19.10%,17.00%,12.80%,18.70%,19.00%,16.50%,16.50%
Return on Assets (ROA),15.30%,13.40%,11.50%,10.50%,13.80%,11.60%,7.80%,12.50%,13.10%,11.70%,11.70%
Return on Capital (ROIC),15.03%,15.22%,12.99%,12.17%,17.28%,14.31%,11.15%,15.65%,16.26%,14.07%,14.07%
Earnings Yield,4.49%,4.45%,4.57%,3.59%,5.72%,5.42%,3.18%,4.59%,7.79%,5.61%,5.54%
FCF Yield,3.93%,5.24%,3.96%,5.07%,6.03%,6.20%,6.62%,4.76%,7.61%,5.32%,5.25%
Dividend Yield,0.00%,0.00%,0.00%,0.60%,1.30%,1.30%,1.10%,1.10%,1.90%,1.50%,1.56%
Payout Ratio,0.00%,0.00%,0.00%,17.70%,22.20%,24.20%,34.10%,23.60%,24.40%,27.60%,28.50%
Buyback Yield / Dilution,-0.54%,-0.16%,0.49%,2.46%,1.85%,4.11%,3.39%,2.40%,1.70%,2.70%,2.70%
Total Shareholder Return,-0.54%,-0.16%,0.49%,3.06%,3.15%,5.41%,4.49%,3.50%,3.60%,4.20%,4.26%
