,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"24,162","22,964","23,141","21,308","20,403","25,942","21,681","22,567","21,515","19,976","19,637"
Market Cap Growth,27.41%,-4.96%,0.77%,-7.92%,-4.25%,27.15%,-16.43%,4.08%,-4.66%,-7.15%,-
Enterprise Value,"41,533","42,092","42,049","42,098","41,811","48,171","37,096","30,205","35,387","35,249","34,910"
PE Ratio,13.91,33.67,12.17,18.89,11.17,14.86,14.76,-15.25,28.46,27.00,26.64
PS Ratio,3.08,2.99,3.08,2.86,2.62,4.63,3.96,3.90,2.72,2.40,2.36
PB Ratio,1.77,2.32,2.34,1.98,1.75,2.00,1.62,1.64,1.55,1.43,1.41
P/FCF Ratio,-75.51,-24.05,-771.38,-31.71,-48.93,140.99,45.55,75.98,-50.62,-31.61,-31.61
P/OCF Ratio,7.10,8.78,8.01,8.66,7.23,10.69,7.90,9.94,12.44,11.36,11.17
EV/Sales Ratio,5.29,5.49,5.59,5.65,5.37,8.60,6.78,5.22,4.48,4.24,4.20
EV/EBITDA Ratio,9.75,14.22,9.46,10.74,9.46,13.54,10.61,28.44,13.09,12.05,11.94
EV/EBIT Ratio,12.69,20.86,12.23,14.97,12.87,18.89,15.35,-511.94,24.07,22.17,21.96
EV/FCF Ratio,-129.79,-44.08,-1401.64,-62.65,-100.27,261.80,77.93,101.70,-83.26,-55.77,-55.77
Debt / Equity Ratio,1.39,2.01,1.94,1.98,1.89,1.77,1.19,0.82,1.02,1.12,1.12
Debt / EBITDA Ratio,4.43,6.74,4.33,5.43,4.98,6.48,4.53,10.55,5.26,5.33,5.33
Debt / FCF Ratio,-59.03,-20.90,-641.63,-31.66,-52.83,125.24,33.31,37.74,-33.48,-24.69,-24.69
Quick Ratio,0.37,0.51,0.39,0.42,0.39,0.41,0.09,1.92,0.48,0.51,0.51
Current Ratio,0.81,0.68,0.54,0.57,0.53,0.56,1.39,2.15,0.75,0.88,0.88
Asset Turnover,0.16,0.19,0.20,0.19,0.18,0.13,0.12,0.15,0.22,0.22,0.22
Interest Coverage,3.88,2.32,3.87,3.12,3.37,4.11,3.81,-0.06,2.87,2.39,2.39
Return on Equity (ROE),12.90%,6.20%,19.00%,10.70%,15.90%,14.20%,11.00%,-10.80%,5.40%,5.30%,5.30%
Return on Assets (ROA),3.60%,1.60%,4.90%,2.80%,4.30%,3.90%,3.10%,-3.90%,2.10%,1.90%,1.90%
Return on Capital (ROIC),6.30%,5.63%,7.51%,5.34%,6.77%,3.83%,4.47%,5.71%,3.86%,4.42%,4.42%
Earnings Yield,7.19%,2.97%,8.22%,5.29%,8.95%,6.73%,6.78%,-6.56%,3.51%,3.70%,3.77%
FCF Yield,-1.32%,-4.16%,-0.13%,-3.15%,-2.04%,0.71%,2.20%,1.32%,-1.98%,-3.16%,-3.22%
Dividend Yield,4.10%,11.70%,4.50%,5.10%,5.80%,4.60%,5.90%,5.50%,3.00%,3.50%,3.60%
Payout Ratio,56.50%,396.50%,54.30%,96.30%,63.30%,69.00%,86.90%,-86.00%,85.00%,96.00%,96.00%
Buyback Yield / Dilution,-0.44%,-0.99%,-1.17%,-1.01%,-3.10%,-3.97%,-4.43%,0.59%,3.65%,-0.17%,-0.17%
Total Shareholder Return,3.66%,10.71%,3.33%,4.09%,2.70%,0.63%,1.47%,6.09%,6.65%,3.33%,3.43%
