,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"21,937","27,419","23,334","25,166","26,867","29,607","42,702","36,754","42,242","48,577","44,361"
Market Cap Growth,27.86%,24.99%,-14.90%,7.85%,6.76%,10.20%,44.23%,-13.93%,14.93%,15.00%,-
Enterprise Value,"33,929","41,097","37,547","41,862","45,915","54,020","68,376","59,975","66,306","77,034","73,524"
PE Ratio,21.92,23.62,17.30,18.37,104.95,32.04,20.78,9.77,33.69,23.20,16.30
PS Ratio,2.08,2.49,2.28,2.47,2.79,2.93,3.94,3.23,3.29,3.36,2.66
PB Ratio,1.99,2.42,1.98,1.94,2.12,1.73,2.14,1.57,1.63,1.79,1.57
P/FCF Ratio,-27.84,-28.50,-90.44,-13.22,-335.83,-1057.40,-68.87,-17.63,-36.01,-11.52,-13.92
P/OCF Ratio,12.30,12.69,8.05,10.89,7.41,8.42,13.83,14.19,10.99,42.54,9.21
EV/Sales Ratio,3.21,3.72,3.67,4.11,4.76,5.35,6.31,5.27,5.16,5.34,4.41
EV/EBITDA Ratio,11.14,12.96,10.72,11.55,14.11,15.99,13.25,8.66,14.83,13.36,10.78
EV/EBIT Ratio,17.54,20.39,16.67,18.10,25.27,28.63,19.05,11.40,25.36,20.55,15.82
EV/FCF Ratio,-43.06,-42.72,-145.53,-22.00,-573.93,-1929.30,-110.28,-28.76,-56.53,-18.28,-23.41
Debt / Equity Ratio,1.18,1.26,1.24,1.32,1.53,1.43,1.30,1.04,0.95,1.07,1.09
Debt / EBITDA Ratio,4.25,4.50,4.19,4.72,5.97,7.27,5.00,3.49,5.51,5.01,4.50
Debt / FCF Ratio,-16.43,-14.85,-56.83,-9.00,-242.65,-877.54,-41.64,-11.61,-21.01,-6.86,-9.97
Quick Ratio,0.57,0.44,0.46,0.37,0.39,0.32,0.29,0.55,0.37,0.39,0.45
Current Ratio,0.92,0.83,0.63,0.53,0.50,0.49,0.37,0.66,0.44,0.60,0.61
Asset Turnover,0.28,0.29,0.25,0.23,0.20,0.17,0.17,0.17,0.18,0.19,0.20
Interest Coverage,3.46,3.64,4.01,4.18,2.92,2.13,3.33,4.87,2.18,3.56,3.71
Return on Equity (ROE),9.30%,10.30%,11.60%,11.20%,1.90%,5.60%,11.20%,16.70%,5.00%,7.80%,9.90%
Return on Assets (ROA),2.70%,3.00%,3.30%,3.10%,0.50%,1.50%,3.20%,5.60%,1.80%,2.70%,3.30%
Return on Capital (ROIC),5.16%,5.70%,6.05%,4.13%,1.33%,3.66%,5.06%,4.99%,2.37%,3.25%,4.72%
Earnings Yield,4.56%,4.23%,5.78%,5.44%,0.95%,3.12%,4.81%,10.24%,2.97%,4.31%,6.16%
FCF Yield,-3.59%,-3.51%,-1.11%,-7.56%,-0.30%,-0.09%,-1.45%,-5.67%,-2.78%,-8.68%,-6.93%
Dividend Yield,2.80%,2.40%,3.00%,3.40%,3.10%,3.30%,2.60%,3.30%,3.30%,3.00%,3.38%
Payout Ratio,61.50%,55.90%,51.60%,61.90%,322.40%,103.80%,52.30%,32.30%,109.20%,68.90%,55.03%
Buyback Yield / Dilution,-1.07%,-0.53%,-0.11%,-0.09%,-0.46%,-6.96%,-4.51%,-3.62%,-7.11%,-1.07%,-0.02%
Total Shareholder Return,1.73%,1.87%,2.89%,3.31%,2.64%,-3.66%,-1.91%,-0.32%,-3.81%,1.93%,3.35%
