,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"85,007","57,645","62,125","65,622","71,780","71,355","42,899","95,202","147,036","137,822","131,292"
Market Cap Growth,-1.79%,-32.19%,7.77%,5.63%,9.38%,-0.59%,-39.88%,121.92%,54.45%,-6.27%,-
Enterprise Value,"102,510","80,157","85,740","75,228","79,123","76,023","50,412","108,545","154,436","150,153","143,623"
PE Ratio,12.38,-13.02,-17.18,-76.75,11.47,9.93,-15.88,11.78,7.87,12.58,12.20
PS Ratio,1.53,1.86,2.55,2.01,1.85,1.95,2.23,1.97,1.79,2.35,2.24
PB Ratio,1.64,1.45,1.78,2.14,2.25,2.04,1.44,2.10,3.06,2.80,2.66
P/FCF Ratio,-164.74,-23.26,-133.32,26.40,11.61,15.97,493.09,8.16,8.10,15.81,15.06
P/OCF Ratio,5.13,7.61,14.11,9.27,5.55,6.43,8.93,5.60,5.19,6.90,6.58
EV/Sales Ratio,1.85,2.59,3.52,2.31,2.04,2.07,2.62,2.25,1.88,2.56,2.45
EV/EBITDA Ratio,5.28,29.29,18.16,14.29,4.76,4.66,16.05,5.22,4.23,5.93,5.67
EV/EBIT Ratio,9.24,-12.57,-19.75,-47.64,7.42,7.43,-21.18,7.98,5.32,8.80,8.41
EV/FCF Ratio,-198.66,-32.35,-183.99,30.26,12.79,17.02,579.45,9.30,8.51,17.23,16.48
Debt / Equity Ratio,0.43,0.63,0.78,0.64,0.47,0.43,0.51,0.44,0.35,0.38,0.38
Debt / EBITDA Ratio,1.16,9.09,5.78,3.74,0.90,0.91,4.89,0.96,0.46,0.75,0.75
Debt / FCF Ratio,-43.73,-10.04,-58.53,7.93,2.42,3.33,176.66,1.71,0.92,2.17,2.17
Quick Ratio,1.03,0.74,1.02,1.53,1.58,1.93,1.98,1.10,1.27,1.21,1.21
Current Ratio,1.31,0.95,1.25,1.76,1.80,2.40,2.25,1.34,1.46,1.43,1.43
Asset Turnover,0.47,0.29,0.26,0.42,0.55,0.52,0.30,0.56,0.88,0.63,0.63
Interest Coverage,17.13,-6.93,-3.49,-1.44,14.50,13.15,-2.95,15.38,36.07,21.88,21.88
Return on Equity (ROE),12.70%,-9.80%,-9.80%,-2.70%,19.90%,21.20%,-8.80%,18.30%,38.00%,22.80%,22.80%
Return on Assets (ROA),5.80%,-4.20%,-3.80%,-1.10%,8.90%,10.10%,-4.30%,9.30%,19.90%,11.80%,11.80%
Return on Capital (ROIC),9.23%,-9.14%,-6.23%,-2.23%,14.84%,16.30%,-4.76%,13.44%,29.87%,17.20%,17.20%
Earnings Yield,8.08%,-7.68%,-5.82%,-1.30%,8.72%,10.07%,-6.30%,8.49%,12.70%,7.95%,8.35%
FCF Yield,-0.61%,-4.30%,-0.75%,3.79%,8.62%,6.26%,0.20%,12.26%,12.35%,6.32%,6.64%
Dividend Yield,4.10%,6.30%,2.00%,1.90%,1.90%,2.10%,4.20%,2.70%,4.20%,3.40%,1.44%
Payout Ratio,51.30%,-82.10%,-34.40%,-151.40%,21.60%,20.80%,-67.30%,32.00%,34.10%,43.10%,17.57%
Buyback Yield / Dilution,-0.49%,0.32%,-0.28%,1.96%,3.73%,4.42%,4.05%,-23.20%,3.76%,5.67%,5.67%
Total Shareholder Return,3.61%,6.62%,1.72%,3.86%,5.63%,6.52%,8.25%,-20.50%,7.96%,9.07%,7.11%
