,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,192.19,110.92,98.56,-14.7,173.43,5.54,40.79,-134.58,5.64,-258.65,-8.02,-191.96,163.99,41.13,23.34,"1,280","-1,585.99",17.81,-39.69,-636.69,190.69,125.57,-361.03,"-1,176.92",-167.14,-263.08,-600.64,72.06,-37.43,-933.26,"-1,976.81","1,805","-1,516.05",891.36,683.67,"1,712","1,219",-66.63,81.26,502.06
Depreciation & Amortization,152.11,157.22,175.58,194.39,194.75,196.82,208.23,219.43,221.23,224.63,237.09,244.97,231.92,240.82,246.56,343.27,458.62,422.68,438.27,454.51,406.08,390.54,405.73,395.61,368.31,339.88,361.13,375.64,383.46,386.69,448.03,490.7,432.49,436.37,426.02,403.73,391.57,399.74,450.97,506.81
Share-Based Compensation,-9.7,2.01,12.17,4.43,15.44,-8.62,13.62,15.24,12.78,11.1,10.67,10.05,14.77,6.53,6.6,66.7,5.89,8.66,8.59,2.05,3.85,5.65,19.95,1.78,4.68,3.44,7.1,4.33,6.24,7.28,7.31,7.35,7.47,14.09,12.15,11.5,11.28,12.06,14.85,11.66
Other Operating Activities,141.25,19.41,90.23,88.68,69.5,9.17,-18.44,216.64,45.27,231.4,34.55,233.55,104.14,5.7,125.88,"-1,263.71","2,026",187.57,497.1,711,270.66,-78.21,254.37,997.38,294.41,366.61,416.87,-45.89,47.65,582.78,"1,570","-1,131.85","2,097","-1,111.4",28.28,"-1,063.41",41.37,91.95,-92.49,-396.13
Operating Cash Flow,475.86,289.56,376.53,272.8,453.12,202.91,244.19,316.72,284.92,208.49,274.3,296.62,514.82,294.18,402.38,426.33,904.41,636.71,904.27,530.87,871.29,443.55,319.02,217.85,500.26,446.86,184.46,406.12,399.92,43.48,48.11,"1,171","1,021",230.42,"1,150","1,064","1,663",437.11,454.58,624.39
Operating Cash Flow Growth,59.02%,-2.74%,1.45%,40.07%,-4.78%,-29.92%,-35.15%,16.10%,-37.12%,2.75%,12.33%,-6.35%,80.69%,41.10%,46.70%,43.73%,75.68%,116.44%,124.73%,24.52%,-3.66%,-30.34%,-64.72%,-58.96%,-42.58%,0.75%,-42.18%,86.42%,-20.06%,-90.27%,-73.92%,188.32%,155.36%,429.96%,2290.70%,-9.15%,62.82%,89.70%,-60.48%,-41.31%
Capital Expenditures,-479.95,-671.82,-617.78,-681.93,-627.7,-693.3,-578.34,-534.68,-397.79,-423.95,-783.93,-983.7,-980.88,-510.79,-480.16,32.62,-729.33,-964.08,"-1,156.63",-881.73,-371.03,-394.75,-491.55,-345.12,-256.16,-255.94,-276.29,-253.85,-251.28,-218.98,-236.68,-348.19,-292.28,-392.69,-362.5,-352.97,-494.78,-487.01,-504.1,-533.14
Acquisitions,0,7.44,0,0,-54.23,8.34,-29.95,1.38,1.1,-39.23,-25.63,52.9,-19.76,-40.18,-43.51,"-2,431.76",-117.02,54.72,200.15,-375.41,0,0,0,0,52.32,110.94,2.3,-731.42,0,-209.76,-811.75,-6.28,0,0,-144.61,-52.17,0,0,"-2,283.37",15.69
Change in Investments,0,0,0,0,0,0,0,0,0,0,0,-284.88,283.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.32,0,0,0,24.37,0,189.25,0,0,0,0,0,0
Other Investing Activities,-,-342.74,4.18,338.4,-,-,-,-17.13,-,-,-,-1.37,-,-,-,-11.42,-3.09,-3.44,-0.75,-2.5,0.7,0.46,-0.03,0.19,0.14,-0.28,0.25,-0.15,3.37,1.76,8.47,-27.79,1.11,-13.07,-2.34,0.52,-3.54,1.51,-2.81,-22.1
