,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"5,902","6,250","6,041","6,548","6,953","6,622","6,589","6,845","7,513","7,919","7,509","7,545","7,235","7,705","8,323","8,737","8,003","8,679","8,806","8,388","9,801","10,363","10,985","10,510","7,868","9,067","8,846","9,934","10,941","13,360","15,200","18,692","17,507","14,538","12,956","12,135","11,382","11,830","10,279","10,793","10,267"
Market Cap Growth,-2.08%,3.54%,12.43%,31.63%,17.79%,5.95%,9.08%,4.53%,8.06%,19.58%,13.96%,10.22%,-3.69%,-2.70%,10.84%,15.80%,10.61%,12.65%,5.80%,-4.00%,22.47%,19.40%,24.76%,25.30%,-19.72%,-12.50%,-19.47%,-5.48%,39.05%,47.34%,71.82%,88.16%,60.01%,8.82%,-14.76%,-35.08%,-34.98%,-18.63%,-20.66%,-11.06%,-
Enterprise Value,"8,476","8,934","8,718","9,138","9,521","9,280","9,294","9,559","10,272","10,058","9,676","9,788","9,440","9,992","10,177","10,573","10,106","10,821","11,057","10,675","11,919","12,690","13,306","13,011","10,453","11,690","11,482","12,680","13,775","16,154","17,941","21,249","20,048","18,203","16,582","15,806","15,110","15,492","13,918","10,533","10,007"
PE Ratio,36.86,44.30,39.45,9.17,15.04,45.89,44.47,28.24,45.01,4.44,6.45,46.13,51.89,49.15,60.51,24.82,50.79,56.11,56.64,53.50,63.45,61.10,62.99,27.65,45.45,137.57,63.27,85.07,87.26,110.67,128.89,21.95,54.20,7.31,108.68,66.37,67.89,32.47,53.58,12.14,26.06
PS Ratio,7.25,7.62,7.26,7.76,8.15,7.65,7.49,7.67,8.39,8.84,8.45,8.61,8.24,8.75,9.37,9.70,8.77,9.37,9.37,8.79,10.08,10.46,10.88,10.22,7.52,8.71,8.46,9.52,10.46,12.47,13.82,16.34,14.74,11.42,9.58,8.53,7.64,7.82,6.72,5.58,5.31
PB Ratio,2.17,2.31,2.20,2.27,2.37,2.27,2.28,2.36,2.61,2.42,2.41,2.44,2.36,2.53,2.41,2.51,2.31,2.53,2.59,2.49,2.68,2.87,3.06,2.90,2.19,2.56,2.53,2.88,3.21,3.59,3.91,4.45,4.15,2.85,2.57,2.43,2.31,2.40,2.11,2.17,2.06
P/FCF Ratio,124.32,1267.78,-120.61,-81.30,-81.99,-73.62,-121.77,-172.01,-3216.15,187.09,71.82,67.82,72.27,88.70,90.52,73.22,59.03,61.69,65.77,67.03,67.82,72.80,106.94,70.69,53.15,66.71,47.39,62.42,118.83,149.82,156.71,144.32,117.69,79.71,74.94,53.59,38.55,38.00,26.63,29.17,27.75
P/OCF Ratio,14.60,15.12,14.48,15.53,16.61,16.51,15.72,16.73,17.75,17.87,16.66,16.29,16.33,18.37,19.61,20.83,18.41,19.34,19.04,17.59,19.46,20.35,22.37,19.60,14.16,15.81,15.07,17.73,21.07,26.87,29.64,34.48,30.32,23.78,19.50,16.90,15.28,15.52,13.17,14.00,13.31
Debt / Equity Ratio,0.95,1.00,1.00,0.95,0.94,0.92,0.94,0.94,0.96,0.76,0.80,0.80,0.80,0.76,0.64,0.63,0.64,0.64,0.66,0.69,0.58,0.69,0.69,0.70,0.72,0.91,0.92,0.92,1.86,1.70,1.63,0.76,1.74,0.73,0.73,0.74,0.76,0.75,0.75,0,0
Quick Ratio,0.21,0.19,0.35,0.70,0.90,0.18,0.14,0.15,0.13,1.42,1.50,1.41,1.26,0.17,1.38,1.55,0.55,0.34,0.11,0.21,0.11,0.64,0.55,0.15,0.16,1.98,1.72,1.35,1.28,1.28,1.22,1.86,3.76,0.22,0.17,0.06,0.09,0.08,0.06,263.68,263.68
Current Ratio,0.23,0.22,0.37,0.83,0.92,0.20,0.22,0.17,1.17,1.92,1.53,1.44,1.30,0.21,1.42,1.59,0.61,0.38,0.14,0.24,0.14,0.66,0.57,0.16,0.17,2.00,1.73,1.36,1.29,1.29,1.23,1.84,3.73,0.24,0.19,0.08,0.11,0.10,0.08,263.68,263.68
Asset Turnover,Upgrade,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09
Interest Coverage,2.62,2.60,2.63,2.20,2.45,2.50,2.62,2.70,1.52,2.66,2.66,2.71,2.50,2.73,2.62,3.07,2.88,2.84,2.79,2.72,2.84,2.16,2.07,3.42,3.14,1.68,2.35,2.19,2.29,2.22,2.12,2.79,2.95,1.88,2.11,2.57,2.36,2.69,1.43,0,0
Return on Equity (ROE),Upgrade,11.48%,10.19%,8.88%,10.13%,12.54%,12.65%,12.70%,8.61%,6.10%,17.93%,26.97%,26.52%,26.51%,13.33%,4.32%,5.64%,5.81%,5.83%,6.03%,4.64%,4.25%,4.40%,4.57%,6.05%,6.23%,5.61%,5.43%,3.60%,3.29%,3.38%,3.09%,7.24%,8.38%,16.06%,16.29%,13.11%,12.46%,4.24%,4.66%,8.10%
Return on Assets (ROA),Upgrade,5.51%,4.77%,4.12%,4.82%,6.05%,6.14%,6.09%,4.13%,2.90%,9.45%,13.79%,13.60%,13.70%,7.00%,2.42%,3.18%,3.28%,3.27%,3.31%,2.51%,2.47%,2.40%,2.46%,3.25%,3.34%,2.71%,2.59%,1.72%,1.58%,1.69%,1.56%,3.81%,4.17%,8.65%,8.72%,7.01%,6.61%,2.25%,2.46%,4.55%
Return on Capital (ROIC),Upgrade,4.45%,4.41%,4.37%,4.12%,4.09%,4.18%,4.17%,4.34%,3.90%,3.84%,3.97%,3.96%,4.37%,4.49%,4.12%,4.12%,4.17%,4.15%,4.20%,4.12%,4.05%,3.58%,3.33%,3.43%,3.45%,3.12%,3.34%,3.14%,3.04%,3.11%,2.98%,3.08%,3.11%,2.79%,2.92%,3.05%,3.09%,3.52%,3.40%,8.71%
Earnings Yield,0.68%,0.56%,0.63%,2.73%,1.66%,0.54%,0.56%,0.89%,0.56%,5.64%,3.87%,0.54%,0.48%,0.51%,0.41%,1.01%,0.49%,0.45%,0.44%,0.47%,0.39%,0.41%,0.40%,0.90%,0.55%,0.18%,0.40%,0.29%,0.29%,0.23%,0.19%,1.14%,0.46%,3.42%,0.23%,0.38%,0.37%,0.77%,0.47%,2.06%,3.93%
FCF Yield,-0.27%,-0.93%,0.17%,-0.32%,-0.31%,-0.33%,0.37%,0.24%,0.31%,0.51%,0.42%,0.07%,0.14%,0.59%,0.70%,0.25%,0.19%,0.44%,0.57%,0.49%,0.13%,-0.01%,0.87%,0.38%,0.01%,0.55%,0.77%,-0.27%,-0.02%,0.43%,0.66%,-0.04%,0.18%,0.33%,1.19%,0.50%,0.42%,1.04%,1.35%,-,3.60%
Dividend Yield,0.96%,0.96%,0.99%,0.92%,0.87%,0.97%,0.98%,0.94%,0.86%,0.87%,5.96%,1.10%,0.96%,0.90%,0.83%,0.83%,0.91%,0.86%,0.85%,0.89%,0.77%,0.78%,0.74%,0.77%,1.03%,0.93%,0.95%,0.85%,0.77%,0.63%,0.57%,0.47%,0.51%,0.69%,0.80%,0.85%,0.91%,0.93%,1.07%,-,4.29%
Payout Ratio,141.84%,169.34%,156.12%,33.74%,52.24%,178.05%,173.45%,106.04%,153.96%,15.46%,153.76%,202.53%,198.39%,176.91%,201.68%,82.89%,185.16%,193.99%,193.15%,191.28%,194.19%,190.43%,185.26%,85.00%,187.07%,510.48%,240.69%,288.21%,268.44%,279.27%,294.04%,41.30%,109.96%,20.28%,347.58%,226.63%,247.15%,121.20%,230.25%,-,111.65%
Buyback Yield / Dilution,-1.77%,-0.57%,-0.72%,-1.74%,-1.85%,-1.44%,-0.20%,-0.21%,-0.05%,0.43%,-0.54%,-0.47%,-0.49%,-1.31%,-2.25%,-6.85%,-5.60%,-4.72%,-3.68%,1.65%,-1.04%,-3.84%,-3.82%,-5.73%,-2.41%,-0.42%,-0.39%,1.41%,-0.24%,-1.37%,-3.74%,-5.97%,-6.56%,-8.91%,-5.17%,-2.91%,-2.31%,0.32%,-0.18%,-1.66%,-1.66%
Total Shareholder Return,-0.81%,0.39%,0.27%,-0.82%,-0.98%,-0.47%,0.78%,0.73%,0.81%,1.30%,5.42%,0.63%,0.47%,-0.41%,-1.41%,-6.02%,-4.69%,-3.85%,-2.82%,2.55%,-0.27%,-3.06%,-3.09%,-4.96%,-1.38%,0.51%,0.56%,2.26%,0.53%,-0.74%,-3.17%,-5.50%,-6.05%,-8.22%,-4.37%,-2.05%,-1.40%,1.25%,0.89%,-1.66%,2.63%
