,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"2,372","1,864","2,565","2,720","2,471","2,978","2,516","2,850","2,332","4,848"
Cash & Cash Equivalents,"2,372","1,864","2,565","2,720","2,471","2,978","2,516","2,850","2,332","4,848"
Cash Growth,-43.22%,-21.41%,37.60%,6.04%,-9.15%,20.51%,-15.50%,13.27%,-18.17%,107.89%
Receivables,"1,241","1,213","1,429","1,362","1,470","1,413","1,740","1,724","1,842","25,087"
"Property, Plant & Equipment",500.7,590.2,633.8,699,759.5,767.3,967.7,"1,019","1,038",996.1
Goodwill and Intangibles,"2,559","2,331","2,368","2,346","2,384","2,415","3,481","3,434","3,228","3,132"
Total Assets,"208,191","219,087","218,660","228,014","253,941","243,036","276,088","296,628","304,657","290,578"
Total Liabilities,"198,167","208,797","209,197","217,623","240,918","231,189","261,137","279,755","288,199","280,299"
Total Debt,"2,752","2,559","3,446","3,177","3,218","3,303","3,828","4,364","4,360","4,078"
Debt Growth,1.47%,-7.01%,34.66%,-7.81%,1.28%,2.63%,15.90%,14.01%,-0.09%,-6.47%
Common Stock,"4,096","4,020","3,318","3,182","3,201","2,665","2,506","2,338","1,574",158.4
Retained Earnings,"5,405","6,114","6,876","7,720","9,483","10,290","11,074","11,838","12,885","16,697"
Comprehensive Income,183.2,50.4,-882.5,-675.2,165.5,"-1,565.1","1,038","2,383","1,611","-6,879"
Shareholders' Equity,"9,684","10,184","9,312","10,227","12,849","11,390","14,618","16,559","16,069","9,977"
Net Cash / Debt,-380.2,-695.3,-881.5,-457.5,-747.1,-325,"-1,311.6","-1,514.1","-2,028",770.3
Book Value Per Share,32.90,34.68,31.81,35.55,44.50,40.24,52.65,60.27,60.62,40.77
