,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"9,290","10,478","11,964","12,394","14,093","14,237","16,222","14,742","14,263","17,492"
Revenue Growth (YoY),0.81%,12.79%,14.19%,3.59%,13.71%,1.02%,13.94%,-9.13%,-3.25%,22.64%
Cost of Revenue,"4,873","5,408","6,861","7,070","7,947","8,316","10,025","8,402","7,192","6,466"
Gross Profit,"4,417","5,069","5,103","5,324","6,146","5,921","6,197","6,340","7,071","11,026"
"Selling, General & Admin","3,293","3,574","3,672","3,733","3,894","4,137","4,504","4,647","4,987","4,966"
Operating Expenses,"3,293","3,574","3,672","3,733","3,894","4,137","4,504","4,647","4,987","4,966"
Operating Income,"1,124","1,495","1,431","1,592","2,252","1,784","1,693","1,694","2,084","6,060"
Other Expense / Income,23.4,32.3,19.2,45.3,14.1,7.2,49.9,32.7,46.8,40.6
Pretax Income,"1,101","1,463","1,412","1,546","2,238","1,777","1,643","1,661","2,037","6,020"
Income Tax,187.9,318.5,177.6,229.9,-72.3,230.7,249.2,265,326.2,"1,208"
Net Income,912.7,"1,144","1,234","1,317","2,310","1,547","1,394","1,396","1,711","4,812"
Preferred Dividends,33,33,24.7,0,0,0,0,0,0,0
Net Income Common,879.7,"1,111","1,209","1,317","2,310","1,547","1,394","1,396","1,711","4,812"
Net Income Growth,13.72%,26.30%,8.84%,8.86%,75.50%,-33.06%,-9.85%,0.11%,22.55%,181.28%
Shares Outstanding (Basic),294,294,293,288,289,283,278,275,265,245
Shares Change,0.27%,-0.24%,-0.31%,-1.73%,0.37%,-1.98%,-1.90%,-1.06%,-3.52%,-7.69%
EPS (Basic),2.99,3.70,4.11,4.55,8.00,5.41,5.00,5.08,6.36,19.16
EPS (Diluted),2.95,3.65,4.06,4.50,7.88,5.36,4.96,5.05,6.27,18.85
EPS Growth,14.34%,23.73%,11.23%,10.84%,75.11%,-31.98%,-7.46%,1.81%,24.16%,200.64%
Free Cash Flow,"2,162","2,967","4,241","3,703","4,023","5,064","5,361","3,601","3,125","3,057"
Free Cash Flow Per Share,7.34,10.10,14.49,12.87,13.93,17.89,19.31,13.11,11.79,12.49
Dividend Per Share,0.980,1.280,1.500,1.610,1.870,2.100,2.227,2.240,2.440,2.560
Dividend Growth,25.64%,30.61%,17.19%,7.33%,16.15%,12.30%,6.05%,0.58%,8.93%,4.92%
Gross Margin,47.55%,48.38%,42.65%,42.96%,43.61%,41.59%,38.20%,43.01%,49.58%,63.04%
Operating Margin,12.10%,14.27%,11.96%,12.84%,15.98%,12.53%,10.44%,11.49%,14.61%,34.65%
Profit Margin,9.47%,10.60%,10.11%,10.62%,16.39%,10.86%,8.59%,9.47%,11.99%,27.51%
Free Cash Flow Margin,23.27%,28.32%,35.44%,29.88%,28.55%,35.57%,33.05%,24.42%,21.91%,17.47%
Effective Tax Rate,17.07%,21.78%,12.58%,14.87%,-3.23%,12.98%,15.16%,15.96%,16.02%,20.07%
EBITDA,"1,255","1,632","1,605","1,733","2,434","1,982","1,870","1,913","2,312","6,315"
EBITDA Margin,13.50%,15.58%,13.41%,13.98%,17.27%,13.92%,11.53%,12.97%,16.21%,36.11%
Depreciation & Amortization,153.9,169.5,193,186.6,195.7,205.1,226.8,251.9,275.3,295.9
EBIT,"1,101","1,463","1,412","1,546","2,238","1,777","1,643","1,661","2,037","6,020"
EBIT Margin,11.85%,13.96%,11.80%,12.48%,15.88%,12.48%,10.13%,11.27%,14.28%,34.41%
