,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"14,515","15,253","13,168","16,645","20,375","12,502","15,272","13,629","19,172","20,534","19,082"
Market Cap Growth,73.36%,5.08%,-13.67%,26.41%,22.40%,-38.64%,22.15%,-10.76%,40.67%,7.10%,-
Enterprise Value,"14,896","15,948","14,049","17,103","21,122","12,827","16,584","15,143","21,200","19,763","18,472"
PE Ratio,16.50,13.73,10.89,12.64,8.82,8.08,10.95,9.76,11.21,4.27,12.89
PS Ratio,1.56,1.46,1.10,1.34,1.45,0.88,0.94,0.93,1.34,1.17,1.35
PB Ratio,1.50,1.50,1.41,1.63,1.59,1.10,1.05,0.82,1.19,2.06,1.79
P/FCF Ratio,6.71,5.14,3.11,4.50,5.06,2.47,2.85,3.79,6.14,6.72,4.88
P/OCF Ratio,6.53,4.92,3.01,4.31,4.86,2.42,2.78,3.67,5.89,6.47,4.76
EV/Sales Ratio,1.60,1.52,1.17,1.38,1.50,0.90,1.02,1.03,1.49,1.13,1.31
EV/EBITDA Ratio,11.87,9.77,8.76,9.87,8.68,6.47,8.87,7.92,9.17,3.13,8.77
EV/EBIT Ratio,13.53,10.90,9.95,11.06,9.44,7.22,10.09,9.12,10.41,3.28,10.20
EV/FCF Ratio,6.89,5.38,3.31,4.62,5.25,2.53,3.09,4.21,6.79,6.47,4.73
Debt / Equity Ratio,0.28,0.25,0.37,0.31,0.25,0.29,0.26,0.26,0.27,0.41,0.37
Debt / EBITDA Ratio,2.19,1.57,2.15,1.83,1.32,1.67,2.05,2.28,1.89,0.65,1.88
Debt / FCF Ratio,1.27,0.86,0.81,0.86,0.80,0.65,0.71,1.21,1.40,1.33,1.01
Asset Turnover,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05
Return on Equity (ROE),9.30%,10.90%,12.40%,12.70%,19.80%,13.20%,9.90%,9.20%,10.70%,45.40%,14.40%
Return on Assets (ROA),0.40%,0.50%,0.60%,0.60%,0.90%,0.60%,0.50%,0.50%,0.60%,1.70%,0.50%
Return on Capital (ROIC),7.50%,9.18%,9.80%,10.11%,14.47%,10.57%,7.79%,6.80%,8.57%,34.47%,10.38%
Earnings Yield,6.06%,7.28%,9.18%,7.91%,11.34%,12.37%,9.13%,10.24%,8.92%,23.43%,7.78%
FCF Yield,14.89%,19.45%,32.20%,22.25%,19.75%,40.51%,35.10%,26.42%,16.30%,14.89%,20.48%
Dividend Yield,2.00%,2.50%,3.30%,2.80%,2.70%,4.80%,4.00%,4.50%,3.40%,3.10%,3.45%
Payout Ratio,32.80%,34.60%,36.50%,35.40%,23.40%,38.80%,44.50%,44.10%,38.40%,13.40%,44.44%
Buyback Yield / Dilution,-0.27%,0.24%,0.31%,1.73%,-0.37%,1.98%,1.90%,1.06%,3.52%,7.69%,3.02%
Total Shareholder Return,1.73%,2.74%,3.61%,4.53%,2.33%,6.78%,5.90%,5.56%,6.92%,10.79%,6.47%
