,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-04-05,2015-07-05,2015-10-04,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02,2022-12-31,2023-04-02,2023-07-02,2023-10-01,Current
Market Capitalization,"21,740","23,106","21,584","20,677","22,955","22,248","19,723","20,690","19,353","20,290","23,887","20,381","21,951","23,206","22,847","23,193","23,916","20,829","19,474","21,350","22,487","23,944","27,985","32,229","30,707","27,444","26,178","29,023","31,707","32,890","36,017","35,187","39,856","44,901","45,439","45,193","47,491","51,909","51,038","40,910","39,092"
Market Cap Growth,34.87%,17.80%,8.06%,-0.39%,5.59%,-3.71%,-8.62%,0.07%,-15.69%,-8.80%,21.11%,-1.49%,13.42%,14.37%,-4.35%,13.80%,8.95%,-10.24%,-14.76%,-7.95%,-5.97%,14.95%,43.70%,50.96%,36.55%,14.61%,-6.46%,-9.95%,3.25%,19.84%,37.59%,21.24%,25.70%,36.52%,26.16%,28.43%,19.16%,15.61%,12.32%,-9.48%,-
Enterprise Value,"22,584","24,076","22,917","22,561","24,661","24,303","21,735","23,115","21,427","22,596","26,705","23,272","24,634","25,810","25,605","26,088","26,456","24,963","23,608","25,232","26,357","27,887","31,747","36,447","34,480","31,429","30,091","32,745","35,165","36,270","39,897","39,020","44,555","49,527","50,107","49,752","51,818","56,151","55,546","45,352","43,534"
PE Ratio,26.50,27.80,25.70,24.90,27.10,26.51,34.54,41.21,37.73,40.74,32.11,24.96,30.49,37.72,33.96,32.27,30.55,20.66,18.88,20.89,19.10,21.16,22.98,25.19,26.71,24.58,24.41,24.30,24.80,23.44,25.09,24.55,26.98,27.80,27.89,28.53,28.87,30.56,28.51,21.43,20.62
PS Ratio,3.04,3.21,2.97,2.81,3.09,2.97,2.63,2.76,2.62,2.79,3.26,2.76,2.95,3.10,3.04,3.07,3.18,2.74,2.53,2.76,2.89,3.06,3.56,4.08,3.85,3.43,3.29,3.61,3.89,3.91,4.14,3.99,4.44,4.81,4.67,4.48,4.56,4.83,4.70,3.67,3.50
PB Ratio,13.55,14.39,13.97,13.39,15.78,17.57,17.15,23.28,19.39,24.40,32.81,22.76,27.93,27.96,26.71,28.17,26.13,21.43,18.55,17.29,16.08,16.93,16.71,18.38,17.66,16.42,14.93,14.05,14.19,14.58,15.90,13.92,14.46,15.40,15.71,14.66,14.39,15.01,13.81,10.31,9.85
P/FCF Ratio,25.40,29.60,32.06,34.40,48.31,40.66,25.07,30.53,21.49,21.72,28.71,24.62,29.36,32.26,31.16,24.65,23.93,19.11,15.82,17.51,17.02,18.91,20.87,23.36,21.24,20.25,19.10,19.45,25.20,20.48,22.24,23.29,25.11,27.94,27.21,26.11,26.26,27.73,30.84,25.17,24.06
P/OCF Ratio,18.25,20.97,21.29,21.65,27.19,24.72,17.02,19.67,15.40,16.02,20.98,18.33,21.66,23.72,23.30,19.51,19.14,15.24,12.84,14.08,14.05,15.17,16.69,18.95,17.41,16.34,15.41,15.56,18.65,15.94,17.12,17.52,19.13,21.08,20.85,20.18,20.40,21.39,22.54,17.53,16.75
Debt / Equity Ratio,1.22,1.23,1.29,1.59,1.50,1.94,2.10,3.12,2.43,3.12,4.22,3.60,3.79,3.42,3.47,3.85,3.19,4.74,4.38,3.81,3.19,3.12,2.46,2.58,2.45,3.04,2.90,2.39,2.06,2.00,1.90,1.78,1.82,1.70,1.73,1.59,1.45,1.36,1.34,1.24,1.24
Quick Ratio,1.13,1.13,0.86,0.62,0.55,0.47,0.42,0.49,0.43,0.36,0.27,0.54,0.46,0.49,0.36,0.44,0.47,0.29,0.39,0.59,0.49,0.48,0.38,0.39,0.53,0.62,0.77,0.91,0.93,1.00,0.60,0.80,0.40,0.47,0.30,0.37,0.36,0.40,0.44,0.54,0.54
Current Ratio,1.77,1.76,1.79,1.16,1.16,0.97,1.00,0.99,0.83,0.76,0.68,1.06,0.95,1.10,1.10,0.95,0.96,0.61,0.94,1.01,0.93,0.92,0.88,0.80,1.05,0.99,1.31,1.44,1.57,1.61,1.40,1.44,0.90,0.96,0.74,0.80,0.81,0.83,1.06,1.09,1.09
Interest Coverage,14.10,18.96,13.38,17.63,16.50,20.52,0.15,6.25,15.31,17.17,11.93,14.44,9.48,9.22,12.68,17.27,11.07,16.29,8.54,10.62,10.28,11.58,11.74,12.49,6.80,10.31,9.80,16.10,7.97,15.08,14.47,18.30,12.38,21.42,13.07,14.37,11.20,21.15,12.99,17.44,15.80
Return on Capital (ROIC),Upgrade,24.59%,24.75%,25.29%,21.97%,24.69%,23.65%,19.84%,18.18%,20.34%,19.69%,21.89%,21.85%,21.71%,19.47%,20.41%,20.96%,23.62%,20.68%,21.14%,19.88%,23.13%,22.61%,24.10%,23.35%,22.17%,19.29%,18.39%,19.66%,22.67%,24.65%,25.71%,24.07%,21.84%,23.37%,23.67%,23.21%,24.34%,24.76%,25.24%,25.86%
Dividend Yield,1.90%,1.80%,2.00%,2.10%,2.00%,2.10%,2.40%,2.30%,2.50%,2.40%,2.10%,2.50%,2.30%,2.20%,2.30%,2.30%,2.20%,2.60%,2.80%,2.60%,2.60%,2.50%,2.20%,1.90%,2.00%,2.30%,2.50%,2.20%,2.10%,2.00%,1.80%,1.90%,1.80%,1.60%,1.60%,1.70%,1.70%,1.60%,1.70%,2.10%,2.87%
Payout Ratio,57.10%,41.80%,62.20%,51.90%,56.90%,46.90%,-113.80%,79.90%,58.30%,53.50%,83.30%,56.70%,108.40%,103.00%,63.10%,49.70%,74.50%,38.40%,59.10%,56.00%,43.80%,48.50%,46.90%,48.60%,75.80%,58.10%,58.10%,36.40%,56.20%,41.00%,53.60%,40.60%,54.00%,33.90%,57.40%,51.80%,52.10%,35.20%,51.00%,45.80%,59.12%
Buyback Yield / Dilution,-0.18%,0.29%,0.55%,0.97%,1.22%,1.51%,1.64%,1.10%,1.85%,1.95%,2.59%,2.82%,2.11%,1.90%,0.27%,0.35%,0.72%,0.91%,1.65%,1.48%,0.42%,0.93%,0.22%,-0.13%,0.42%,-0.59%,0.38%,0.74%,0.37%,1.23%,0.49%,0.95%,1.03%,0.93%,0.67%,0.51%,0.45%,0.59%,0.59%,0.25%,0.25%
Total Shareholder Return,1.72%,2.09%,2.55%,3.07%,3.22%,3.61%,4.04%,3.40%,4.35%,4.35%,4.69%,5.32%,4.41%,4.10%,2.57%,2.65%,2.92%,3.51%,4.45%,4.08%,3.02%,3.43%,2.42%,1.77%,2.42%,1.71%,2.88%,2.94%,2.47%,3.23%,2.29%,2.85%,2.83%,2.53%,2.27%,2.21%,2.15%,2.19%,2.29%,2.35%,3.12%
