,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,-22.4,-57.6,-65.6,-50.2,-127.1,101.1,549.7,216.9,341.2,541.5
Depreciation & Amortization,8.4,10.8,15,16.1,29.1,48.7,67.1,102,155.9,186
Share-Based Compensation,50,82.7,110.8,106.2,101.9,102.7,119.4,113.4,126.5,150.8
Other Operating Activities,-12.4,13.1,-4,19.9,119.3,62,-260.6,10.2,45.9,-129.8
Operating Cash Flow,23.6,49,56.2,92,123.2,314.5,475.6,442.5,669.5,748.5
Operating Cash Flow Growth,883.33%,107.63%,14.69%,63.70%,33.91%,155.28%,51.22%,-6.96%,51.30%,11.80%
Capital Expenditures,-16.2,-33.3,-55.7,-66,-67.1,-180,-199,-389.2,-364.8,-236.6
Acquisitions,0,-0.5,0.3,0,-11.3,0,0,-30.2,-3.9,0
Change in Investments,-0.6,-17.7,-0.5,-78.4,-60.4,-834,-807.7,193.2,-138.5,-253
Other Investing Activities,-,-,-,-,-1,-1.2,-11.3,10.1,-14.3,-17.6
Investing Cash Flow,-16.8,-51.5,-55.9,-144.4,-139.8,"-1,015.2","-1,018",-216.1,-521.5,-507.2
Share Issuance / Repurchase,24,19.1,10.4,10.1,94.6,11.9,15.3,20.3,-535.2,-662.1
Debt Issued / Paid,-2.2,-2.3,0,389,617.7,0,906.2,0,0,443.3
Other Financing Activities,-,-,-2.3,-,-1.9,-1.2,-9.4,-9.9,-17.3,-99.8
Financing Cash Flow,21.8,16.8,8.1,399.1,710.4,10.7,912.1,10.4,-552.5,-318.6
Exchange Rate Effect,0,0,0,0.3,1.8,-0.7,2.1,-1.4,-5.8,1.5
Net Cash Flow,28.6,14.3,8.4,347,695.6,-690.7,371.8,235.4,-410.3,-75.8
Free Cash Flow,7.4,15.7,0.5,26,56.1,134.5,276.6,53.3,304.7,511.9
Free Cash Flow Growth,-,112.16%,-96.82%,5100.00%,115.77%,139.75%,105.65%,-80.73%,471.67%,68.00%
Free Cash Flow Margin,2.85%,3.91%,0.09%,3.62%,5.44%,9.11%,14.36%,2.18%,10.47%,14.13%
Free Cash Flow Per Share,0.03,0.05,0.00,0.07,0.16,0.37,0.73,0.14,0.78,1.33
