,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,188.39,204.1,184.9,396.7,422.1,372.7,467,527.3,234.1,757.5
Depreciation & Amortization,40,46.3,44.4,192.2,204,176.6,158.5,167.4,166.8,158
Share-Based Compensation,15.58,12.2,14.5,52.6,35.1,21.8,21.7,26.6,30.7,41.3
Other Operating Activities,17.37,-18.2,-16.1,-272.1,-129.6,60,810.4,-126.2,218.6,114.9
Operating Cash Flow,262.66,245.3,229.6,374.4,534.7,632.8,"1,459",596.8,651.1,"1,076"
Operating Cash Flow Growth,17.06%,-6.61%,-6.40%,63.07%,42.82%,18.35%,130.53%,-59.09%,9.10%,65.20%
Capital Expenditures,-50.15,-39.3,-44.4,-37.5,-36.3,-35.1,-47.4,-51,-59.8,-45
Acquisitions,0,-3,-16.3,"-1,414.1",0,0,-351.5,-150.9,-708.3,0
Change in Investments,-1.99,-37.1,-23.7,15.1,10.7,19.2,-32.1,-150.8,-67,-11.2
Other Investing Activities,0,-,-,-,-,-,0.5,-,-,1.1
Investing Cash Flow,-52.14,-79.4,-84.4,"-1,436.5",-25.6,-15.9,-430.5,-352.7,-835.1,-55.1
Dividends Paid,-110.83,-73.4,-78.5,-118.1,-130.3,-150,-170.6,-193.3,-209.4,-223.5
Share Issuance / Repurchase,-176.66,-135.4,-64.6,-24.1,-159.7,-158.6,-363.1,-87.9,-110.4,-114.5
Debt Issued / Paid,0,-4,-8.2,"1,242",-25,-350,334.2,90,438.7,-305
Other Financing Activities,3.56,1.3,1.1,-,-56.6,-4.3,-2.2,-9.1,-37.2,-13.1
Financing Cash Flow,-283.93,-211.5,-150.2,"1,100",-371.6,-662.9,-201.7,-200.3,81.7,-656.1
Exchange Rate Effect,0,0,0,8.6,-5.9,0.2,1.6,-9.1,-10,52.8
Net Cash Flow,-73.41,-45.6,-5,46.2,131.6,-45.8,828.2,34.7,-112.3,417.2
Free Cash Flow,212.5,206,185.2,336.9,498.4,597.7,"1,411",545.8,591.3,"1,031"
Free Cash Flow Growth,8.58%,-3.06%,-10.10%,81.91%,47.94%,19.92%,136.14%,-61.33%,8.34%,74.29%
Free Cash Flow Margin,34.43%,31.03%,26.34%,15.11%,18.00%,23.95%,41.18%,15.62%,14.94%,27.31%
Free Cash Flow Per Share,2.49,2.48,2.27,3.14,4.46,5.37,12.94,5.10,5.56,9.74
