,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"5,346","5,569","6,286","7,011","8,202","8,225","8,599","10,876","12,623","12,555"
Revenue Growth (YoY),15.84%,4.18%,12.89%,11.53%,16.98%,0.29%,4.54%,26.48%,16.06%,-0.54%
Cost of Revenue,"3,652","3,789","4,246","4,701","5,547","5,609","5,935","7,475","8,595","8,471"
Gross Profit,"1,694","1,780","2,040","2,310","2,655","2,616","2,664","3,402","4,028","4,084"
"Selling, General & Admin",645.1,669.1,798.2,878.3,959.5,971.4,"1,014","1,226","1,421","1,490"
Other Operating Expenses,14.1,5.7,36.6,4,8.5,25.4,11.5,70.4,21.5,34.6
Operating Expenses,659.2,674.8,834.8,882.3,968,996.8,"1,026","1,297","1,442","1,525"
Operating Income,"1,035","1,105","1,205","1,428","1,687","1,619","1,638","2,105","2,586","2,560"
Interest Expense / Income,80.4,68.3,72.6,92.3,101.7,117.6,115.4,115.5,128.4,139.5
Other Expense / Income,-12.2,-7.6,1.2,-6.9,8.7,14.7,6.3,-10.3,4.5,-17.2
Pretax Income,966.4,"1,044","1,131","1,342","1,577","1,487","1,517","2,000","2,453","2,437"
Income Tax,257.3,280.5,308.5,691.7,371.5,331.9,313.3,409.1,550.6,509.3
Net Income,709.1,763.5,822.9,650.5,"1,205","1,155","1,203","1,591","1,902","1,928"
Net Income Growth,11.55%,7.67%,7.78%,-20.95%,85.24%,-4.15%,4.19%,32.19%,19.58%,1.35%
Shares Outstanding (Basic),626,618,617,611,602,595,596,598,596,597
Shares Outstanding (Diluted),641,633,630,633,625,616,615,626,621,621
Shares Change,-1.26%,-1.22%,-0.41%,0.41%,-1.23%,-1.49%,-0.15%,1.71%,-0.72%,-0.06%
EPS (Basic),1.13,1.24,1.33,1.06,2.00,1.94,2.02,2.66,3.19,3.23
EPS (Diluted),1.10,1.21,1.30,1.03,1.93,1.88,1.96,2.54,3.06,3.11
EPS Growth,12.76%,9.05%,8.30%,-21.07%,86.89%,-2.34%,4.26%,29.59%,20.47%,1.63%
Free Cash Flow,677.4,867.1,893.9,921.7,807.1,"1,215","1,328","1,183","1,796","2,160"
Free Cash Flow Per Share,1.08,1.40,1.45,1.51,1.34,2.04,2.23,1.98,3.01,3.62
Dividend Per Share,0.225,0.265,0.290,0.350,0.440,0.480,0.520,0.780,0.810,0.850
Dividend Growth,48.03%,17.78%,9.43%,20.69%,25.71%,9.09%,8.33%,50.00%,3.85%,4.94%
Gross Margin,31.69%,31.96%,32.45%,32.95%,32.37%,31.80%,30.98%,31.28%,31.91%,32.53%
Operating Margin,19.35%,19.84%,19.17%,20.36%,20.57%,19.69%,19.05%,19.35%,20.48%,20.39%
Profit Margin,13.27%,13.71%,13.09%,9.28%,14.69%,14.04%,13.99%,14.63%,15.07%,15.36%
Free Cash Flow Margin,12.67%,15.57%,14.22%,13.15%,9.84%,14.77%,15.44%,10.88%,14.23%,17.20%
Effective Tax Rate,26.62%,26.87%,27.27%,51.53%,23.56%,22.32%,20.66%,20.46%,22.45%,20.90%
EBITDA,"1,215","1,284","1,421","1,661","1,978","1,917","1,940","2,511","2,974","2,983"
EBITDA Margin,22.73%,23.06%,22.60%,23.69%,24.11%,23.30%,22.56%,23.09%,23.56%,23.76%
Depreciation & Amortization,168.1,171.6,217,226.8,299.7,312.1,308.1,395.6,392.9,406.4
EBIT,"1,047","1,112","1,204","1,435","1,678","1,605","1,632","2,115","2,581","2,577"
EBIT Margin,19.58%,19.97%,19.15%,20.46%,20.46%,19.51%,18.98%,19.45%,20.45%,20.52%
