,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash & Equivalents,"2,497","1,481","2,392","2,779","1,958","2,886","4,122","6,505","1,287","1,291"
Short-Term Investments,3,6,8,12,18,28,9,11,14,26
Cash & Cash Equivalents,"2,500","1,487","2,400","2,791","1,976","2,914","4,131","6,516","1,301","1,317"
Cash Growth,60.26%,-40.52%,61.40%,16.29%,-29.20%,47.47%,41.76%,57.73%,-80.03%,1.23%
Receivables,932,991,"1,122","1,319","1,449","1,577","1,593","1,650","2,494","2,826"
Other Current Assets,530,818,149,214,162,221,264,644,"1,872","1,000"
Total Current Assets,"3,962","3,296","3,671","4,324","3,587","4,712","5,988","8,810","5,667","5,143"
"Property, Plant & Equipment",206,270,271,275,270,996,778,667,720,637
Long-Term Investments,0,0,0,0,0,0,0,165,"1,752","1,787"
Goodwill and Intangibles,"2,391","4,404","4,455","4,377","5,059","4,999","5,087","4,791","52,851","52,248"
Other Long-Term Assets,214,213,272,449,525,641,684,593,794,774
Total Long-Term Assets,"2,811","4,887","4,998","5,101","5,854","6,636","6,549","6,216","56,117","55,446"
Total Assets,"6,773","8,183","8,669","9,425","9,441","11,348","12,537","15,026","61,784","60,589"
Accounts Payable,191,206,183,195,211,190,233,205,450,557
Deferred Revenue,"1,254","1,421","1,509","1,613","1,641","1,928","2,168","2,217","3,126","3,461"
Current Debt,0,143,0,399,0,0,0,0,226,47
Other Current Liabilities,"2,475","1,138",919,"1,007",778,975,"1,186","1,393","2,197","2,060"
Total Current Liabilities,"3,920","2,908","2,611","3,214","2,630","3,093","3,587","3,815","5,999","6,125"
Long-Term Debt,795,"3,468","3,564","3,170","3,662","4,568","4,654","4,606","11,307","11,953"
Other Long-Term Liabilities,709,644,713,923,845,883,944,"1,069","4,734","4,411"
Total Long-Term Liabilities,"1,504","4,112","4,277","4,093","4,507","5,451","5,598","5,675","16,041","16,364"
Total Liabilities,"5,424","7,020","6,888","7,307","7,137","8,544","9,185","9,490","22,040","22,489"
Total Debt,795,"3,611","3,564","3,569","3,662","4,568","4,654","4,606","11,533","12,000"
Debt Growth,-0.50%,354.21%,-1.30%,0.14%,2.61%,24.74%,1.88%,-1.03%,150.39%,4.05%
Common Stock,"-5,944","-6,842","-7,787","-8,665","-9,914","-11,102","-12,221","-12,144","19,490","16,235"
Retained Earnings,"6,946","7,636","9,210","10,023","11,284","12,205","13,367","15,017","17,784","18,728"
Comprehensive Income,-514,-600,-773,-649,-742,-624,-637,-841,-886,-763
Shareholders' Equity,488,194,650,709,628,479,509,"2,032","36,388","34,200"
Net Cash / Debt,"1,705","-2,124","-1,164",-778,"-1,686","-1,654",-523,"1,910","-10,232","-10,683"
Net Cash / Debt Growth,124.05%,-,-,-,-,-,-,-,-,-
Net Cash Per Share,6.28,-7.73,-4.39,-3.01,-6.66,-6.70,-2.16,7.90,-32.13,-33.50
Working Capital,42,388,"1,060","1,110",957,"1,619","2,401","4,995",-332,-982
Book Value Per Share,1.80,0.71,2.47,2.77,2.50,1.95,2.11,8.44,114.83,107.41
