,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31
Cash & Equivalents,893.05,821.63,903.05,985.76,917.06,"1,005","1,123",964.94,705.93,959.92,"1,090","1,117",966.36,"1,132","1,302","1,048",605.89,570.8,741.24,723.12,592.31,631.16,686.78,728.6,700.36,856.42,"1,050","1,236","1,023","1,458","1,530","1,581","1,272","1,721","1,531","1,566","1,302","1,695","1,835","1,591"
Cash & Cash Equivalents,893.05,821.63,903.05,985.76,917.06,"1,005","1,123",964.94,705.93,959.92,"1,090","1,117",966.36,"1,132","1,302","1,048",605.89,570.8,741.24,723.12,592.31,631.16,686.78,728.6,700.36,856.42,"1,050","1,236","1,023","1,458","1,530","1,581","1,272","1,721","1,531","1,566","1,302","1,695","1,835","1,591"
Cash Growth,62.27%,20.65%,1.20%,-3.59%,2.69%,22.37%,24.35%,-2.11%,-23.02%,-4.53%,-2.94%,15.79%,36.89%,17.88%,19.51%,-6.17%,-37.30%,-49.56%,-43.09%,-31.02%,-2.24%,10.57%,-7.35%,0.76%,18.24%,35.69%,52.88%,69.59%,46.08%,70.23%,45.74%,27.93%,24.34%,18.01%,0.06%,-0.97%,2.35%,-1.46%,19.82%,1.60%
Receivables,246.77,322.61,238.86,326.73,283.01,338.41,307.83,385.69,354.77,299.08,317.07,438.87,331.98,373.77,411.26,451.14,499.37,568.43,501.33,554.22,762.29,526.69,457.39,553.9,799.08,634.81,638.49,780.71,789.32,612.29,577.85,568.5,"1,039",722.99,682.65,796.09,"1,035",779.89,666.58,946.97
Inventory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.88,0,0,0,122.41,137.56,166.33,155.11,141.52,148.06,166.44,159.81,192.33,230.91,230.07,241.1,229.02,212.92,213.53,219.74,211.93,220.88,256.43,282.79,325.59
Other Current Assets,181.04,184.03,172.87,192.25,216.2,201.14,196.79,118.18,139.83,144.2,145.11,160.75,185.7,176.67,180.88,121.21,227.08,230.95,223.02,144.06,305.47,319.7,318.37,314.91,303.94,303.09,337.79,340.52,354.42,389.53,414.86,430.03,423.78,417.2,465.49,439.13,470.27,429.18,484.36,567.52
Total Current Assets,"1,321","1,328","1,315","1,505","1,416","1,545","1,628","1,469","1,201","1,403","1,552","1,717","1,484","1,682","1,895","1,683","1,332","1,370","1,466","1,544","1,798","1,644","1,618","1,739","1,951","1,961","2,186","2,549","2,398","2,690","2,764","2,808","2,947","3,074","2,899","3,013","3,028","3,161","3,268","3,431"
"Property, Plant & Equipment",197.34,202.86,216.01,249.1,256.09,258.2,260.67,263.08,261.24,258.86,258.79,257.04,256.81,259.48,262.03,266.01,284.44,283.78,290.45,309.31,317.9,344.18,372.57,429.53,917.66,933.19,956.77,949.64,948.74,984.2,964.03,965.65,959.05,"1,077","1,061","1,042","1,104","1,123","1,111","1,126"
Goodwill and Intangibles,"2,275","2,653","2,628","2,621","2,578","2,555","2,654","2,835","2,810","2,821","2,811","2,785","2,954","2,936","2,909","2,961","3,565","3,569","3,533","3,504","3,478","3,451","3,426","3,451","3,514","3,591","3,632","3,619","3,687","3,666","3,735","3,855","3,854","3,949","4,260","4,229","4,226","4,245","4,225","4,445"
Other Long-Term Assets,399.23,376.39,385.82,400.93,411.68,398.49,411.45,478.96,475.54,482.33,487.43,481.49,569.22,588.92,613.27,486.99,535.63,475.78,506.04,789.21,751.07,755.44,736.84,786.16,820.07,837.97,888.72,911.77,979,999.18,"1,023","1,123","1,141","1,110","1,110","1,134","1,207","1,261","1,320","1,332"
