,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31,Current
Market Capitalization,"11,562","10,909","12,157","13,075","12,287","12,912","11,515","12,484","10,550","13,429","13,356","16,038","18,103","19,892","24,417","27,390","25,467","27,487","28,147","28,256","32,238","39,123","34,298","32,358","43,313","41,079","51,825","51,649","61,004","64,101","70,653","69,827","54,947","41,132","47,000","46,259","46,425","41,838","45,308","42,246","55,254"
Market Cap Growth,32.34%,23.78%,52.81%,46.95%,6.27%,18.36%,-5.28%,-4.52%,-14.14%,4.01%,15.99%,28.47%,71.60%,48.12%,82.82%,70.78%,40.68%,38.18%,15.28%,3.16%,26.59%,42.33%,21.85%,14.52%,34.35%,5.00%,51.10%,59.62%,40.84%,56.04%,36.33%,35.19%,-9.93%,-35.83%,-33.48%,-33.75%,-15.51%,1.72%,-3.60%,-8.67%,-
Enterprise Value,"10,041","9,536","10,997","11,921","11,004","11,829","10,611","11,687","9,786","12,650","12,780","15,559","17,694","19,572","24,294","27,522","25,730","27,781","28,564","28,766","33,372","40,439","35,463","33,377","44,014","41,696","52,388","52,132","61,332","65,269","71,813","71,084","56,244","42,600","48,520","47,490","47,019","42,391","45,900","42,940","55,948"
PE Ratio,50.53,54.14,71.05,105.28,150.21,177.85,-50.66,-44.30,-31.92,-25.96,-38.50,-35.97,-31.10,-36.57,-41.40,-48.32,-44.92,-52.89,-67.81,-88.58,-398.99,-1731.12,601.72,219.53,201.93,134.60,142.69,120.48,50.50,49.40,53.76,52.94,110.56,84.46,84.23,74.73,56.41,49.93,51.84,46.07,60.78
PS Ratio,5.09,4.75,5.13,5.37,4.89,5.03,4.54,4.95,4.21,5.67,5.78,7.29,8.91,9.92,12.48,13.82,12.38,12.90,12.56,11.84,12.55,14.25,11.70,10.40,13.23,12.00,14.64,14.15,16.10,16.46,17.49,16.57,12.53,9.01,9.91,9.44,9.28,8.20,8.69,7.90,10.34
PB Ratio,5.11,4.77,5.32,5.76,5.54,5.81,6.05,7.20,6.51,9.35,10.03,15.12,24.68,39.15,77.39,255.27,-99.48,-213.74,-116.50,-83.52,-152.86,-159.49,-176.52,-188.68,-311.38,-295.32,770.06,745.30,63.18,56.81,53.21,54.56,64.72,60.40,63.51,51.06,40.55,46.64,37.57,28.51,37.28
P/FCF Ratio,23.16,21.59,22.69,23.13,19.41,25.68,23.81,28.09,30.88,32.78,42.88,70.25,193.20,-1685.75,-382.71,-242.39,-511.39,-229.06,-4397.97,335.98,103.96,71.11,46.89,33.30,31.80,28.15,39.32,37.12,45.32,47.23,47.97,50.31,37.25,26.00,28.50,24.95,22.79,17.96,20.49,23.95,31.32
P/OCF Ratio,20.52,19.55,20.64,20.61,17.34,22.40,20.66,24.88,25.48,27.30,33.67,49.50,106.67,393.90,-6104.30,-436.15,28296.94,-449.14,515.51,195.00,85.49,63.59,43.35,31.46,30.61,27.00,37.20,34.95,42.45,44.34,45.39,47.62,35.89,25.25,27.91,24.58,22.42,17.73,20.24,23.64,30.92
Debt / Equity Ratio,0.33,0.33,0.33,0.33,0.33,0.34,0.78,0.86,0.92,1.04,1.12,1.40,2.03,2.94,5.02,14.78,-6.20,-12.34,-6.57,-4.69,-9.90,-9.33,-11.10,-11.92,-18.29,-14.98,30.95,30.29,2.18,1.85,1.57,2.38,3.61,4.48,4.11,3.35,2.33,2.99,2.21,1.79,1.79
Quick Ratio,2.51,2.18,1.96,1.91,1.78,1.69,2.12,2.02,1.83,1.71,1.52,1.40,1.08,1.00,1.16,1.01,0.83,0.81,0.73,0.70,0.62,0.56,0.49,0.54,0.78,0.71,0.77,0.77,0.74,0.40,0.42,0.72,0.62,0.52,0.54,0.64,0.76,0.63,0.64,0.65,0.65
