,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29,2017-07-29,2017-10-28,2018-02-03,2018-05-05,2018-08-04,2018-11-03,2019-02-02,2019-05-04,2019-08-03,2019-11-02,2020-02-01,2020-05-02,2020-08-01,2020-10-31,2021-01-30,2021-05-01,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30,2022-10-29,2023-01-28,2023-04-29,2023-07-29,2023-10-28,Current
Market Capitalization,"14,595","14,563","13,688","16,938","19,120","21,102","21,868","20,640","22,786","22,785","24,702","24,699","25,748","25,473","21,354","24,608","30,220","30,566","33,531","37,348","33,994","35,768","37,742","40,148","40,263","31,661","31,915","30,321","39,671","46,683","43,815","40,227","33,838","35,009","28,435","33,092","41,145","36,507","39,043","38,194","48,507"
Market Cap Growth,10.43%,0.74%,-9.19%,0.69%,31.01%,44.90%,59.76%,21.86%,19.17%,7.98%,12.96%,19.66%,13.00%,11.80%,-13.55%,-0.37%,17.37%,19.99%,57.02%,51.77%,12.49%,17.02%,12.56%,7.50%,18.44%,-11.48%,-15.44%,-24.48%,-1.47%,47.45%,37.28%,32.67%,-14.70%,-25.01%,-35.10%,-17.74%,21.59%,4.28%,37.30%,15.42%,-
Enterprise Value,"14,310","14,117","13,288","16,762","18,819","20,735","21,632","20,549","22,418","22,269","24,169","24,216","25,033","24,626","20,600","23,861","29,326","29,660","32,541","36,396","32,894","37,765","39,719","42,479","42,400","35,284","34,392","31,679","40,584","46,973","43,873","40,656","34,538","36,649","30,159","34,894","42,300","37,822","40,239","39,475","49,787"
PE Ratio,17.43,17.20,15.68,18.94,20.68,21.91,22.27,20.54,22.32,22.14,23.47,22.84,23.04,22.19,18.06,20.29,22.18,20.94,21.88,23.39,21.41,22.49,23.39,24.38,24.24,33.90,58.75,99.89,464.63,53.80,32.70,25.24,19.64,22.09,19.28,23.11,27.21,23.63,24.30,22.31,28.59
PS Ratio,1.43,1.40,1.30,1.58,1.73,1.87,1.90,1.76,1.91,1.88,2.01,1.96,2.00,1.95,1.60,1.81,2.14,2.12,2.28,2.50,2.27,2.35,2.44,2.55,2.51,2.25,2.50,2.39,3.17,3.07,2.53,2.22,1.79,1.87,1.54,1.79,2.20,1.94,2.03,1.95,2.48
PB Ratio,7.27,7.02,6.37,7.74,8.39,9.04,9.16,8.62,9.22,8.97,9.45,9.32,9.37,9.17,7.52,8.61,9.91,9.77,10.53,11.72,10.28,10.95,11.45,12.25,11.99,11.24,11.13,10.04,12.06,12.78,11.22,10.10,8.33,8.64,6.89,7.98,9.59,8.47,8.76,8.33,10.58
P/FCF Ratio,30.95,25.46,19.57,26.30,26.33,31.15,34.44,26.73,23.75,21.88,20.69,19.12,20.42,19.35,16.98,18.21,22.79,24.01,21.88,23.58,20.57,21.37,22.87,26.66,24.91,6982.92,45.25,14.79,21.55,12.77,14.56,26.42,28.65,897.40,-135.69,300.74,39.74,20.20,18.70,19.04,24.18
P/OCF Ratio,14.28,12.41,11.12,12.80,13.93,16.46,17.90,17.90,17.18,16.49,16.30,15.50,16.52,15.82,13.54,14.52,17.97,18.72,17.67,19.00,16.45,17.00,17.67,19.80,18.54,52.41,25.32,11.92,17.66,11.51,12.82,20.46,19.46,61.44,84.33,46.75,24.36,14.49,13.64,13.73,17.43
Debt / Equity Ratio,0.07,0.07,0.07,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.09,1.03,1.02,1.06,1.04,2.23,2.19,1.91,1.74,1.55,1.44,1.43,1.38,1.40,1.36,1.38,1.33,1.33,1.30,1.26,1.26
Quick Ratio,0.36,0.43,0.41,0.37,0.46,0.47,0.43,0.32,0.52,0.58,0.59,0.51,0.68,0.69,0.69,0.61,0.72,0.67,0.76,0.65,0.75,0.57,0.56,0.44,0.54,1.04,1.25,1.15,1.24,1.28,1.32,1.21,1.20,1.11,1.12,1.18,1.29,1.21,1.20,1.06,1.06
Current Ratio,1.34,1.31,1.32,1.30,1.36,1.36,1.41,1.39,1.48,1.50,1.55,1.52,1.61,1.58,1.64,1.57,1.64,1.64,1.71,1.61,1.69,1.34,1.31,1.26,1.27,1.75,1.70,1.65,1.69,1.72,1.77,1.75,1.77,1.88,1.92,1.95,1.90,1.86,1.83,1.70,1.70
Interest Coverage,-,-,-,394.64,165.68,230.35,250.34,75.93,91.23,109.04,109.08,93.94,126.98,158.30,218.87,248.57,1533.47,-,-,-,-,-,-,-,-,-69.40,2.95,5.75,20.99,33.74,36.15,27.89,27.55,26.40,48.41,-,-,-,-,-,-
