,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,"1,298","1,335","2,064","1,490","2,128","1,042","1,197",848,"2,195",64,571,"-2,083",867,865,-97,"2,272","1,247",845,880,"2,010","1,349","1,684","2,152",536,"4,366",68,633,124,290,"3,366","1,521","1,477","1,571",881,"1,098","1,549",14,370,422,574
Depreciation & Amortization,0,0,0,713,0,0,0,693,0,0,0,652,0,0,0,795,0,0,0,628,0,0,0,630,0,0,0,619,0,0,0,694,0,0,0,673,0,0,0,718
Other Operating Activities,"1,156","3,071","1,935","3,192",528,"3,087","1,436","2,935",-288,"4,181","2,350","7,029","1,225","2,490","4,825","-1,062",43,"4,717","2,621","-1,394",691,646,"1,962","3,958","-2,551",701,"3,087","4,376","1,138","-1,153","1,922","2,891",406,"3,483","3,148",50,"1,946","2,636","2,986","3,857"
Operating Cash Flow,"2,484","4,437","4,029","5,426","2,686","4,202","2,639","4,525","1,913","4,291","2,927","5,643","2,098","3,401","4,734","2,050","1,296","5,608","3,533","1,301","2,072","2,387","4,146","5,181","1,847",846,"3,793","5,153","1,496","2,254","3,506","5,091","2,040","4,393","4,310","2,301","2,026","3,038","3,475","5,182"
Operating Cash Flow Growth,-9.11%,-3.14%,50.90%,-11.73%,8.13%,-5.30%,-34.50%,-16.61%,-28.78%,2.12%,10.91%,24.71%,9.67%,-20.74%,61.74%,-63.67%,-38.23%,64.89%,-25.37%,-36.54%,59.88%,-57.44%,17.35%,298.23%,-10.86%,-64.56%,-8.51%,-0.54%,-19.00%,166.43%,-7.57%,-1.20%,36.36%,94.90%,22.93%,-54.80%,-0.69%,-30.84%,-19.37%,125.21%
Acquisitions,-318,-6,-351,-436,140,29,498,"1,291",-177,-365,24,-15,-302,190,"-1,151",-85,-114,41,-278,460,-380,-286,121,-326,-483,-356,-157,"-1,855",-130,"3,766",-321,-135,-443,616,-314,379,-233,-246,-304,-131
Change in Investments,"2,548","-8,814","-4,597","-2,740","-6,954",175,-604,"-4,914","-5,539","-3,582","-4,563","8,824","-3,876","-2,967","-8,796",457,-457,"-4,246","-5,962","4,954","-5,264",880,"-5,435","-6,765","-7,779","-1,275","-6,493",-310,-941,"-2,734","-7,923","-2,723",-64,"1,614","-3,803",-542,"-1,174","-6,090","-2,650",725
Other Investing Activities,-66,-44,-21,-210,-86,-64,-41,132,-23,-222,-139,-73,-98,-96,-62,-90,86,-74,12,-56,-55,-37,-37,-2,-75,240,-29,3,17,-23,-36,-4,81,-115,5,-34,-97,-10,-18,-18
Investing Cash Flow,"2,164","-8,864","-4,969","-3,386","-6,900",140,-147,"-3,491","-5,739","-4,169","-4,678","8,736","-4,276","-2,873","-10,009",282,-485,"-4,279","-6,228","5,358","-5,699",557,"-5,351","-7,093","-8,337","-1,391","-6,679","-2,162","-1,054","1,009","-8,280","-2,862",-426,"2,115","-4,112",-197,"-1,504","-6,346","-2,972",576
Dividends Paid,-311,-395,-395,-398,-394,-420,-420,-419,-413,-441,-441,-441,-437,-431,-427,-422,-416,-428,-419,-415,-405,-419,-413,-406,-404,-419,-419,-415,-408,-421,-413,-405,-397,-408,-400,-393,-389,-399,-392,-386
