,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"17,085","18,266","18,846","19,119","18,710","16,166","18,031","8,436","18,433","15,244","15,833","12,832","14,964","15,333","16,171","15,840","14,805","21,185","16,289","15,662","16,302","17,497","18,678","17,143","18,310","14,099","16,015","19,418","15,562","18,524","16,905","17,705","15,405","15,474","22,283","15,608","15,388","16,623","15,866","19,028"
Revenue Growth (YoY),-3.38%,16.19%,15.36%,3.58%,9.51%,-11.50%,-4.32%,-55.88%,-1.48%,-5.70%,-12.19%,52.11%,-18.82%,0.58%,2.13%,23.44%,-1.06%,38.17%,0.73%,-1.12%,10.11%,-17.41%,14.67%,9.46%,12.32%,-19.42%,-14.26%,13.27%,-15.01%,31.39%,5.56%,-8.82%,-1.01%,-16.47%,31.81%,-11.84%,-0.11%,7.43%,-28.80%,21.91%
Cost of Revenue,"11,096","12,094","11,676","12,555","11,591","10,981","11,335","7,008","11,319","12,098","11,458","10,620","10,624","11,032","12,368","11,127","9,784","16,599","11,741","9,796","11,333","11,810","12,444","13,549","9,394","10,919","11,622","15,830","12,121","11,156","11,579","13,304","10,518","11,578","17,946","10,505","12,074","13,060","12,128","14,771"
Gross Profit,"5,989","6,172","7,170","6,564","7,119","5,185","6,696","1,428","7,114","3,146","4,375","2,212","4,340","4,301","3,803","4,713","5,021","4,586","4,548","5,866","4,969","5,687","6,234","3,594","8,916","3,180","4,393","3,588","3,441","7,368","5,326","4,401","4,887","3,896","4,337","5,103","3,314","3,563","3,738","4,257"
Other Operating Expenses,"4,163","4,222","4,218","4,488","4,060","4,072","4,533","2,112","4,192","3,246","3,216","3,453","3,268","3,283","3,318","3,752","3,365","3,485","3,469","3,395","3,225","3,390","3,443","3,631","3,273","2,983","3,470","3,424","3,150","2,881","3,284","2,703","2,952","2,908","2,922","3,077","3,057","3,133","3,204","3,316"
Operating Expenses,"4,163","4,222","4,218","4,488","4,060","4,072","4,533","2,112","4,192","3,246","3,216","3,453","3,268","3,283","3,318","3,752","3,365","3,485","3,469","3,395","3,225","3,390","3,443","3,631","3,273","2,983","3,470","3,424","3,150","2,881","3,284","2,703","2,952","2,908","2,922","3,077","3,057","3,133","3,204","3,316"
Operating Income,"1,826","1,950","2,952","2,076","3,059","1,113","2,163",-684,"2,922",-100,"1,159","-1,241","1,072","1,018",485,961,"1,656","1,101","1,079","2,471","1,744","2,297","2,791",-37,"5,643",197,923,164,291,"4,487","2,042","1,698","1,935",988,"1,415","2,026",257,430,534,941
Other Expense / Income,14,10,-,6,5,4,-5,"-1,316",2,4,447,"1,357",79,-55,974,-2,4,3,3,-5,4,5,6,-5,3,5,3,-,5,5,5,6,5,5,5,3,5,6,6,7
Pretax Income,"1,812","1,940","2,952","2,070","3,054","1,109","2,168",632,"2,920",-104,712,"-2,598",993,"1,073",-489,963,"1,652","1,098","1,076","2,476","1,740","2,292","2,785",-32,"5,640",192,920,164,286,"4,482","2,037","1,692","1,930",983,"1,410","2,023",252,424,528,934
Income Tax,484,574,858,549,896,-6,965,-265,719,-214,135,-560,120,162,-398,"-1,354",399,207,164,409,359,551,601,-625,"1,242",47,214,6,-72,"1,075",453,186,296,73,248,445,172,22,39,327
Net Income,"1,328","1,366","2,094","1,521","2,158","1,115","1,203",897,"2,201",110,577,"-2,038",873,911,-91,"2,317","1,253",891,912,"2,067","1,381","1,741","2,184",593,"4,398",145,706,158,358,"3,407","1,584","1,506","1,634",910,"1,162","1,578",80,402,489,607
Preferred Dividends,30,31,30,31,30,73,6,49,6,46,6,45,6,46,6,45,6,46,32,57,32,57,32,57,32,77,73,34,68,41,63,29,63,29,64,29,66,32,67,33
Net Income Common,"1,298","1,335","2,064","1,490","2,128","1,042","1,197",848,"2,195",64,571,"-2,083",867,865,-97,"2,272","1,247",845,880,"2,010","1,349","1,684","2,152",536,"4,366",68,633,124,290,"3,366","1,521","1,477","1,571",881,"1,098","1,549",14,370,422,574
