,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,281.63,382.93,425.26,537.52,797.2,878.54,901.25,"1,237","1,726","1,592"
Depreciation & Amortization,17.61,21.53,22.27,22.67,20.17,20.82,21.99,19.46,17.4,16.92
Share-Based Compensation,53.79,54.09,43.6,44.56,75.7,78.53,50.79,58.23,82.54,99.51
Other Operating Activities,-168.49,-231.85,-98.14,-34.4,-169.94,-111.35,-48.77,-72.02,44.59,-210.04
Operating Cash Flow,184.55,226.7,392.99,570.35,723.13,866.54,925.27,"1,242","1,870","1,498"
Operating Cash Flow Growth,-31.70%,22.84%,73.35%,45.13%,26.79%,19.83%,6.78%,34.27%,50.52%,-19.90%
Capital Expenditures,-30.65,-17.59,-21.37,-19.42,-18.41,-20.83,-15.12,-16.9,-17.7,-22.5
Acquisitions,11.57,16.57,11.02,4.23,10.23,7.55,11.19,-1.28,-9.74,-1.6
Investing Cash Flow,-19.08,-1.02,-10.35,-15.19,-8.18,-13.28,-3.93,-18.18,-27.43,-24.1
Share Issuance / Repurchase,-491.39,-345.42,-417.25,-281.64,-672.02,-424.39,-190.21,"-1,395.65","-1,303.64",-831.31
Debt Issued / Paid,-3.42,-0.06,0,0,0,-0.31,917.85,-1.36,-601.5,-1.66
Other Financing Activities,8.51,-0.3,-0.15,-,-0.23,-,-,-,-,-
Financing Cash Flow,-486.3,-345.78,-417.4,-281.64,-672.26,-424.7,727.64,"-1,397.01","-1,905.14",-832.97
Net Cash Flow,-320.83,-120.1,-34.76,273.52,42.69,428.56,"1,649",-172.8,-62.47,640.93
Free Cash Flow,153.9,209.11,371.62,550.93,704.72,845.71,910.15,"1,225","1,852","1,475"
Free Cash Flow Growth,-38.88%,35.87%,77.72%,48.25%,27.91%,20.01%,7.62%,34.65%,51.16%,-20.35%
Free Cash Flow Margin,3.52%,4.13%,6.51%,8.92%,10.06%,11.71%,12.42%,14.08%,17.94%,15.84%
Free Cash Flow Per Share,35.97,51.99,96.60,147.58,194.08,232.27,246.52,342.22,563.73,455.68
