,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"17,566","22,425","22,025","14,827","20,370","27,023","27,777","33,362","42,152","44,544","47,169"
Market Cap Growth,17.76%,27.66%,-1.78%,-32.68%,37.38%,32.66%,2.79%,20.11%,26.35%,5.67%,-
Enterprise Value,"21,765","26,875","26,760","19,615","25,158","32,053","34,265","40,330","51,091","55,110","58,669"
PE Ratio,16.42,19.33,17.75,11.58,15.23,16.71,16.03,15.37,17.35,17.62,19.83
PS Ratio,1.85,2.20,2.07,1.36,1.82,2.28,2.20,2.28,2.59,2.55,2.67
PB Ratio,-10.83,-13.18,-12.32,-10.38,-13.40,-15.77,-31.64,-18.56,-11.91,-10.24,-8.91
P/FCF Ratio,19.36,20.50,19.07,14.54,12.78,16.49,12.21,11.40,16.23,20.52,22.62
P/OCF Ratio,13.10,14.26,13.42,9.44,9.79,12.70,10.21,9.48,13.13,15.15,15.84
EV/Sales Ratio,2.30,2.64,2.52,1.80,2.24,2.70,2.71,2.76,3.14,3.16,3.32
EV/EBITDA Ratio,10.46,12.09,11.35,8.16,11.67,12.39,12.17,12.03,13.76,13.88,14.28
EV/EBIT Ratio,11.89,13.76,12.99,9.43,13.89,14.46,14.17,13.70,15.62,15.86,16.30
EV/FCF Ratio,23.99,24.56,23.17,19.24,15.79,19.56,15.07,13.78,19.68,25.38,28.14
Debt / Equity Ratio,-2.67,-2.72,-2.75,-3.56,-3.29,-3.04,-9.38,-4.53,-2.60,-2.49,-2.26
Debt / EBITDA Ratio,2.08,2.08,2.09,2.11,2.32,2.01,2.93,2.43,2.48,2.73,2.87
Debt / FCF Ratio,4.76,4.23,4.26,4.98,3.14,3.18,3.62,2.78,3.54,4.99,5.65
Quick Ratio,0.07,0.09,0.10,0.12,0.09,0.09,0.34,0.21,0.09,0.09,0.09
Current Ratio,0.79,0.84,0.90,0.97,0.92,0.91,1.08,0.87,0.77,0.80,0.79
Asset Turnover,1.30,1.28,1.26,1.21,1.20,1.22,0.96,1.02,1.11,1.12,1.11
Interest Coverage,10.93,12.98,13.95,13.46,10.38,11.99,12.02,15.07,17.07,11.34,10.59
Return on Equity (ROE),-62.40%,-71.70%,-69.20%,-74.60%,-93.20%,-98.70%,-115.60%,-142.00%,-79.70%,-60.70%,-57.20%
Return on Assets (ROA),14.70%,14.60%,14.80%,14.30%,14.30%,16.60%,13.10%,15.10%,16.70%,16.20%,16.30%
Return on Capital (ROIC),43.59%,43.00%,42.62%,37.88%,42.47%,50.52%,25.68%,36.65%,45.56%,42.71%,43.41%
Earnings Yield,6.09%,5.17%,5.63%,8.64%,6.57%,5.98%,6.24%,6.51%,5.76%,5.68%,5.48%
FCF Yield,5.17%,4.88%,5.24%,6.88%,7.82%,6.07%,8.19%,8.77%,6.16%,4.87%,4.42%
Buyback Yield / Dilution,7.38%,4.95%,5.33%,4.67%,5.65%,7.02%,5.51%,5.37%,9.06%,7.86%,7.18%
Total Shareholder Return,7.38%,4.95%,5.33%,4.67%,5.65%,7.02%,5.51%,5.37%,9.06%,7.86%,7.18%
